,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
2374,type1_1,40,113,0.0,0.0,0,0.006666666666666667,mse,0.41,0.57,0.65,,,0.08,0.01
2375,type1_1,40,113,0.0,0.0,0,0.013333333333333334,mse,0.75,1.0,1.0,,,0.08,0.09
2376,type1_1,40,113,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2377,type1_1,40,113,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2378,type1_1,40,113,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2379,type1_1,40,113,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2380,type1_2,40,113,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.01,
2381,type1_2,40,113,0.0,1.0,0,0.0,mse,,,,0.09,0.0,0.0,
2382,type1_2,40,113,0.0,2.0,0,0.0,mse,,,,0.17,0.0,0.0,
2383,type1_2,40,113,0.0,3.0,0,0.0,mse,,,,0.17,0.0,0.0,
2384,type1_2,40,113,0.0,4.0,0,0.0,mse,,,,0.33,0.0,0.0,
2385,type1_2,40,113,0.0,5.0,0,0.0,mse,,,,0.41,0.0,0.0,
2386,type1_2,40,113,0.0,6.0,0,0.0,mse,,,,0.57,0.0,0.0,
2387,power,40,113,0.0,0.0,0,0.0,mse,,,,,0.08,0.08,0.08
2388,power,40,113,0.08333333333333333,0.0,0,0.0,mse,,,,,0.24,0.08,0.4
2389,power,40,113,0.16666666666666666,0.0,0,0.0,mse,,,,,0.33,0.09,0.9
2390,power,40,113,0.25,0.0,0,0.0,mse,,,,,0.51,0.17,0.98
2391,power,40,113,0.3333333333333333,0.0,0,0.0,mse,,,,,0.76,0.34,1.0
2392,power,40,113,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2393,power,40,113,0.5,0.0,0,0.0,mse,,,,,0.84,0.68,1.0
2394,type1_1,40,114,0.0,0.0,0,0.0,mse,0.0,0.08,0.0,,,0.0,0.01
2395,type1_1,40,114,0.0,0.0,0,0.006666666666666667,mse,0.51,0.76,0.76,,,0.08,0.01
2396,type1_1,40,114,0.0,0.0,0,0.013333333333333334,mse,0.84,1.0,0.84,,,0.08,0.01
2397,type1_1,40,114,0.0,0.0,0,0.02,mse,0.92,1.0,0.84,,,0.08,0.01
2398,type1_1,40,114,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,0.84,,,0.08,0.01
2399,type1_1,40,114,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.92,,,0.0,0.01
2400,type1_1,40,114,0.0,0.0,0,0.04,mse,1.0,1.0,0.92,,,0.0,0.01
2401,type1_2,40,114,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2402,type1_2,40,114,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
2403,type1_2,40,114,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
2404,type1_2,40,114,0.0,3.0,0,0.0,mse,,,,0.25,0.0,0.0,
2405,type1_2,40,114,0.0,4.0,0,0.0,mse,,,,0.25,0.0,0.0,
2406,type1_2,40,114,0.0,5.0,0,0.0,mse,,,,0.33,0.0,0.0,
2407,type1_2,40,114,0.0,6.0,0,0.0,mse,,,,0.33,0.0,0.0,
2408,power,40,114,0.0,0.0,0,0.0,mse,,,,,0.08,0.16,0.16
2409,power,40,114,0.08333333333333333,0.0,0,0.0,mse,,,,,0.09,0.08,0.48
2410,power,40,114,0.16666666666666666,0.0,0,0.0,mse,,,,,0.27,0.09,0.9
2411,power,40,114,0.25,0.0,0,0.0,mse,,,,,0.51,0.17,0.99
2412,power,40,114,0.3333333333333333,0.0,0,0.0,mse,,,,,0.76,0.34,1.0
2413,power,40,114,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.51,1.0
2414,power,40,114,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2415,type1_1,40,115,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.08,0.0
2416,type1_1,40,115,0.0,0.0,0,0.006666666666666667,mse,0.49,0.84,0.84,,,0.08,0.09
2417,type1_1,40,115,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,1.0,,,0.08,0.09
2418,type1_1,40,115,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2419,type1_1,40,115,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2420,type1_1,40,115,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2421,type1_1,40,115,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2422,type1_2,40,115,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.01,
2423,type1_2,40,115,0.0,1.0,0,0.0,mse,,,,0.08,0.0,0.0,
2424,type1_2,40,115,0.0,2.0,0,0.0,mse,,,,0.16,0.0,0.0,
2425,type1_2,40,115,0.0,3.0,0,0.0,mse,,,,0.17,0.0,0.0,
2426,type1_2,40,115,0.0,4.0,0,0.0,mse,,,,0.17,0.0,0.0,
2427,type1_2,40,115,0.0,5.0,0,0.0,mse,,,,0.17,0.0,0.0,
2428,type1_2,40,115,0.0,6.0,0,0.0,mse,,,,0.25,0.0,0.0,
2429,power,40,115,0.0,0.0,0,0.0,mse,,,,,0.16,0.08,0.0
2430,power,40,115,0.08333333333333333,0.0,0,0.0,mse,,,,,0.09,0.08,0.16
2431,power,40,115,0.16666666666666666,0.0,0,0.0,mse,,,,,0.1,0.09,0.49
2432,power,40,115,0.25,0.0,0,0.0,mse,,,,,0.11,0.17,0.98
2433,power,40,115,0.3333333333333333,0.0,0,0.0,mse,,,,,0.52,0.26,1.0
2434,power,40,115,0.41666666666666663,0.0,0,0.0,mse,,,,,0.76,0.59,1.0
2435,power,40,115,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2436,type1_1,40,116,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.01
2437,type1_1,40,116,0.0,0.0,0,0.006666666666666667,mse,0.65,0.83,0.9,,,0.08,0.09
2438,type1_1,40,116,0.0,0.0,0,0.013333333333333334,mse,0.9,1.0,0.99,,,0.08,0.17
2439,type1_1,40,116,0.0,0.0,0,0.02,mse,0.91,1.0,0.99,,,0.08,0.17
2440,type1_1,40,116,0.0,0.0,0,0.02666666666666667,mse,0.99,1.0,0.99,,,0.08,0.17
2441,type1_1,40,116,0.0,0.0,0,0.03333333333333333,mse,0.99,1.0,0.99,,,0.0,0.17
2442,type1_1,40,116,0.0,0.0,0,0.04,mse,0.99,1.0,0.99,,,0.0,0.25
2443,type1_2,40,116,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.01,
2444,type1_2,40,116,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
2445,type1_2,40,116,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
2446,type1_2,40,116,0.0,3.0,0,0.0,mse,,,,0.16,0.0,0.0,
2447,type1_2,40,116,0.0,4.0,0,0.0,mse,,,,0.24,0.0,0.0,
2448,type1_2,40,116,0.0,5.0,0,0.0,mse,,,,0.32,0.0,0.0,
2449,type1_2,40,116,0.0,6.0,0,0.0,mse,,,,0.4,0.0,0.0,
2450,power,40,116,0.0,0.0,0,0.0,mse,,,,,0.08,0.0,0.08
2451,power,40,116,0.08333333333333333,0.0,0,0.0,mse,,,,,0.01,0.08,0.32
2452,power,40,116,0.16666666666666666,0.0,0,0.0,mse,,,,,0.19,0.09,0.73
2453,power,40,116,0.25,0.0,0,0.0,mse,,,,,0.43,0.17,1.0
2454,power,40,116,0.3333333333333333,0.0,0,0.0,mse,,,,,0.68,0.26,1.0
2455,power,40,116,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2456,power,40,116,0.5,0.0,0,0.0,mse,,,,,0.92,0.76,1.0
2457,type1_1,40,117,0.0,0.0,0,0.0,mse,0.01,0.08,0.0,,,0.08,0.16
2458,type1_1,40,117,0.0,0.0,0,0.006666666666666667,mse,0.66,1.0,0.92,,,0.08,0.09
2459,type1_1,40,117,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,0.92,,,0.08,0.09
2460,type1_1,40,117,0.0,0.0,0,0.02,mse,1.0,1.0,0.92,,,0.08,0.09
2461,type1_1,40,117,0.0,0.0,0,0.02666666666666667,mse,0.92,1.0,0.92,,,0.08,0.09
2462,type1_1,40,117,0.0,0.0,0,0.03333333333333333,mse,0.92,1.0,0.92,,,0.0,0.09
2463,type1_1,40,117,0.0,0.0,0,0.04,mse,0.92,1.0,0.92,,,0.0,0.09
2464,type1_2,40,117,0.0,0.0,0,0.0,mse,,,,0.0,0.09,0.0,
2465,type1_2,40,117,0.0,1.0,0,0.0,mse,,,,0.16,0.09,0.0,
2466,type1_2,40,117,0.0,2.0,0,0.0,mse,,,,0.24,0.09,0.0,
2467,type1_2,40,117,0.0,3.0,0,0.0,mse,,,,0.24,0.09,0.0,
2468,type1_2,40,117,0.0,4.0,0,0.0,mse,,,,0.32,0.09,0.0,
2469,type1_2,40,117,0.0,5.0,0,0.0,mse,,,,0.48,0.09,0.0,
2470,type1_2,40,117,0.0,6.0,0,0.0,mse,,,,0.48,0.09,0.0,
2471,power,40,117,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.01
2472,power,40,117,0.08333333333333333,0.0,0,0.0,mse,,,,,0.0,0.08,0.24
2473,power,40,117,0.16666666666666666,0.0,0,0.0,mse,,,,,0.1,0.09,0.66
2474,power,40,117,0.25,0.0,0,0.0,mse,,,,,0.36,0.17,1.0
2475,power,40,117,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.26,1.0
2476,power,40,117,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2477,power,40,117,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2478,type1_1,40,118,0.0,0.0,0,0.0,mse,0.0,0.0,0.08,,,0.0,0.0
2479,type1_1,40,118,0.0,0.0,0,0.006666666666666667,mse,0.28,1.0,0.84,,,0.08,0.09
2480,type1_1,40,118,0.0,0.0,0,0.013333333333333334,mse,0.92,1.0,0.92,,,0.08,0.09
2481,type1_1,40,118,0.0,0.0,0,0.02,mse,0.92,1.0,0.92,,,0.08,0.09
2482,type1_1,40,118,0.0,0.0,0,0.02666666666666667,mse,0.92,1.0,0.92,,,0.08,0.09
2483,type1_1,40,118,0.0,0.0,0,0.03333333333333333,mse,0.92,1.0,0.92,,,0.0,0.09
2484,type1_1,40,118,0.0,0.0,0,0.04,mse,0.92,1.0,0.92,,,0.0,0.09
2485,type1_2,40,118,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2486,type1_2,40,118,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
2487,type1_2,40,118,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
2488,type1_2,40,118,0.0,3.0,0,0.0,mse,,,,0.09,0.0,0.0,
2489,type1_2,40,118,0.0,4.0,0,0.0,mse,,,,0.17,0.0,0.0,
2490,type1_2,40,118,0.0,5.0,0,0.0,mse,,,,0.17,0.0,0.0,
2491,type1_2,40,118,0.0,6.0,0,0.0,mse,,,,0.25,0.0,0.0,
2492,power,40,118,0.0,0.0,0,0.0,mse,,,,,0.08,0.0,0.0
2493,power,40,118,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.16
2494,power,40,118,0.16666666666666666,0.0,0,0.0,mse,,,,,0.25,0.09,0.65
2495,power,40,118,0.25,0.0,0,0.0,mse,,,,,0.34,0.17,0.98
2496,power,40,118,0.3333333333333333,0.0,0,0.0,mse,,,,,0.51,0.26,1.0
2497,power,40,118,0.41666666666666663,0.0,0,0.0,mse,,,,,0.68,0.51,1.0
2498,power,40,118,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2499,type1_1,40,119,0.0,0.0,0,0.0,mse,0.08,0.09,0.08,,,0.08,0.08
2500,type1_1,40,119,0.0,0.0,0,0.006666666666666667,mse,0.52,1.0,1.0,,,0.08,0.01
2501,type1_1,40,119,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,1.0,,,0.08,0.01
2502,type1_1,40,119,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2503,type1_1,40,119,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2504,type1_1,40,119,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2505,type1_1,40,119,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2506,type1_2,40,119,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.01,
2507,type1_2,40,119,0.0,1.0,0,0.0,mse,,,,0.17,0.08,0.01,
2508,type1_2,40,119,0.0,2.0,0,0.0,mse,,,,0.25,0.08,0.0,
2509,type1_2,40,119,0.0,3.0,0,0.0,mse,,,,0.33,0.08,0.0,
2510,type1_2,40,119,0.0,4.0,0,0.0,mse,,,,0.33,0.08,0.0,
2511,type1_2,40,119,0.0,5.0,0,0.0,mse,,,,0.41,0.08,0.0,
2512,type1_2,40,119,0.0,6.0,0,0.0,mse,,,,0.49,0.08,0.0,
2513,power,40,119,0.0,0.0,0,0.0,mse,,,,,0.24,0.16,0.0
2514,power,40,119,0.08333333333333333,0.0,0,0.0,mse,,,,,0.09,0.08,0.41
2515,power,40,119,0.16666666666666666,0.0,0,0.0,mse,,,,,0.11,0.09,0.74
2516,power,40,119,0.25,0.0,0,0.0,mse,,,,,0.27,0.17,0.99
2517,power,40,119,0.3333333333333333,0.0,0,0.0,mse,,,,,0.43,0.26,1.0
2518,power,40,119,0.41666666666666663,0.0,0,0.0,mse,,,,,0.59,0.51,1.0
2519,power,40,119,0.5,0.0,0,0.0,mse,,,,,0.84,0.68,1.0
