,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
2083,type1_1,40,99,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2084,type1_1,40,99,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2085,type1_1,40,99,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2086,type1_2,40,99,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2087,type1_2,40,99,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
2088,type1_2,40,99,0.0,2.0,0,0.0,mse,,,,0.08,0.0,0.0,
2089,type1_2,40,99,0.0,3.0,0,0.0,mse,,,,0.09,0.0,0.0,
2090,type1_2,40,99,0.0,4.0,0,0.0,mse,,,,0.09,0.0,0.0,
2091,type1_2,40,99,0.0,5.0,0,0.0,mse,,,,0.17,0.0,0.0,
2092,type1_2,40,99,0.0,6.0,0,0.0,mse,,,,0.25,0.0,0.0,
2093,power,40,99,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.16
2094,power,40,99,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.32
2095,power,40,99,0.16666666666666666,0.0,0,0.0,mse,,,,,0.16,0.09,0.65
2096,power,40,99,0.25,0.0,0,0.0,mse,,,,,0.42,0.17,0.98
2097,power,40,99,0.3333333333333333,0.0,0,0.0,mse,,,,,0.75,0.26,1.0
2098,power,40,99,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2099,power,40,99,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2100,type1_1,40,100,0.0,0.0,0,0.0,mse,0.25,0.16,0.32,,,0.0,0.0
2101,type1_1,40,100,0.0,0.0,0,0.006666666666666667,mse,0.27,0.76,0.76,,,0.08,0.09
2102,type1_1,40,100,0.0,0.0,0,0.013333333333333334,mse,0.76,1.0,0.84,,,0.08,0.09
2103,type1_1,40,100,0.0,0.0,0,0.02,mse,1.0,1.0,0.92,,,0.08,0.09
2104,type1_1,40,100,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,0.92,,,0.08,0.09
2105,type1_1,40,100,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.92,,,0.0,0.09
2106,type1_1,40,100,0.0,0.0,0,0.04,mse,1.0,1.0,0.92,,,0.0,0.09
2107,type1_2,40,100,0.0,0.0,0,0.0,mse,,,,0.08,0.08,0.0,
2108,type1_2,40,100,0.0,1.0,0,0.0,mse,,,,0.17,0.08,0.0,
2109,type1_2,40,100,0.0,2.0,0,0.0,mse,,,,0.25,0.08,0.0,
2110,type1_2,40,100,0.0,3.0,0,0.0,mse,,,,0.25,0.08,0.0,
2111,type1_2,40,100,0.0,4.0,0,0.0,mse,,,,0.41,0.08,0.0,
2112,type1_2,40,100,0.0,5.0,0,0.0,mse,,,,0.49,0.08,0.0,
2113,type1_2,40,100,0.0,6.0,0,0.0,mse,,,,0.49,0.08,0.0,
2114,power,40,100,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.08
2115,power,40,100,0.08333333333333333,0.0,0,0.0,mse,,,,,0.16,0.08,0.24
2116,power,40,100,0.16666666666666666,0.0,0,0.0,mse,,,,,0.17,0.17,0.59
2117,power,40,100,0.25,0.0,0,0.0,mse,,,,,0.35,0.17,0.99
2118,power,40,100,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.26,1.0
2119,power,40,100,0.41666666666666663,0.0,0,0.0,mse,,,,,0.76,0.5,1.0
2120,power,40,100,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2121,type1_1,40,101,0.0,0.0,0,0.0,mse,0.0,0.0,0.01,,,0.16,0.17
2122,type1_1,40,101,0.0,0.0,0,0.006666666666666667,mse,0.24,0.72,0.73,,,0.08,0.09
2123,type1_1,40,101,0.0,0.0,0,0.013333333333333334,mse,0.91,1.0,1.0,,,0.08,0.09
2124,type1_1,40,101,0.0,0.0,0,0.02,mse,0.99,1.0,1.0,,,0.08,0.01
2125,type1_1,40,101,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.01
2126,type1_1,40,101,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.01
2127,type1_1,40,101,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.01
2128,type1_2,40,101,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.01,
2129,type1_2,40,101,0.0,1.0,0,0.0,mse,,,,0.16,0.08,0.01,
2130,type1_2,40,101,0.0,2.0,0,0.0,mse,,,,0.25,0.08,0.0,
2131,type1_2,40,101,0.0,3.0,0,0.0,mse,,,,0.25,0.08,0.0,
2132,type1_2,40,101,0.0,4.0,0,0.0,mse,,,,0.33,0.08,0.0,
2133,type1_2,40,101,0.0,5.0,0,0.0,mse,,,,0.41,0.08,0.0,
2134,type1_2,40,101,0.0,6.0,0,0.0,mse,,,,0.57,0.08,0.0,
2135,power,40,101,0.0,0.0,0,0.0,mse,,,,,0.01,0.0,0.0
2136,power,40,101,0.08333333333333333,0.0,0,0.0,mse,,,,,0.17,0.08,0.16
2137,power,40,101,0.16666666666666666,0.0,0,0.0,mse,,,,,0.26,0.09,0.66
2138,power,40,101,0.25,0.0,0,0.0,mse,,,,,0.43,0.17,0.98
2139,power,40,101,0.3333333333333333,0.0,0,0.0,mse,,,,,0.76,0.26,1.0
2140,power,40,101,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.51,1.0
2141,power,40,101,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2142,type1_1,40,102,0.0,0.0,0,0.0,mse,0.0,0.08,0.08,,,0.08,0.0
2143,type1_1,40,102,0.0,0.0,0,0.006666666666666667,mse,0.35,0.68,0.52,,,0.08,0.09
2144,type1_1,40,102,0.0,0.0,0,0.013333333333333334,mse,0.68,1.0,1.0,,,0.08,0.09
2145,type1_1,40,102,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2146,type1_1,40,102,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2147,type1_1,40,102,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2148,type1_1,40,102,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2149,type1_2,40,102,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2150,type1_2,40,102,0.0,1.0,0,0.0,mse,,,,0.08,0.0,0.0,
2151,type1_2,40,102,0.0,2.0,0,0.0,mse,,,,0.16,0.0,0.0,
2152,type1_2,40,102,0.0,3.0,0,0.0,mse,,,,0.33,0.0,0.0,
2153,type1_2,40,102,0.0,4.0,0,0.0,mse,,,,0.33,0.0,0.0,
2154,type1_2,40,102,0.0,5.0,0,0.0,mse,,,,0.33,0.0,0.0,
2155,type1_2,40,102,0.0,6.0,0,0.0,mse,,,,0.41,0.0,0.0,
2156,power,40,102,0.0,0.0,0,0.0,mse,,,,,0.08,0.08,0.08
2157,power,40,102,0.08333333333333333,0.0,0,0.0,mse,,,,,0.09,0.08,0.24
2158,power,40,102,0.16666666666666666,0.0,0,0.0,mse,,,,,0.25,0.09,0.58
2159,power,40,102,0.25,0.0,0,0.0,mse,,,,,0.27,0.17,0.98
2160,power,40,102,0.3333333333333333,0.0,0,0.0,mse,,,,,0.68,0.26,1.0
2161,power,40,102,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.5,1.0
2162,power,40,102,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2163,type1_1,40,103,0.0,0.0,0,0.0,mse,0.0,0.01,0.0,,,0.08,0.01
2164,type1_1,40,103,0.0,0.0,0,0.006666666666666667,mse,0.43,0.59,0.6,,,0.08,0.09
2165,type1_1,40,103,0.0,0.0,0,0.013333333333333334,mse,0.68,1.0,1.0,,,0.08,0.08
2166,type1_1,40,103,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.08
2167,type1_1,40,103,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.08
2168,type1_1,40,103,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.08
2169,type1_1,40,103,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.08
2170,type1_2,40,103,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2171,type1_2,40,103,0.0,1.0,0,0.0,mse,,,,0.01,0.0,0.0,
2172,type1_2,40,103,0.0,2.0,0,0.0,mse,,,,0.09,0.0,0.0,
2173,type1_2,40,103,0.0,3.0,0,0.0,mse,,,,0.17,0.0,0.0,
2174,type1_2,40,103,0.0,4.0,0,0.0,mse,,,,0.17,0.0,0.0,
2175,type1_2,40,103,0.0,5.0,0,0.0,mse,,,,0.25,0.0,0.0,
2176,type1_2,40,103,0.0,6.0,0,0.0,mse,,,,0.25,0.0,0.0,
2177,power,40,103,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.08
2178,power,40,103,0.08333333333333333,0.0,0,0.0,mse,,,,,0.01,0.08,0.4
2179,power,40,103,0.16666666666666666,0.0,0,0.0,mse,,,,,0.17,0.17,0.73
2180,power,40,103,0.25,0.0,0,0.0,mse,,,,,0.42,0.17,0.98
2181,power,40,103,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.26,1.0
2182,power,40,103,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.51,1.0
2183,power,40,103,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2184,type1_1,40,104,0.0,0.0,0,0.0,mse,0.0,0.0,0.08,,,0.16,0.09
2185,type1_1,40,104,0.0,0.0,0,0.006666666666666667,mse,0.26,0.76,0.5,,,0.08,0.01
2186,type1_1,40,104,0.0,0.0,0,0.013333333333333334,mse,0.91,1.0,1.0,,,0.08,0.09
2187,type1_1,40,104,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2188,type1_1,40,104,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.0
2189,type1_1,40,104,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
2190,type1_1,40,104,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
2191,type1_2,40,104,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.0,
2192,type1_2,40,104,0.0,1.0,0,0.0,mse,,,,0.08,0.08,0.0,
2193,type1_2,40,104,0.0,2.0,0,0.0,mse,,,,0.16,0.08,0.0,
2194,type1_2,40,104,0.0,3.0,0,0.0,mse,,,,0.16,0.08,0.0,
2195,type1_2,40,104,0.0,4.0,0,0.0,mse,,,,0.16,0.08,0.0,
2196,type1_2,40,104,0.0,5.0,0,0.0,mse,,,,0.16,0.08,0.0,
2197,type1_2,40,104,0.0,6.0,0,0.0,mse,,,,0.16,0.08,0.0,
2198,power,40,104,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.08
2199,power,40,104,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.32
2200,power,40,104,0.16666666666666666,0.0,0,0.0,mse,,,,,0.1,0.09,0.58
2201,power,40,104,0.25,0.0,0,0.0,mse,,,,,0.2,0.17,0.98
2202,power,40,104,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.26,1.0
2203,power,40,104,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.51,1.0
2204,power,40,104,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2205,type1_1,40,105,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.0
2206,type1_1,40,105,0.0,0.0,0,0.006666666666666667,mse,0.18,0.67,0.33,,,0.08,0.09
2207,type1_1,40,105,0.0,0.0,0,0.013333333333333334,mse,0.59,1.0,0.84,,,0.08,0.09
2208,type1_1,40,105,0.0,0.0,0,0.02,mse,0.92,1.0,0.92,,,0.08,0.17
2209,type1_1,40,105,0.0,0.0,0,0.02666666666666667,mse,0.92,1.0,0.92,,,0.0,0.17
2210,type1_1,40,105,0.0,0.0,0,0.03333333333333333,mse,0.92,1.0,0.92,,,0.0,0.17
2211,type1_1,40,105,0.0,0.0,0,0.04,mse,0.92,1.0,0.92,,,0.0,0.17
2212,type1_2,40,105,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.09,
2213,type1_2,40,105,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.01,
2214,type1_2,40,105,0.0,2.0,0,0.0,mse,,,,0.08,0.0,0.0,
2215,type1_2,40,105,0.0,3.0,0,0.0,mse,,,,0.16,0.0,0.0,
2216,type1_2,40,105,0.0,4.0,0,0.0,mse,,,,0.26,0.0,0.0,
2217,type1_2,40,105,0.0,5.0,0,0.0,mse,,,,0.26,0.0,0.0,
2218,type1_2,40,105,0.0,6.0,0,0.0,mse,,,,0.26,0.0,0.0,
2219,power,40,105,0.0,0.0,0,0.0,mse,,,,,0.08,0.0,0.0
2220,power,40,105,0.08333333333333333,0.0,0,0.0,mse,,,,,0.16,0.08,0.24
2221,power,40,105,0.16666666666666666,0.0,0,0.0,mse,,,,,0.27,0.09,0.58
2222,power,40,105,0.25,0.0,0,0.0,mse,,,,,0.35,0.17,0.99
2223,power,40,105,0.3333333333333333,0.0,0,0.0,mse,,,,,0.76,0.26,1.0
2224,power,40,105,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2225,power,40,105,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2226,type1_1,40,106,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.08,0.01
2227,type1_1,40,106,0.0,0.0,0,0.006666666666666667,mse,0.41,0.91,0.66,,,0.08,0.09
2228,type1_1,40,106,0.0,0.0,0,0.013333333333333334,mse,0.82,1.0,0.98,,,0.08,0.09
2229,type1_1,40,106,0.0,0.0,0,0.02,mse,0.99,1.0,0.99,,,0.08,0.09
2230,type1_1,40,106,0.0,0.0,0,0.02666666666666667,mse,0.99,1.0,0.99,,,0.08,0.09
2231,type1_1,40,106,0.0,0.0,0,0.03333333333333333,mse,0.99,1.0,0.99,,,0.0,0.09
2232,type1_1,40,106,0.0,0.0,0,0.04,mse,1.0,1.0,0.99,,,0.0,0.09
2233,type1_2,40,106,0.0,0.0,0,0.0,mse,,,,0.01,0.0,0.01,
2234,type1_2,40,106,0.0,1.0,0,0.0,mse,,,,0.09,0.0,0.0,
2235,type1_2,40,106,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.0,
2236,type1_2,40,106,0.0,3.0,0,0.0,mse,,,,0.11,0.0,0.0,
2237,type1_2,40,106,0.0,4.0,0,0.0,mse,,,,0.12,0.0,0.0,
2238,type1_2,40,106,0.0,5.0,0,0.0,mse,,,,0.2,0.0,0.0,
2239,type1_2,40,106,0.0,6.0,0,0.0,mse,,,,0.28,0.0,0.0,
2240,power,40,106,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.01
2241,power,40,106,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.16
2242,power,40,106,0.16666666666666666,0.0,0,0.0,mse,,,,,0.18,0.17,0.65
2243,power,40,106,0.25,0.0,0,0.0,mse,,,,,0.43,0.17,0.98
2244,power,40,106,0.3333333333333333,0.0,0,0.0,mse,,,,,0.83,0.26,1.0
2245,power,40,106,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2246,power,40,106,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2247,type1_1,40,107,0.0,0.0,0,0.0,mse,0.08,0.0,0.08,,,0.08,0.08
2248,type1_1,40,107,0.0,0.0,0,0.006666666666666667,mse,0.76,1.0,0.92,,,0.08,0.09
2249,type1_1,40,107,0.0,0.0,0,0.013333333333333334,mse,0.92,1.0,0.92,,,0.08,0.01
2250,type1_1,40,107,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.01
2251,type1_1,40,107,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.02
2252,type1_1,40,107,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.02
2253,type1_1,40,107,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.02
2254,type1_2,40,107,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.01,
2255,type1_2,40,107,0.0,1.0,0,0.0,mse,,,,0.08,0.0,0.0,
2256,type1_2,40,107,0.0,2.0,0,0.0,mse,,,,0.16,0.0,0.0,
2257,type1_2,40,107,0.0,3.0,0,0.0,mse,,,,0.32,0.0,0.0,
2258,type1_2,40,107,0.0,4.0,0,0.0,mse,,,,0.32,0.0,0.0,
2259,type1_2,40,107,0.0,5.0,0,0.0,mse,,,,0.4,0.0,0.0,
2260,type1_2,40,107,0.0,6.0,0,0.0,mse,,,,0.4,0.0,0.0,
2261,power,40,107,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.0
2262,power,40,107,0.08333333333333333,0.0,0,0.0,mse,,,,,0.0,0.08,0.24
2263,power,40,107,0.16666666666666666,0.0,0,0.0,mse,,,,,0.19,0.09,0.66
2264,power,40,107,0.25,0.0,0,0.0,mse,,,,,0.44,0.17,0.99
2265,power,40,107,0.3333333333333333,0.0,0,0.0,mse,,,,,0.52,0.26,1.0
2266,power,40,107,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2267,power,40,107,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2268,type1_1,40,108,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.16,0.16
2269,type1_1,40,108,0.0,0.0,0,0.006666666666666667,mse,0.25,0.74,0.66,,,0.08,0.09
2270,type1_1,40,108,0.0,0.0,0,0.013333333333333334,mse,0.76,1.0,1.0,,,0.08,0.09
2271,type1_1,40,108,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2272,type1_1,40,108,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.09
2273,type1_1,40,108,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2274,type1_1,40,108,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2275,type1_2,40,108,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2276,type1_2,40,108,0.0,1.0,0,0.0,mse,,,,0.09,0.0,0.0,
2277,type1_2,40,108,0.0,2.0,0,0.0,mse,,,,0.09,0.0,0.0,
2278,type1_2,40,108,0.0,3.0,0,0.0,mse,,,,0.17,0.0,0.0,
2279,type1_2,40,108,0.0,4.0,0,0.0,mse,,,,0.17,0.0,0.0,
2280,type1_2,40,108,0.0,5.0,0,0.0,mse,,,,0.33,0.0,0.0,
2281,type1_2,40,108,0.0,6.0,0,0.0,mse,,,,0.42,0.0,0.0,
2282,power,40,108,0.0,0.0,0,0.0,mse,,,,,0.16,0.08,0.08
2283,power,40,108,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.24
2284,power,40,108,0.16666666666666666,0.0,0,0.0,mse,,,,,0.19,0.17,0.74
2285,power,40,108,0.25,0.0,0,0.0,mse,,,,,0.44,0.17,0.98
2286,power,40,108,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.26,1.0
2287,power,40,108,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.51,1.0
2288,power,40,108,0.5,0.0,0,0.0,mse,,,,,0.92,0.76,1.0
2289,type1_1,40,109,0.0,0.0,0,0.0,mse,0.16,0.08,0.16,,,0.16,0.17
2290,type1_1,40,109,0.0,0.0,0,0.006666666666666667,mse,0.66,0.84,0.83,,,0.08,0.01
2291,type1_1,40,109,0.0,0.0,0,0.013333333333333334,mse,0.83,1.0,1.0,,,0.08,0.09
2292,type1_1,40,109,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2293,type1_1,40,109,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.09
2294,type1_1,40,109,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2295,type1_1,40,109,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2296,type1_2,40,109,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2297,type1_2,40,109,0.0,1.0,0,0.0,mse,,,,0.09,0.0,0.0,
2298,type1_2,40,109,0.0,2.0,0,0.0,mse,,,,0.17,0.0,0.0,
2299,type1_2,40,109,0.0,3.0,0,0.0,mse,,,,0.17,0.0,0.0,
2300,type1_2,40,109,0.0,4.0,0,0.0,mse,,,,0.25,0.0,0.0,
2301,type1_2,40,109,0.0,5.0,0,0.0,mse,,,,0.41,0.0,0.0,
2302,type1_2,40,109,0.0,6.0,0,0.0,mse,,,,0.41,0.0,0.0,
2303,power,40,109,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.09
2304,power,40,109,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.32
2305,power,40,109,0.16666666666666666,0.0,0,0.0,mse,,,,,0.19,0.09,0.58
2306,power,40,109,0.25,0.0,0,0.0,mse,,,,,0.44,0.17,0.98
2307,power,40,109,0.3333333333333333,0.0,0,0.0,mse,,,,,0.68,0.26,1.0
2308,power,40,109,0.41666666666666663,0.0,0,0.0,mse,,,,,0.76,0.51,1.0
2309,power,40,109,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2310,type1_1,40,110,0.0,0.0,0,0.0,mse,0.0,0.32,0.08,,,0.08,0.0
2311,type1_1,40,110,0.0,0.0,0,0.006666666666666667,mse,0.81,0.84,0.83,,,0.08,0.09
2312,type1_1,40,110,0.0,0.0,0,0.013333333333333334,mse,0.91,1.0,1.0,,,0.08,0.09
2313,type1_1,40,110,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2314,type1_1,40,110,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2315,type1_1,40,110,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.17
2316,type1_1,40,110,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.17
2317,type1_2,40,110,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.0,
2318,type1_2,40,110,0.0,1.0,0,0.0,mse,,,,0.0,0.08,0.0,
2319,type1_2,40,110,0.0,2.0,0,0.0,mse,,,,0.0,0.08,0.0,
2320,type1_2,40,110,0.0,3.0,0,0.0,mse,,,,0.24,0.08,0.0,
2321,type1_2,40,110,0.0,4.0,0,0.0,mse,,,,0.32,0.08,0.0,
2322,type1_2,40,110,0.0,5.0,0,0.0,mse,,,,0.4,0.08,0.0,
2323,type1_2,40,110,0.0,6.0,0,0.0,mse,,,,0.48,0.08,0.0,
2324,power,40,110,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
2325,power,40,110,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.08,0.24
2326,power,40,110,0.16666666666666666,0.0,0,0.0,mse,,,,,0.17,0.09,0.65
2327,power,40,110,0.25,0.0,0,0.0,mse,,,,,0.42,0.17,0.98
2328,power,40,110,0.3333333333333333,0.0,0,0.0,mse,,,,,0.59,0.34,1.0
2329,power,40,110,0.41666666666666663,0.0,0,0.0,mse,,,,,0.75,0.51,1.0
2330,power,40,110,0.5,0.0,0,0.0,mse,,,,,0.92,0.68,1.0
2331,type1_1,40,111,0.0,0.0,0,0.0,mse,0.08,0.08,0.08,,,0.0,0.0
2332,type1_1,40,111,0.0,0.0,0,0.006666666666666667,mse,0.25,0.51,0.43,,,0.08,0.09
2333,type1_1,40,111,0.0,0.0,0,0.013333333333333334,mse,0.51,0.92,0.83,,,0.08,0.09
2334,type1_1,40,111,0.0,0.0,0,0.02,mse,0.91,1.0,0.91,,,0.08,0.09
2335,type1_1,40,111,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,0.91,,,0.08,0.09
2336,type1_1,40,111,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.92,,,0.0,0.09
2337,type1_1,40,111,0.0,0.0,0,0.04,mse,1.0,1.0,0.92,,,0.0,0.09
2338,type1_2,40,111,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.0,
2339,type1_2,40,111,0.0,1.0,0,0.0,mse,,,,0.01,0.08,0.0,
2340,type1_2,40,111,0.0,2.0,0,0.0,mse,,,,0.09,0.08,0.0,
2341,type1_2,40,111,0.0,3.0,0,0.0,mse,,,,0.26,0.08,0.0,
2342,type1_2,40,111,0.0,4.0,0,0.0,mse,,,,0.26,0.08,0.0,
2343,type1_2,40,111,0.0,5.0,0,0.0,mse,,,,0.34,0.08,0.0,
2344,type1_2,40,111,0.0,6.0,0,0.0,mse,,,,0.34,0.08,0.0,
2345,power,40,111,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.08
2346,power,40,111,0.08333333333333333,0.0,0,0.0,mse,,,,,0.0,0.08,0.16
2347,power,40,111,0.16666666666666666,0.0,0,0.0,mse,,,,,0.33,0.17,0.73
2348,power,40,111,0.25,0.0,0,0.0,mse,,,,,0.59,0.17,0.99
2349,power,40,111,0.3333333333333333,0.0,0,0.0,mse,,,,,0.83,0.34,1.0
2350,power,40,111,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.51,1.0
2351,power,40,111,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2352,type1_1,40,112,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.16,0.0
2353,type1_1,40,112,0.0,0.0,0,0.006666666666666667,mse,0.43,0.92,0.92,,,0.08,0.09
2354,type1_1,40,112,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,1.0,,,0.08,0.09
2355,type1_1,40,112,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.08,0.09
2356,type1_1,40,112,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.08,0.09
2357,type1_1,40,112,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.09
2358,type1_1,40,112,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.09
2359,type1_2,40,112,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
2360,type1_2,40,112,0.0,1.0,0,0.0,mse,,,,0.09,0.0,0.0,
2361,type1_2,40,112,0.0,2.0,0,0.0,mse,,,,0.09,0.0,0.0,
2362,type1_2,40,112,0.0,3.0,0,0.0,mse,,,,0.18,0.0,0.0,
2363,type1_2,40,112,0.0,4.0,0,0.0,mse,,,,0.18,0.0,0.0,
2364,type1_2,40,112,0.0,5.0,0,0.0,mse,,,,0.18,0.0,0.0,
2365,type1_2,40,112,0.0,6.0,0,0.0,mse,,,,0.26,0.0,0.0,
2366,power,40,112,0.0,0.0,0,0.0,mse,,,,,0.0,0.08,0.0
2367,power,40,112,0.08333333333333333,0.0,0,0.0,mse,,,,,0.01,0.08,0.32
2368,power,40,112,0.16666666666666666,0.0,0,0.0,mse,,,,,0.09,0.09,0.75
2369,power,40,112,0.25,0.0,0,0.0,mse,,,,,0.51,0.17,0.99
2370,power,40,112,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.26,1.0
2371,power,40,112,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.51,1.0
2372,power,40,112,0.5,0.0,0,0.0,mse,,,,,1.0,0.68,1.0
2373,type1_1,40,113,0.0,0.0,0,0.0,mse,0.01,0.0,0.01,,,0.08,0.0
