,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
282,type1_2,10,13,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.0,
283,type1_2,10,13,0.0,3.0,0,0.0,mse,,,,0.4,0.0,0.1,
284,type1_2,10,13,0.0,4.0,0,0.0,mse,,,,0.5,0.0,0.1,
285,type1_2,10,13,0.0,5.0,0,0.0,mse,,,,0.5,0.0,0.1,
286,type1_2,10,13,0.0,6.0,0,0.0,mse,,,,0.5,0.0,0.1,
287,power,10,13,0.0,0.0,0,0.0,mse,,,,,0.1,0.0375,0.1
288,power,10,13,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2375,0.0625,0.1
289,power,10,13,0.16666666666666666,0.0,0,0.0,mse,,,,,0.5,0.3,0.4
290,power,10,13,0.25,0.0,0,0.0,mse,,,,,0.7,0.4,0.7
291,power,10,13,0.3333333333333333,0.0,0,0.0,mse,,,,,0.9,0.5,0.8
292,power,10,13,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.7,0.9
293,power,10,13,0.5,0.0,0,0.0,mse,,,,,0.9,1.0,0.9
294,type1_1,10,14,0.0,0.0,0,0.0,mse,0.1,0.1375,0.1,,,0.0,0.0
295,type1_1,10,14,0.0,0.0,0,0.006666666666666667,mse,0.2625,0.4625,0.2625,,,0.0,0.0375
296,type1_1,10,14,0.0,0.0,0,0.013333333333333334,mse,0.5625,0.7,0.8,,,0.0,0.0375
297,type1_1,10,14,0.0,0.0,0,0.02,mse,0.6625,0.9,1.0,,,0.0,0.0375
298,type1_1,10,14,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.0375
299,type1_1,10,14,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0375
300,type1_1,10,14,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0375
301,type1_2,10,14,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
302,type1_2,10,14,0.0,1.0,0,0.0,mse,,,,0.2,0.0,0.0,
303,type1_2,10,14,0.0,2.0,0,0.0,mse,,,,0.3,0.0,0.0,
304,type1_2,10,14,0.0,3.0,0,0.0,mse,,,,0.3,0.0,0.0,
305,type1_2,10,14,0.0,4.0,0,0.0,mse,,,,0.3,0.0,0.0,
306,type1_2,10,14,0.0,5.0,0,0.0,mse,,,,0.4,0.0,0.0,
307,type1_2,10,14,0.0,6.0,0,0.0,mse,,,,0.4,0.0,0.0,
308,power,10,14,0.0,0.0,0,0.0,mse,,,,,0.2,0.025,0.025
309,power,10,14,0.08333333333333333,0.0,0,0.0,mse,,,,,0.175,0.0625,0.3
310,power,10,14,0.16666666666666666,0.0,0,0.0,mse,,,,,0.3,0.4,0.5
311,power,10,14,0.25,0.0,0,0.0,mse,,,,,0.7,0.4,0.6
312,power,10,14,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.5,0.9
313,power,10,14,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.7,0.9
314,power,10,14,0.5,0.0,0,0.0,mse,,,,,1.0,1.0,1.0
315,type1_1,10,15,0.0,0.0,0,0.0,mse,0.1,0.0,0.1,,,0.0,0.1
316,type1_1,10,15,0.0,0.0,0,0.006666666666666667,mse,0.1,0.0,0.0,,,0.0,0.1
317,type1_1,10,15,0.0,0.0,0,0.013333333333333334,mse,0.0,0.0,0.0,,,0.0,0.1
318,type1_1,10,15,0.0,0.0,0,0.02,mse,0.0,0.025,0.0,,,0.0,0.0
319,type1_1,10,15,0.0,0.0,0,0.02666666666666667,mse,0.0,0.0625,0.025,,,0.0,0.0
320,type1_1,10,15,0.0,0.0,0,0.03333333333333333,mse,0.0,0.1625,0.1625,,,0.0,0.0
321,type1_1,10,15,0.0,0.0,0,0.04,mse,0.0,0.1625,0.1625,,,0.0,0.0
322,type1_2,10,15,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
323,type1_2,10,15,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
324,type1_2,10,15,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.0,
325,type1_2,10,15,0.0,3.0,0,0.0,mse,,,,0.4,0.0,0.0,
326,type1_2,10,15,0.0,4.0,0,0.0,mse,,,,0.4,0.0,0.0,
327,type1_2,10,15,0.0,5.0,0,0.0,mse,,,,0.4,0.0,0.0,
328,type1_2,10,15,0.0,6.0,0,0.0,mse,,,,0.4,0.0,0.0,
329,power,10,15,0.0,0.0,0,0.0,mse,,,,,0.0,0.025,0.025
330,power,10,15,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1625,0.1625,0.2
331,power,10,15,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4,0.4,0.5
332,power,10,15,0.25,0.0,0,0.0,mse,,,,,0.6,0.4,0.6
333,power,10,15,0.3333333333333333,0.0,0,0.0,mse,,,,,0.9,0.5,0.8
334,power,10,15,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.7,0.9
335,power,10,15,0.5,0.0,0,0.0,mse,,,,,1.0,1.0,1.0
336,type1_1,10,16,0.0,0.0,0,0.0,mse,0.1,0.125,0.1,,,0.0,0.0
337,type1_1,10,16,0.0,0.0,0,0.006666666666666667,mse,0.225,0.325,0.425,,,0.0,0.025
338,type1_1,10,16,0.0,0.0,0,0.013333333333333334,mse,0.4625,0.6,0.6,,,0.0,0.0625
339,type1_1,10,16,0.0,0.0,0,0.02,mse,0.5625,0.7,0.8,,,0.0,0.0625
340,type1_1,10,16,0.0,0.0,0,0.02666666666666667,mse,0.7,1.0,1.0,,,0.0,0.0625
341,type1_1,10,16,0.0,0.0,0,0.03333333333333333,mse,0.8,1.0,1.0,,,0.0,0.0625
342,type1_1,10,16,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0625
343,type1_2,10,16,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
344,type1_2,10,16,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
345,type1_2,10,16,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.0,
346,type1_2,10,16,0.0,3.0,0,0.0,mse,,,,0.6,0.0,0.1,
347,type1_2,10,16,0.0,4.0,0,0.0,mse,,,,0.6,0.0,0.1,
348,type1_2,10,16,0.0,5.0,0,0.0,mse,,,,0.6,0.0,0.1,
349,type1_2,10,16,0.0,6.0,0,0.0,mse,,,,0.6,0.0,0.1,
350,power,10,16,0.0,0.0,0,0.0,mse,,,,,0.1,0.025,0.1
351,power,10,16,0.08333333333333333,0.0,0,0.0,mse,,,,,0.125,0.1625,0.3
352,power,10,16,0.16666666666666666,0.0,0,0.0,mse,,,,,0.6,0.4,0.5
353,power,10,16,0.25,0.0,0,0.0,mse,,,,,0.9,0.4,0.6
354,power,10,16,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.5,0.9
355,power,10,16,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.7,0.9
356,power,10,16,0.5,0.0,0,0.0,mse,,,,,1.0,1.0,1.0
357,type1_1,10,17,0.0,0.0,0,0.0,mse,0.1,0.0,0.0,,,0.0,0.2
358,type1_1,10,17,0.0,0.0,0,0.006666666666666667,mse,0.0,0.0,0.0,,,0.0,0.1
359,type1_1,10,17,0.0,0.0,0,0.013333333333333334,mse,0.0,0.1,0.0,,,0.0,0.0
360,type1_1,10,17,0.0,0.0,0,0.02,mse,0.0,0.1375,0.0,,,0.0,0.0
361,type1_1,10,17,0.0,0.0,0,0.02666666666666667,mse,0.1,0.2625,0.1,,,0.0,0.1
362,type1_1,10,17,0.0,0.0,0,0.03333333333333333,mse,0.1,0.3625,0.2375,,,0.0,0.1
363,type1_1,10,17,0.0,0.0,0,0.04,mse,0.1625,0.6,0.4,,,0.0,0.1
364,type1_2,10,17,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
365,type1_2,10,17,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
366,type1_2,10,17,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.0,
367,type1_2,10,17,0.0,3.0,0,0.0,mse,,,,0.5,0.0,0.1,
368,type1_2,10,17,0.0,4.0,0,0.0,mse,,,,0.5,0.0,0.1,
369,type1_2,10,17,0.0,5.0,0,0.0,mse,,,,0.5,0.0,0.1,
370,type1_2,10,17,0.0,6.0,0,0.0,mse,,,,0.5,0.0,0.1,
371,power,10,17,0.0,0.0,0,0.0,mse,,,,,0.1375,0.0,0.0375
372,power,10,17,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1375,0.2,0.3
373,power,10,17,0.16666666666666666,0.0,0,0.0,mse,,,,,0.275,0.4,0.5
374,power,10,17,0.25,0.0,0,0.0,mse,,,,,0.7,0.4,0.7
375,power,10,17,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.5,0.8
376,power,10,17,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.7,0.9
377,power,10,17,0.5,0.0,0,0.0,mse,,,,,1.0,1.0,1.0
378,type1_1,10,18,0.0,0.0,0,0.0,mse,0.1,0.1625,0.0,,,0.0,0.1
379,type1_1,10,18,0.0,0.0,0,0.006666666666666667,mse,0.1,0.1625,0.1375,,,0.0,0.1
380,type1_1,10,18,0.0,0.0,0,0.013333333333333334,mse,0.1375,0.2625,0.2375,,,0.0,0.0375
381,type1_1,10,18,0.0,0.0,0,0.02,mse,0.1375,0.2625,0.2625,,,0.0,0.0375
382,type1_1,10,18,0.0,0.0,0,0.02666666666666667,mse,0.2375,0.3625,0.3625,,,0.0,0.0375
383,type1_1,10,18,0.0,0.0,0,0.03333333333333333,mse,0.2625,0.4625,0.4625,,,0.0,0.0375
384,type1_1,10,18,0.0,0.0,0,0.04,mse,0.4625,0.5625,0.5625,,,0.0,0.0375
385,type1_2,10,18,0.0,0.0,0,0.0,mse,,,,0.0,0.1,0.0,
386,type1_2,10,18,0.0,1.0,0,0.0,mse,,,,0.1,0.1,0.0,
387,type1_2,10,18,0.0,2.0,0,0.0,mse,,,,0.2375,0.1,0.0,
388,type1_2,10,18,0.0,3.0,0,0.0,mse,,,,0.5375,0.1,0.0,
389,type1_2,10,18,0.0,4.0,0,0.0,mse,,,,0.5375,0.1,0.0,
390,type1_2,10,18,0.0,5.0,0,0.0,mse,,,,0.5375,0.1,0.0,
391,type1_2,10,18,0.0,6.0,0,0.0,mse,,,,0.5375,0.1,0.0,
392,power,10,18,0.0,0.0,0,0.0,mse,,,,,0.0,0.025,0.0
393,power,10,18,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3,0.1,0.4
394,power,10,18,0.16666666666666666,0.0,0,0.0,mse,,,,,0.5,0.4,0.5
395,power,10,18,0.25,0.0,0,0.0,mse,,,,,0.8,0.4,0.6
396,power,10,18,0.3333333333333333,0.0,0,0.0,mse,,,,,0.9,0.5,0.8
397,power,10,18,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.7,0.9
398,power,10,18,0.5,0.0,0,0.0,mse,,,,,1.0,1.0,1.0
399,type1_1,10,19,0.0,0.0,0,0.0,mse,0.0,0.1,0.1,,,0.0,0.0
400,type1_1,10,19,0.0,0.0,0,0.006666666666666667,mse,0.1,0.1,0.1,,,0.0,0.2
401,type1_1,10,19,0.0,0.0,0,0.013333333333333334,mse,0.1,0.325,0.3625,,,0.0,0.1
402,type1_1,10,19,0.0,0.0,0,0.02,mse,0.225,0.625,0.6625,,,0.0,0.1
403,type1_1,10,19,0.0,0.0,0,0.02666666666666667,mse,0.3625,0.7625,0.9,,,0.0,0.1
404,type1_1,10,19,0.0,0.0,0,0.03333333333333333,mse,0.6625,0.9,0.9,,,0.0,0.1375
405,type1_1,10,19,0.0,0.0,0,0.04,mse,0.8,0.9,1.0,,,0.0,0.1375
406,type1_2,10,19,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
407,type1_2,10,19,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
408,type1_2,10,19,0.0,2.0,0,0.0,mse,,,,0.1375,0.0,0.0,
409,type1_2,10,19,0.0,3.0,0,0.0,mse,,,,0.5375,0.0,0.1,
410,type1_2,10,19,0.0,4.0,0,0.0,mse,,,,0.5375,0.0,0.1,
411,type1_2,10,19,0.0,5.0,0,0.0,mse,,,,0.5375,0.0,0.1,
412,type1_2,10,19,0.0,6.0,0,0.0,mse,,,,0.5375,0.0,0.1,
413,power,10,19,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
414,power,10,19,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1375,0.2,0.2
415,power,10,19,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4,0.4,0.5
416,power,10,19,0.25,0.0,0,0.0,mse,,,,,0.7,0.4,0.5
417,power,10,19,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.5,0.8
418,power,10,19,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.7,0.9
419,power,10,19,0.5,0.0,0,0.0,mse,,,,,1.0,1.0,1.0
420,type1_1,20,20,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.0375
421,type1_1,20,20,0.0,0.0,0,0.006666666666666667,mse,0.2375,0.3375,0.1,,,0.0,0.0
422,type1_1,20,20,0.0,0.0,0,0.013333333333333334,mse,0.2375,0.5625,0.6375,,,0.0,0.0
423,type1_1,20,20,0.0,0.0,0,0.02,mse,0.6375,0.9,0.875,,,0.0,0.0
424,type1_1,20,20,0.0,0.0,0,0.02666666666666667,mse,0.6375,1.0,0.9,,,0.0,0.0375
425,type1_1,20,20,0.0,0.0,0,0.03333333333333333,mse,0.9625,1.0,1.0,,,0.0,0.0375
426,type1_1,20,20,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.1
427,type1_2,20,20,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
428,type1_2,20,20,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.1,
429,type1_2,20,20,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
430,type1_2,20,20,0.0,3.0,0,0.0,mse,,,,0.1,0.0,0.0,
431,type1_2,20,20,0.0,4.0,0,0.0,mse,,,,0.1375,0.0,0.0,
432,type1_2,20,20,0.0,5.0,0,0.0,mse,,,,0.1375,0.0,0.0,
433,type1_2,20,20,0.0,6.0,0,0.0,mse,,,,0.1375,0.0,0.0,
434,power,20,20,0.0,0.0,0,0.0,mse,,,,,0.1,0.0,0.0
435,power,20,20,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3,0.1375,0.1375
436,power,20,20,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.375,0.4375
437,power,20,20,0.25,0.0,0,0.0,mse,,,,,0.475,0.475,0.775
438,power,20,20,0.3333333333333333,0.0,0,0.0,mse,,,,,0.875,0.575,1.0
439,power,20,20,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
440,power,20,20,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
441,type1_1,20,21,0.0,0.0,0,0.0,mse,0.0,0.2,0.0,,,0.0375,0.0
442,type1_1,20,21,0.0,0.0,0,0.006666666666666667,mse,0.2,0.3,0.2,,,0.0,0.0
443,type1_1,20,21,0.0,0.0,0,0.013333333333333334,mse,0.4,0.7625,0.7625,,,0.0,0.0
444,type1_1,20,21,0.0,0.0,0,0.02,mse,0.8625,0.9625,1.0,,,0.0,0.0
445,type1_1,20,21,0.0,0.0,0,0.02666666666666667,mse,0.8625,1.0,1.0,,,0.0,0.0
446,type1_1,20,21,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
447,type1_1,20,21,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
448,type1_2,20,21,0.0,0.0,0,0.0,mse,,,,0.0,0.1,0.0,
449,type1_2,20,21,0.0,1.0,0,0.0,mse,,,,0.0,0.1,0.0,
450,type1_2,20,21,0.0,2.0,0,0.0,mse,,,,0.0,0.1,0.0,
451,type1_2,20,21,0.0,3.0,0,0.0,mse,,,,0.1,0.1,0.0,
452,type1_2,20,21,0.0,4.0,0,0.0,mse,,,,0.1,0.1,0.0,
453,type1_2,20,21,0.0,5.0,0,0.0,mse,,,,0.2,0.1,0.0,
454,type1_2,20,21,0.0,6.0,0,0.0,mse,,,,0.2,0.1,0.0,
455,power,20,21,0.0,0.0,0,0.0,mse,,,,,0.1375,0.0,0.0
456,power,20,21,0.08333333333333333,0.0,0,0.0,mse,,,,,0.4375,0.1375,0.0
457,power,20,21,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.375,0.175
458,power,20,21,0.25,0.0,0,0.0,mse,,,,,0.775,0.475,0.475
459,power,20,21,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.575,0.7
460,power,20,21,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
461,power,20,21,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
462,type1_1,20,22,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.0
463,type1_1,20,22,0.0,0.0,0,0.006666666666666667,mse,0.2,0.2,0.3,,,0.0,0.0
464,type1_1,20,22,0.0,0.0,0,0.013333333333333334,mse,0.4,0.8,0.8,,,0.0,0.0
465,type1_1,20,22,0.0,0.0,0,0.02,mse,0.7,1.0,1.0,,,0.0,0.1
466,type1_1,20,22,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,1.0,,,0.0,0.1
467,type1_1,20,22,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.1
468,type1_1,20,22,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
469,type1_2,20,22,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
470,type1_2,20,22,0.0,1.0,0,0.0,mse,,,,0.2,0.0,0.1,
471,type1_2,20,22,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.1,
472,type1_2,20,22,0.0,3.0,0,0.0,mse,,,,0.2,0.0,0.1,
473,type1_2,20,22,0.0,4.0,0,0.0,mse,,,,0.2375,0.0,0.1,
474,type1_2,20,22,0.0,5.0,0,0.0,mse,,,,0.3375,0.0,0.0,
475,type1_2,20,22,0.0,6.0,0,0.0,mse,,,,0.3375,0.0,0.0,
476,power,20,22,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.1
477,power,20,22,0.08333333333333333,0.0,0,0.0,mse,,,,,0.4375,0.1375,0.0
478,power,20,22,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.475,0.4375
479,power,20,22,0.25,0.0,0,0.0,mse,,,,,0.6,0.475,0.7
480,power,20,22,0.3333333333333333,0.0,0,0.0,mse,,,,,0.7,0.575,0.9
481,power,20,22,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.775,1.0
482,power,20,22,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
483,type1_1,20,23,0.0,0.0,0,0.0,mse,0.0,0.1,0.0,,,0.0375,0.0
484,type1_1,20,23,0.0,0.0,0,0.006666666666666667,mse,0.3,0.2,0.5,,,0.0,0.0
485,type1_1,20,23,0.0,0.0,0,0.013333333333333334,mse,0.6375,0.9,1.0,,,0.0,0.0
486,type1_1,20,23,0.0,0.0,0,0.02,mse,0.8375,1.0,1.0,,,0.0,0.0
487,type1_1,20,23,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.0
488,type1_1,20,23,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
489,type1_1,20,23,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
490,type1_2,20,23,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
491,type1_2,20,23,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.1,
492,type1_2,20,23,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
493,type1_2,20,23,0.0,3.0,0,0.0,mse,,,,0.2,0.0,0.0,
494,type1_2,20,23,0.0,4.0,0,0.0,mse,,,,0.2375,0.0,0.0,
495,type1_2,20,23,0.0,5.0,0,0.0,mse,,,,0.2375,0.0,0.0,
496,type1_2,20,23,0.0,6.0,0,0.0,mse,,,,0.2375,0.0,0.0,
497,power,20,23,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.0
498,power,20,23,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3375,0.1375,0.0375
499,power,20,23,0.16666666666666666,0.0,0,0.0,mse,,,,,0.475,0.475,0.4
500,power,20,23,0.25,0.0,0,0.0,mse,,,,,0.475,0.475,0.9
501,power,20,23,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.575,0.9
502,power,20,23,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
503,power,20,23,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
504,type1_1,20,24,0.0,0.0,0,0.0,mse,0.1375,0.0,0.1375,,,0.0375,0.1375
505,type1_1,20,24,0.0,0.0,0,0.006666666666666667,mse,0.0,0.5,0.7,,,0.0,0.0
506,type1_1,20,24,0.0,0.0,0,0.013333333333333334,mse,0.7,0.7625,0.7625,,,0.0,0.0
507,type1_1,20,24,0.0,0.0,0,0.02,mse,0.7625,1.0,1.0,,,0.0,0.0
508,type1_1,20,24,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,1.0,,,0.0,0.0
509,type1_1,20,24,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
510,type1_1,20,24,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
511,type1_2,20,24,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
512,type1_2,20,24,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
513,type1_2,20,24,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
514,type1_2,20,24,0.0,3.0,0,0.0,mse,,,,0.0,0.0,0.0,
515,type1_2,20,24,0.0,4.0,0,0.0,mse,,,,0.0375,0.0,0.0,
516,type1_2,20,24,0.0,5.0,0,0.0,mse,,,,0.0375,0.0,0.0,
517,type1_2,20,24,0.0,6.0,0,0.0,mse,,,,0.0375,0.0,0.0,
518,power,20,24,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
519,power,20,24,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2375,0.1375,0.3
520,power,20,24,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.475,0.7375
521,power,20,24,0.25,0.0,0,0.0,mse,,,,,0.675,0.475,0.8
522,power,20,24,0.3333333333333333,0.0,0,0.0,mse,,,,,0.9,0.675,1.0
523,power,20,24,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
524,power,20,24,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
525,type1_1,20,25,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0375,0.1
526,type1_1,20,25,0.0,0.0,0,0.006666666666666667,mse,0.125,0.2625,0.325,,,0.0,0.0
527,type1_1,20,25,0.0,0.0,0,0.013333333333333334,mse,0.325,1.0,0.7625,,,0.0,0.0
528,type1_1,20,25,0.0,0.0,0,0.02,mse,0.9,1.0,0.9,,,0.0,0.0
529,type1_1,20,25,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,0.9,,,0.0,0.0
530,type1_1,20,25,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
531,type1_1,20,25,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
532,type1_2,20,25,0.0,0.0,0,0.0,mse,,,,0.0,0.1,0.0,
533,type1_2,20,25,0.0,1.0,0,0.0,mse,,,,0.1,0.1,0.0,
534,type1_2,20,25,0.0,2.0,0,0.0,mse,,,,0.2,0.1,0.0,
535,type1_2,20,25,0.0,3.0,0,0.0,mse,,,,0.3,0.1,0.1,
536,type1_2,20,25,0.0,4.0,0,0.0,mse,,,,0.3,0.1,0.1,
537,type1_2,20,25,0.0,5.0,0,0.0,mse,,,,0.3,0.1,0.1,
538,type1_2,20,25,0.0,6.0,0,0.0,mse,,,,0.325,0.1,0.1,
539,power,20,25,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.0
540,power,20,25,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1375,0.2375
541,power,20,25,0.16666666666666666,0.0,0,0.0,mse,,,,,0.5,0.475,0.8
542,power,20,25,0.25,0.0,0,0.0,mse,,,,,0.675,0.475,1.0
543,power,20,25,0.3333333333333333,0.0,0,0.0,mse,,,,,0.975,0.675,1.0
544,power,20,25,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
545,power,20,25,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
546,type1_1,20,26,0.0,0.0,0,0.0,mse,0.0,0.1,0.0,,,0.0,0.0
547,type1_1,20,26,0.0,0.0,0,0.006666666666666667,mse,0.4375,0.7,0.5375,,,0.0,0.0
548,type1_1,20,26,0.0,0.0,0,0.013333333333333334,mse,0.8,0.9,0.9625,,,0.0,0.0
549,type1_1,20,26,0.0,0.0,0,0.02,mse,1.0,1.0,0.9625,,,0.0,0.0
550,type1_1,20,26,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,0.9625,,,0.0,0.0
551,type1_1,20,26,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.9625,,,0.0,0.0
552,type1_1,20,26,0.0,0.0,0,0.04,mse,1.0,1.0,0.9625,,,0.0,0.0
553,type1_2,20,26,0.0,0.0,0,0.0,mse,,,,0.0,0.1,0.0,
554,type1_2,20,26,0.0,1.0,0,0.0,mse,,,,0.1,0.1,0.1,
555,type1_2,20,26,0.0,2.0,0,0.0,mse,,,,0.2,0.1,0.1,
556,type1_2,20,26,0.0,3.0,0,0.0,mse,,,,0.2,0.1,0.1,
557,type1_2,20,26,0.0,4.0,0,0.0,mse,,,,0.3,0.1,0.0,
558,type1_2,20,26,0.0,5.0,0,0.0,mse,,,,0.325,0.1,0.0,
559,type1_2,20,26,0.0,6.0,0,0.0,mse,,,,0.425,0.1,0.0,
560,power,20,26,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.1
561,power,20,26,0.08333333333333333,0.0,0,0.0,mse,,,,,0.4,0.1375,0.2
562,power,20,26,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4,0.375,0.6375
563,power,20,26,0.25,0.0,0,0.0,mse,,,,,0.4375,0.475,0.9
564,power,20,26,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6625,0.575,1.0
565,power,20,26,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
566,power,20,26,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
567,type1_1,20,27,0.0,0.0,0,0.0,mse,0.1,0.1,0.1,,,0.0375,0.0
568,type1_1,20,27,0.0,0.0,0,0.006666666666666667,mse,0.3,0.3,0.3,,,0.0,0.0
569,type1_1,20,27,0.0,0.0,0,0.013333333333333334,mse,0.3,0.4,0.4,,,0.0,0.0
570,type1_1,20,27,0.0,0.0,0,0.02,mse,0.3375,0.675,0.575,,,0.0,0.0
571,type1_1,20,27,0.0,0.0,0,0.02666666666666667,mse,0.575,0.875,0.9,,,0.0,0.0
572,type1_1,20,27,0.0,0.0,0,0.03333333333333333,mse,0.575,1.0,0.9,,,0.0,0.0
573,type1_1,20,27,0.0,0.0,0,0.04,mse,0.775,1.0,0.9,,,0.0,0.0
574,type1_2,20,27,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
575,type1_2,20,27,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.0,
