,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
576,type1_2,20,27,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.1,
577,type1_2,20,27,0.0,3.0,0,0.0,mse,,,,0.2,0.0,0.1,
578,type1_2,20,27,0.0,4.0,0,0.0,mse,,,,0.3375,0.0,0.1,
579,type1_2,20,27,0.0,5.0,0,0.0,mse,,,,0.4625,0.0,0.1,
580,type1_2,20,27,0.0,6.0,0,0.0,mse,,,,0.5625,0.0,0.1,
581,power,20,27,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
582,power,20,27,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1375,0.1375,0.0
583,power,20,27,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.475,0.3625
584,power,20,27,0.25,0.0,0,0.0,mse,,,,,0.675,0.575,0.7
585,power,20,27,0.3333333333333333,0.0,0,0.0,mse,,,,,0.875,0.675,0.8
586,power,20,27,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
587,power,20,27,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
588,type1_1,20,28,0.0,0.0,0,0.0,mse,0.1,0.1,0.1,,,0.0375,0.0
589,type1_1,20,28,0.0,0.0,0,0.006666666666666667,mse,0.2,0.3,0.3375,,,0.0,0.1
590,type1_1,20,28,0.0,0.0,0,0.013333333333333334,mse,0.375,0.7,0.7,,,0.0,0.1
591,type1_1,20,28,0.0,0.0,0,0.02,mse,0.7,1.0,1.0,,,0.0,0.1
592,type1_1,20,28,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,1.0,,,0.0,0.1
593,type1_1,20,28,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.1
594,type1_1,20,28,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.1
595,type1_2,20,28,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
596,type1_2,20,28,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.0,
597,type1_2,20,28,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.1,
598,type1_2,20,28,0.0,3.0,0,0.0,mse,,,,0.1,0.0,0.0,
599,type1_2,20,28,0.0,4.0,0,0.0,mse,,,,0.2,0.0,0.0,
600,type1_2,20,28,0.0,5.0,0,0.0,mse,,,,0.3,0.0,0.0,
601,type1_2,20,28,0.0,6.0,0,0.0,mse,,,,0.3,0.0,0.0,
602,power,20,28,0.0,0.0,0,0.0,mse,,,,,0.0375,0.0,0.0
603,power,20,28,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2375,0.1375,0.2375
604,power,20,28,0.16666666666666666,0.0,0,0.0,mse,,,,,0.3375,0.375,0.4375
605,power,20,28,0.25,0.0,0,0.0,mse,,,,,0.6375,0.475,0.6
606,power,20,28,0.3333333333333333,0.0,0,0.0,mse,,,,,0.975,0.675,1.0
607,power,20,28,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
608,power,20,28,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
609,type1_1,20,29,0.0,0.0,0,0.0,mse,0.025,0.0,0.025,,,0.0375,0.0
610,type1_1,20,29,0.0,0.0,0,0.006666666666666667,mse,0.1,0.4,0.2,,,0.0,0.0
611,type1_1,20,29,0.0,0.0,0,0.013333333333333334,mse,0.5375,0.975,0.875,,,0.0,0.0
612,type1_1,20,29,0.0,0.0,0,0.02,mse,0.875,1.0,1.0,,,0.0,0.1
613,type1_1,20,29,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.1
614,type1_1,20,29,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.1
615,type1_1,20,29,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.1
616,type1_2,20,29,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
617,type1_2,20,29,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.1,
618,type1_2,20,29,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.1,
619,type1_2,20,29,0.0,3.0,0,0.0,mse,,,,0.3,0.0,0.1,
620,type1_2,20,29,0.0,4.0,0,0.0,mse,,,,0.375,0.0,0.1,
621,type1_2,20,29,0.0,5.0,0,0.0,mse,,,,0.375,0.0,0.1,
622,type1_2,20,29,0.0,6.0,0,0.0,mse,,,,0.375,0.0,0.1,
623,power,20,29,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
624,power,20,29,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3375,0.1375,0.275
625,power,20,29,0.16666666666666666,0.0,0,0.0,mse,,,,,0.475,0.375,0.4
626,power,20,29,0.25,0.0,0,0.0,mse,,,,,0.675,0.475,0.6
627,power,20,29,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.575,1.0
628,power,20,29,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
629,power,20,29,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
630,type1_1,20,30,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0375,0.0
631,type1_1,20,30,0.0,0.0,0,0.006666666666666667,mse,0.2,0.3375,0.3,,,0.0,0.0
632,type1_1,20,30,0.0,0.0,0,0.013333333333333334,mse,0.4,0.5375,0.575,,,0.0,0.0
633,type1_1,20,30,0.0,0.0,0,0.02,mse,0.475,0.8,0.775,,,0.0,0.0
634,type1_1,20,30,0.0,0.0,0,0.02666666666666667,mse,0.675,1.0,0.8,,,0.0,0.0
635,type1_1,20,30,0.0,0.0,0,0.03333333333333333,mse,0.775,1.0,0.9,,,0.0,0.0
636,type1_1,20,30,0.0,0.0,0,0.04,mse,0.8,1.0,0.9,,,0.0,0.0
637,type1_2,20,30,0.0,0.0,0,0.0,mse,,,,0.0,0.1,0.0,
638,type1_2,20,30,0.0,1.0,0,0.0,mse,,,,0.1,0.1,0.2,
639,type1_2,20,30,0.0,2.0,0,0.0,mse,,,,0.3,0.1,0.1,
640,type1_2,20,30,0.0,3.0,0,0.0,mse,,,,0.4,0.1,0.2,
641,type1_2,20,30,0.0,4.0,0,0.0,mse,,,,0.4375,0.1,0.2,
642,type1_2,20,30,0.0,5.0,0,0.0,mse,,,,0.5375,0.1,0.2,
643,type1_2,20,30,0.0,6.0,0,0.0,mse,,,,0.6375,0.1,0.1,
644,power,20,30,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.1
645,power,20,30,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1375,0.175
646,power,20,30,0.16666666666666666,0.0,0,0.0,mse,,,,,0.5375,0.375,0.4
647,power,20,30,0.25,0.0,0,0.0,mse,,,,,0.775,0.475,0.7
648,power,20,30,0.3333333333333333,0.0,0,0.0,mse,,,,,0.9,0.575,0.8
649,power,20,30,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,0.9
650,power,20,30,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
651,type1_1,20,31,0.0,0.0,0,0.0,mse,0.0,0.0375,0.0375,,,0.0375,0.0
652,type1_1,20,31,0.0,0.0,0,0.006666666666666667,mse,0.0375,0.0375,0.0375,,,0.0,0.0375
653,type1_1,20,31,0.0,0.0,0,0.013333333333333334,mse,0.175,0.4375,0.575,,,0.0,0.0375
654,type1_1,20,31,0.0,0.0,0,0.02,mse,0.6,0.8,1.0,,,0.0,0.0
655,type1_1,20,31,0.0,0.0,0,0.02666666666666667,mse,0.7,1.0,1.0,,,0.0,0.0375
656,type1_1,20,31,0.0,0.0,0,0.03333333333333333,mse,0.8,1.0,1.0,,,0.0,0.0
657,type1_1,20,31,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
658,type1_2,20,31,0.0,0.0,0,0.0,mse,,,,0.0,0.0375,0.0,
659,type1_2,20,31,0.0,1.0,0,0.0,mse,,,,0.1,0.0375,0.2,
660,type1_2,20,31,0.0,2.0,0,0.0,mse,,,,0.2,0.0375,0.1,
661,type1_2,20,31,0.0,3.0,0,0.0,mse,,,,0.3,0.0375,0.2,
662,type1_2,20,31,0.0,4.0,0,0.0,mse,,,,0.3,0.0375,0.2,
663,type1_2,20,31,0.0,5.0,0,0.0,mse,,,,0.3,0.0375,0.2,
664,type1_2,20,31,0.0,6.0,0,0.0,mse,,,,0.4,0.0375,0.2,
665,power,20,31,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.0
666,power,20,31,0.08333333333333333,0.0,0,0.0,mse,,,,,0.4,0.1375,0.0625
667,power,20,31,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.375,0.3625
668,power,20,31,0.25,0.0,0,0.0,mse,,,,,0.5375,0.475,0.6
669,power,20,31,0.3333333333333333,0.0,0,0.0,mse,,,,,0.7,0.675,0.9
670,power,20,31,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
671,power,20,31,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
672,type1_1,20,32,0.0,0.0,0,0.0,mse,0.1,0.0,0.2,,,0.0,0.0
673,type1_1,20,32,0.0,0.0,0,0.006666666666666667,mse,0.1,0.4375,0.5,,,0.0,0.0
674,type1_1,20,32,0.0,0.0,0,0.013333333333333334,mse,0.5,0.975,0.875,,,0.0,0.0
675,type1_1,20,32,0.0,0.0,0,0.02,mse,0.775,1.0,0.875,,,0.0,0.0
676,type1_1,20,32,0.0,0.0,0,0.02666666666666667,mse,0.875,1.0,0.875,,,0.0,0.0
677,type1_1,20,32,0.0,0.0,0,0.03333333333333333,mse,0.9,1.0,0.875,,,0.0,0.0
678,type1_1,20,32,0.0,0.0,0,0.04,mse,1.0,1.0,0.9,,,0.0,0.0
679,type1_2,20,32,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
680,type1_2,20,32,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.1,
681,type1_2,20,32,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.1,
682,type1_2,20,32,0.0,3.0,0,0.0,mse,,,,0.1,0.0,0.1,
683,type1_2,20,32,0.0,4.0,0,0.0,mse,,,,0.2,0.0,0.1,
684,type1_2,20,32,0.0,5.0,0,0.0,mse,,,,0.3,0.0,0.1,
685,type1_2,20,32,0.0,6.0,0,0.0,mse,,,,0.3,0.0,0.1,
686,power,20,32,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
687,power,20,32,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3,0.1375,0.0375
688,power,20,32,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.375,0.3625
689,power,20,32,0.25,0.0,0,0.0,mse,,,,,0.6625,0.475,0.7
690,power,20,32,0.3333333333333333,0.0,0,0.0,mse,,,,,1.0,0.675,1.0
691,power,20,32,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
692,power,20,32,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
693,type1_1,20,33,0.0,0.0,0,0.0,mse,0.1,0.0,0.1,,,0.1,0.0
694,type1_1,20,33,0.0,0.0,0,0.006666666666666667,mse,0.0,0.3625,0.3375,,,0.0,0.0
695,type1_1,20,33,0.0,0.0,0,0.013333333333333334,mse,0.375,0.8,1.0,,,0.0,0.0
696,type1_1,20,33,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.1
697,type1_1,20,33,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.1
698,type1_1,20,33,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.1
699,type1_1,20,33,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.1
700,type1_2,20,33,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
701,type1_2,20,33,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.1,
702,type1_2,20,33,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
703,type1_2,20,33,0.0,3.0,0,0.0,mse,,,,0.0,0.0,0.0,
704,type1_2,20,33,0.0,4.0,0,0.0,mse,,,,0.0,0.0,0.0,
705,type1_2,20,33,0.0,5.0,0,0.0,mse,,,,0.0,0.0,0.0,
706,type1_2,20,33,0.0,6.0,0,0.0,mse,,,,0.0,0.0,0.0,
707,power,20,33,0.0,0.0,0,0.0,mse,,,,,0.2,0.1,0.1
708,power,20,33,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1375,0.0375
709,power,20,33,0.16666666666666666,0.0,0,0.0,mse,,,,,0.5,0.475,0.6
710,power,20,33,0.25,0.0,0,0.0,mse,,,,,0.6375,0.475,0.9
711,power,20,33,0.3333333333333333,0.0,0,0.0,mse,,,,,0.775,0.675,1.0
712,power,20,33,0.41666666666666663,0.0,0,0.0,mse,,,,,0.875,0.775,1.0
713,power,20,33,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
714,type1_1,20,34,0.0,0.0,0,0.0,mse,0.1,0.0,0.0,,,0.0375,0.0
715,type1_1,20,34,0.0,0.0,0,0.006666666666666667,mse,0.125,0.425,0.4625,,,0.0,0.0375
716,type1_1,20,34,0.0,0.0,0,0.013333333333333334,mse,0.7,1.0,1.0,,,0.0,0.0375
717,type1_1,20,34,0.0,0.0,0,0.02,mse,0.9,1.0,1.0,,,0.0,0.0375
718,type1_1,20,34,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.0375
719,type1_1,20,34,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0375
720,type1_1,20,34,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0375
721,type1_2,20,34,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
722,type1_2,20,34,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.0,
723,type1_2,20,34,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.0,
724,type1_2,20,34,0.0,3.0,0,0.0,mse,,,,0.3,0.0,0.1,
725,type1_2,20,34,0.0,4.0,0,0.0,mse,,,,0.3375,0.0,0.1,
726,type1_2,20,34,0.0,5.0,0,0.0,mse,,,,0.3375,0.0,0.1,
727,type1_2,20,34,0.0,6.0,0,0.0,mse,,,,0.3375,0.0,0.1,
728,power,20,34,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
729,power,20,34,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3375,0.1375,0.2
730,power,20,34,0.16666666666666666,0.0,0,0.0,mse,,,,,0.475,0.375,0.4
731,power,20,34,0.25,0.0,0,0.0,mse,,,,,0.775,0.475,0.8
732,power,20,34,0.3333333333333333,0.0,0,0.0,mse,,,,,0.875,0.675,1.0
733,power,20,34,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.775,1.0
734,power,20,34,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
735,type1_1,20,35,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.0
736,type1_1,20,35,0.0,0.0,0,0.006666666666666667,mse,0.1,0.3,0.2,,,0.0,0.0
737,type1_1,20,35,0.0,0.0,0,0.013333333333333334,mse,0.3375,0.7375,0.6375,,,0.0,0.1
738,type1_1,20,35,0.0,0.0,0,0.02,mse,0.6375,0.8625,0.975,,,0.0,0.1
739,type1_1,20,35,0.0,0.0,0,0.02666666666666667,mse,0.675,1.0,1.0,,,0.0,0.0
740,type1_1,20,35,0.0,0.0,0,0.03333333333333333,mse,0.875,1.0,1.0,,,0.0,0.1
741,type1_1,20,35,0.0,0.0,0,0.04,mse,0.975,1.0,1.0,,,0.0,0.1
742,type1_2,20,35,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
743,type1_2,20,35,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.1,
744,type1_2,20,35,0.0,2.0,0,0.0,mse,,,,0.0,0.0,0.0,
745,type1_2,20,35,0.0,3.0,0,0.0,mse,,,,0.2,0.0,0.0,
746,type1_2,20,35,0.0,4.0,0,0.0,mse,,,,0.2,0.0,0.0,
747,type1_2,20,35,0.0,5.0,0,0.0,mse,,,,0.2,0.0,0.0,
748,type1_2,20,35,0.0,6.0,0,0.0,mse,,,,0.2,0.0,0.0,
749,power,20,35,0.0,0.0,0,0.0,mse,,,,,0.1375,0.0,0.0
750,power,20,35,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1375,0.1375,0.1375
751,power,20,35,0.16666666666666666,0.0,0,0.0,mse,,,,,0.375,0.375,0.375
752,power,20,35,0.25,0.0,0,0.0,mse,,,,,0.575,0.475,0.675
753,power,20,35,0.3333333333333333,0.0,0,0.0,mse,,,,,0.875,0.675,0.8
754,power,20,35,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
755,power,20,35,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
756,type1_1,20,36,0.0,0.0,0,0.0,mse,0.0,0.1,0.0,,,0.0,0.0
757,type1_1,20,36,0.0,0.0,0,0.006666666666666667,mse,0.2375,0.3375,0.2375,,,0.0,0.0
758,type1_1,20,36,0.0,0.0,0,0.013333333333333334,mse,0.5375,0.8,0.7,,,0.0,0.0
759,type1_1,20,36,0.0,0.0,0,0.02,mse,0.6625,0.9,0.9,,,0.0,0.0
760,type1_1,20,36,0.0,0.0,0,0.02666666666666667,mse,0.8,0.9,1.0,,,0.0,0.1
761,type1_1,20,36,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.1
762,type1_1,20,36,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.1
763,type1_2,20,36,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
764,type1_2,20,36,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.0,
765,type1_2,20,36,0.0,2.0,0,0.0,mse,,,,0.1,0.0,0.0,
766,type1_2,20,36,0.0,3.0,0,0.0,mse,,,,0.2,0.0,0.0,
767,type1_2,20,36,0.0,4.0,0,0.0,mse,,,,0.3375,0.0,0.0,
768,type1_2,20,36,0.0,5.0,0,0.0,mse,,,,0.4375,0.0,0.0,
769,type1_2,20,36,0.0,6.0,0,0.0,mse,,,,0.4375,0.0,0.0,
770,power,20,36,0.0,0.0,0,0.0,mse,,,,,0.2,0.1,0.0
771,power,20,36,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3,0.1375,0.1375
772,power,20,36,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4,0.475,0.4
773,power,20,36,0.25,0.0,0,0.0,mse,,,,,0.675,0.475,0.7
774,power,20,36,0.3333333333333333,0.0,0,0.0,mse,,,,,0.8,0.675,0.8
775,power,20,36,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.775,1.0
776,power,20,36,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
777,type1_1,20,37,0.0,0.0,0,0.0,mse,0.2,0.0,0.1,,,0.0375,0.0
778,type1_1,20,37,0.0,0.0,0,0.006666666666666667,mse,0.0,0.1375,0.0375,,,0.0,0.1375
779,type1_1,20,37,0.0,0.0,0,0.013333333333333334,mse,0.0375,0.375,0.4375,,,0.0,0.0375
780,type1_1,20,37,0.0,0.0,0,0.02,mse,0.4375,0.6,0.7625,,,0.0,0.0375
781,type1_1,20,37,0.0,0.0,0,0.02666666666666667,mse,0.5375,1.0,0.8625,,,0.0,0.0375
782,type1_1,20,37,0.0,0.0,0,0.03333333333333333,mse,0.6625,1.0,0.9625,,,0.0,0.0
783,type1_1,20,37,0.0,0.0,0,0.04,mse,0.8625,1.0,0.9625,,,0.0,0.0375
784,type1_2,20,37,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
785,type1_2,20,37,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.1,
786,type1_2,20,37,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.0,
787,type1_2,20,37,0.0,3.0,0,0.0,mse,,,,0.4,0.0,0.1,
788,type1_2,20,37,0.0,4.0,0,0.0,mse,,,,0.4,0.0,0.1,
789,type1_2,20,37,0.0,5.0,0,0.0,mse,,,,0.5,0.0,0.1,
790,type1_2,20,37,0.0,6.0,0,0.0,mse,,,,0.5,0.0,0.1,
791,power,20,37,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
792,power,20,37,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1375,0.0625
793,power,20,37,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.475,0.2625
794,power,20,37,0.25,0.0,0,0.0,mse,,,,,0.575,0.475,0.7
795,power,20,37,0.3333333333333333,0.0,0,0.0,mse,,,,,0.8,0.675,0.7
796,power,20,37,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.775,1.0
797,power,20,37,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
798,type1_1,20,38,0.0,0.0,0,0.0,mse,0.0,0.0,0.1,,,0.0,0.0
799,type1_1,20,38,0.0,0.0,0,0.006666666666666667,mse,0.2,0.4375,0.3,,,0.0,0.0
800,type1_1,20,38,0.0,0.0,0,0.013333333333333334,mse,0.4375,0.575,0.575,,,0.0,0.0
801,type1_1,20,38,0.0,0.0,0,0.02,mse,0.5375,1.0,0.9,,,0.0,0.0
802,type1_1,20,38,0.0,0.0,0,0.02666666666666667,mse,0.675,1.0,1.0,,,0.0,0.0
803,type1_1,20,38,0.0,0.0,0,0.03333333333333333,mse,0.9,1.0,1.0,,,0.0,0.0
804,type1_1,20,38,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
805,type1_2,20,38,0.0,0.0,0,0.0,mse,,,,0.0375,0.0,0.0,
806,type1_2,20,38,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.1,
807,type1_2,20,38,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.1,
808,type1_2,20,38,0.0,3.0,0,0.0,mse,,,,0.3,0.0,0.2,
809,type1_2,20,38,0.0,4.0,0,0.0,mse,,,,0.3,0.0,0.2,
810,type1_2,20,38,0.0,5.0,0,0.0,mse,,,,0.3,0.0,0.2,
811,type1_2,20,38,0.0,6.0,0,0.0,mse,,,,0.4,0.0,0.1,
812,power,20,38,0.0,0.0,0,0.0,mse,,,,,0.1,0.0,0.0
813,power,20,38,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3,0.1375,0.1
814,power,20,38,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4,0.375,0.475
815,power,20,38,0.25,0.0,0,0.0,mse,,,,,0.6375,0.475,0.9
816,power,20,38,0.3333333333333333,0.0,0,0.0,mse,,,,,0.775,0.575,0.9
817,power,20,38,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.875,1.0
818,power,20,38,0.5,0.0,0,0.0,mse,,,,,1.0,0.875,1.0
819,type1_1,20,39,0.0,0.0,0,0.0,mse,0.1,0.0,0.1,,,0.0375,0.1
820,type1_1,20,39,0.0,0.0,0,0.006666666666666667,mse,0.3,0.8,0.7,,,0.0,0.0
821,type1_1,20,39,0.0,0.0,0,0.013333333333333334,mse,0.9,1.0,0.9,,,0.0,0.0
822,type1_1,20,39,0.0,0.0,0,0.02,mse,0.9,1.0,0.9,,,0.0,0.0
823,type1_1,20,39,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,0.9,,,0.0,0.0
824,type1_1,20,39,0.0,0.0,0,0.03333333333333333,mse,0.9,1.0,0.9,,,0.0,0.0
825,type1_1,20,39,0.0,0.0,0,0.04,mse,1.0,1.0,0.9,,,0.0,0.0
826,type1_2,20,39,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
827,type1_2,20,39,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.2,
828,type1_2,20,39,0.0,2.0,0,0.0,mse,,,,0.2,0.0,0.1,
829,type1_2,20,39,0.0,3.0,0,0.0,mse,,,,0.325,0.0,0.2,
830,type1_2,20,39,0.0,4.0,0,0.0,mse,,,,0.325,0.0,0.2,
831,type1_2,20,39,0.0,5.0,0,0.0,mse,,,,0.325,0.0,0.2,
832,type1_2,20,39,0.0,6.0,0,0.0,mse,,,,0.325,0.0,0.2,
833,power,20,39,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.0
834,power,20,39,0.08333333333333333,0.0,0,0.0,mse,,,,,0.4,0.1375,0.2375
835,power,20,39,0.16666666666666666,0.0,0,0.0,mse,,,,,0.475,0.375,0.5
836,power,20,39,0.25,0.0,0,0.0,mse,,,,,0.575,0.475,0.7
837,power,20,39,0.3333333333333333,0.0,0,0.0,mse,,,,,0.9,0.675,1.0
838,power,20,39,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.775,1.0
839,power,20,39,0.5,0.0,0,0.0,mse,,,,,0.9,0.875,1.0
840,type1_1,30,40,0.0,0.0,0,0.0,mse,0.0375,0.2,0.0,,,0.1,0.1
841,type1_1,30,40,0.0,0.0,0,0.006666666666666667,mse,0.5,0.4,0.725,,,0.0,0.1
842,type1_1,30,40,0.0,0.0,0,0.013333333333333334,mse,0.725,1.0,0.9625,,,0.0,0.225
843,type1_1,30,40,0.0,0.0,0,0.02,mse,0.8625,1.0,1.0,,,0.0,0.425
844,type1_1,30,40,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.6625
845,type1_1,30,40,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.7625
846,type1_1,30,40,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
847,type1_2,30,40,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
848,type1_2,30,40,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.0,
849,type1_2,30,40,0.0,2.0,0,0.0,mse,,,,0.125,0.0,0.0,
850,type1_2,30,40,0.0,3.0,0,0.0,mse,,,,0.325,0.0,0.1,
851,type1_2,30,40,0.0,4.0,0,0.0,mse,,,,0.325,0.0,0.1,
852,type1_2,30,40,0.0,5.0,0,0.0,mse,,,,0.525,0.0,0.1,
853,type1_2,30,40,0.0,6.0,0,0.0,mse,,,,0.525,0.0,0.1,
854,power,30,40,0.0,0.0,0,0.0,mse,,,,,0.1,0.0,0.0
855,power,30,40,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3625,0.1,1.0
856,power,30,40,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4625,0.2,1.0
857,power,30,40,0.25,0.0,0,0.0,mse,,,,,0.5625,0.4,1.0
858,power,30,40,0.3333333333333333,0.0,0,0.0,mse,,,,,0.8625,0.5375,1.0
859,power,30,40,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
860,power,30,40,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
861,type1_1,30,41,0.0,0.0,0,0.0,mse,0.1,0.0,0.0,,,0.0,0.0
862,type1_1,30,41,0.0,0.0,0,0.006666666666666667,mse,0.1,0.3625,0.5,,,0.0,0.0
863,type1_1,30,41,0.0,0.0,0,0.013333333333333334,mse,0.6,1.0,1.0,,,0.0,0.2625
864,type1_1,30,41,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.4625
865,type1_1,30,41,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.9
866,type1_1,30,41,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
867,type1_1,30,41,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
868,type1_2,30,41,0.0,0.0,0,0.0,mse,,,,0.0,0.025,0.025,
869,type1_2,30,41,0.0,1.0,0,0.0,mse,,,,0.1,0.025,0.0,
