,set,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
288,power,6,0.08333333333333333,0.0,10,0.0,mae,,,,,0.33,0.17,0.17
289,power,6,0.16666666666666666,0.0,10,0.0,mae,,,,,0.73,0.41,0.74
290,power,6,0.25,0.0,10,0.0,mae,,,,,0.98,0.57,0.99
291,power,6,0.3333333333333333,0.0,10,0.0,mae,,,,,0.99,0.81,1.0
292,power,6,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.9,1.0
293,power,6,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
294,type1_1,7,0.0,0.0,10,0.0,mse,0.0,0.0,0.0,0.01,0.01,0.08,0.0
295,type1_1,7,0.0,0.0,10,0.006666666666666667,mse,0.17,0.67,0.6,0.09,0.01,0.08,0.0
296,type1_1,7,0.0,0.0,10,0.013333333333333334,mse,0.76,1.0,0.92,0.09,0.01,0.08,0.0
297,type1_1,7,0.0,0.0,10,0.02,mse,1.0,1.0,0.92,0.09,0.01,0.08,0.0
298,type1_1,7,0.0,0.0,10,0.02666666666666667,mse,1.0,1.0,0.92,0.09,0.01,0.08,0.0
299,type1_1,7,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,0.92,0.09,0.01,0.08,0.0
300,type1_1,7,0.0,0.0,10,0.04,mse,1.0,1.0,0.92,0.09,0.01,0.08,0.08
301,type1_2,7,0.0,0.0,10,0.0,mse,,,,0.08,0.08,0.0,0.0
302,type1_2,7,0.0,1.0,10,0.0,mse,,,,0.33,0.08,0.0,0.0
303,type1_2,7,0.0,2.0,10,0.0,mse,,,,0.57,0.08,0.24,0.0
304,type1_2,7,0.0,3.0,10,0.0,mse,,,,0.57,0.08,0.24,0.0
305,type1_2,7,0.0,4.0,10,0.0,mse,,,,0.57,0.08,0.24,0.0
306,type1_2,7,0.0,5.0,10,0.0,mse,,,,0.57,0.08,0.24,0.0
307,type1_2,7,0.0,6.0,10,0.0,mse,,,,0.57,0.08,0.24,0.0
308,power,7,0.0,0.0,10,0.0,mse,,,,,0.09,0.09,0.0
309,power,7,0.08333333333333333,0.0,10,0.0,mse,,,,,0.49,0.33,0.16
310,power,7,0.16666666666666666,0.0,10,0.0,mse,,,,,0.81,0.57,0.74
311,power,7,0.25,0.0,10,0.0,mse,,,,,0.91,0.73,0.99
312,power,7,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
313,power,7,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
314,power,7,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
315,type1_1,7,0.0,0.0,10,0.0,mae,0.0,0.0,0.0,0.01,0.01,0.01,0.0
316,type1_1,7,0.0,0.0,10,0.006666666666666667,mae,0.34,0.67,0.6,0.09,0.01,0.09,0.0
317,type1_1,7,0.0,0.0,10,0.013333333333333334,mae,0.84,1.0,0.92,0.09,0.01,0.09,0.0
318,type1_1,7,0.0,0.0,10,0.02,mae,0.92,1.0,0.92,0.09,0.01,0.09,0.0
319,type1_1,7,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,0.92,0.09,0.01,0.09,0.0
320,type1_1,7,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,0.92,0.09,0.01,0.09,0.0
321,type1_1,7,0.0,0.0,10,0.04,mae,1.0,1.0,0.92,0.09,0.01,0.09,0.0
322,type1_2,7,0.0,0.0,10,0.0,mae,,,,0.08,0.08,0.08,0.0
323,type1_2,7,0.0,1.0,10,0.0,mae,,,,0.33,0.08,0.32,0.0
324,type1_2,7,0.0,2.0,10,0.0,mae,,,,0.57,0.08,0.32,0.0
325,type1_2,7,0.0,3.0,10,0.0,mae,,,,0.57,0.08,0.48,0.0
326,type1_2,7,0.0,4.0,10,0.0,mae,,,,0.57,0.08,0.48,0.0
327,type1_2,7,0.0,5.0,10,0.0,mae,,,,0.57,0.08,0.48,0.0
328,type1_2,7,0.0,6.0,10,0.0,mae,,,,0.57,0.08,0.48,0.0
329,power,7,0.0,0.0,10,0.0,mae,,,,,0.09,0.09,0.0
330,power,7,0.08333333333333333,0.0,10,0.0,mae,,,,,0.49,0.09,0.09
331,power,7,0.16666666666666666,0.0,10,0.0,mae,,,,,0.81,0.41,0.73
332,power,7,0.25,0.0,10,0.0,mae,,,,,0.91,0.49,0.83
333,power,7,0.3333333333333333,0.0,10,0.0,mae,,,,,1.0,0.81,1.0
334,power,7,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.9,1.0
335,power,7,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
336,type1_1,8,0.0,0.0,10,0.0,mse,0.0,0.08,0.0,0.16,0.08,0.16,0.0
337,type1_1,8,0.0,0.0,10,0.006666666666666667,mse,0.26,0.42,0.34,0.09,0.09,0.09,0.0
338,type1_1,8,0.0,0.0,10,0.013333333333333334,mse,0.5,1.0,0.92,0.08,0.09,0.08,0.0
339,type1_1,8,0.0,0.0,10,0.02,mse,0.76,1.0,0.92,0.08,0.09,0.08,0.0
340,type1_1,8,0.0,0.0,10,0.02666666666666667,mse,0.92,1.0,1.0,0.08,0.09,0.08,0.0
341,type1_1,8,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.09,0.08,0.0
342,type1_1,8,0.0,0.0,10,0.04,mse,1.0,1.0,1.0,0.08,0.09,0.08,0.0
343,type1_2,8,0.0,0.0,10,0.0,mse,,,,0.0,0.01,0.08,0.0
344,type1_2,8,0.0,1.0,10,0.0,mse,,,,0.17,0.01,0.0,0.0
345,type1_2,8,0.0,2.0,10,0.0,mse,,,,0.25,0.01,0.08,0.0
346,type1_2,8,0.0,3.0,10,0.0,mse,,,,0.25,0.01,0.08,0.0
347,type1_2,8,0.0,4.0,10,0.0,mse,,,,0.26,0.01,0.08,0.0
348,type1_2,8,0.0,5.0,10,0.0,mse,,,,0.26,0.01,0.08,0.0
349,type1_2,8,0.0,6.0,10,0.0,mse,,,,0.26,0.01,0.08,0.0
350,power,8,0.0,0.0,10,0.0,mse,,,,,0.02,0.17,0.0
351,power,8,0.08333333333333333,0.0,10,0.0,mse,,,,,0.25,0.33,0.24
352,power,8,0.16666666666666666,0.0,10,0.0,mse,,,,,0.66,0.57,0.74
353,power,8,0.25,0.0,10,0.0,mse,,,,,0.91,0.81,0.99
354,power,8,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
355,power,8,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
356,power,8,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
357,type1_1,8,0.0,0.0,10,0.0,mae,0.0,0.08,0.0,0.16,0.08,0.16,0.0
358,type1_1,8,0.0,0.0,10,0.006666666666666667,mae,0.17,0.42,0.34,0.09,0.09,0.09,0.0
359,type1_1,8,0.0,0.0,10,0.013333333333333334,mae,0.5,1.0,0.92,0.08,0.09,0.09,0.0
360,type1_1,8,0.0,0.0,10,0.02,mae,0.76,1.0,0.92,0.08,0.09,0.09,0.0
361,type1_1,8,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,1.0,0.08,0.09,0.09,0.0
362,type1_1,8,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.09,0.09,0.0
363,type1_1,8,0.0,0.0,10,0.04,mae,1.0,1.0,1.0,0.08,0.09,0.09,0.0
364,type1_2,8,0.0,0.0,10,0.0,mae,,,,0.0,0.01,0.0,0.16
365,type1_2,8,0.0,1.0,10,0.0,mae,,,,0.17,0.01,0.09,0.16
366,type1_2,8,0.0,2.0,10,0.0,mae,,,,0.25,0.01,0.16,0.16
367,type1_2,8,0.0,3.0,10,0.0,mae,,,,0.25,0.01,0.24,0.16
368,type1_2,8,0.0,4.0,10,0.0,mae,,,,0.26,0.01,0.24,0.16
369,type1_2,8,0.0,5.0,10,0.0,mae,,,,0.26,0.01,0.24,0.16
370,type1_2,8,0.0,6.0,10,0.0,mae,,,,0.26,0.01,0.24,0.16
371,power,8,0.0,0.0,10,0.0,mae,,,,,0.02,0.02,0.0
372,power,8,0.08333333333333333,0.0,10,0.0,mae,,,,,0.25,0.17,0.17
373,power,8,0.16666666666666666,0.0,10,0.0,mae,,,,,0.66,0.41,0.73
374,power,8,0.25,0.0,10,0.0,mae,,,,,0.91,0.65,0.9
375,power,8,0.3333333333333333,0.0,10,0.0,mae,,,,,1.0,0.81,0.99
376,power,8,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.9,1.0
377,power,8,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
378,type1_1,9,0.0,0.0,10,0.0,mse,0.16,0.09,0.0,0.08,0.01,0.08,0.08
379,type1_1,9,0.0,0.0,10,0.006666666666666667,mse,0.33,0.5,0.5,0.08,0.09,0.08,0.0
380,type1_1,9,0.0,0.0,10,0.013333333333333334,mse,0.51,1.0,0.84,0.08,0.09,0.08,0.0
381,type1_1,9,0.0,0.0,10,0.02,mse,0.92,1.0,1.0,0.08,0.09,0.08,0.0
382,type1_1,9,0.0,0.0,10,0.02666666666666667,mse,1.0,1.0,1.0,0.08,0.01,0.08,0.0
383,type1_1,9,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.01,0.08,0.0
384,type1_1,9,0.0,0.0,10,0.04,mse,1.0,1.0,1.0,0.08,0.01,0.08,0.0
385,type1_2,9,0.0,0.0,10,0.0,mse,,,,0.0,0.0,0.0,0.16
386,type1_2,9,0.0,1.0,10,0.0,mse,,,,0.4,0.0,0.08,0.16
387,type1_2,9,0.0,2.0,10,0.0,mse,,,,0.56,0.0,0.32,0.16
388,type1_2,9,0.0,3.0,10,0.0,mse,,,,0.56,0.0,0.32,0.16
389,type1_2,9,0.0,4.0,10,0.0,mse,,,,0.56,0.0,0.32,0.16
390,type1_2,9,0.0,5.0,10,0.0,mse,,,,0.56,0.0,0.32,0.16
391,type1_2,9,0.0,6.0,10,0.0,mse,,,,0.56,0.0,0.32,0.16
392,power,9,0.0,0.0,10,0.0,mse,,,,,0.01,0.01,0.0
393,power,9,0.08333333333333333,0.0,10,0.0,mse,,,,,0.33,0.33,0.16
394,power,9,0.16666666666666666,0.0,10,0.0,mse,,,,,0.74,0.49,0.74
395,power,9,0.25,0.0,10,0.0,mse,,,,,0.91,0.81,0.99
396,power,9,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
397,power,9,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
398,power,9,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
399,type1_1,9,0.0,0.0,10,0.0,mae,0.16,0.09,0.0,0.08,0.01,0.09,0.0
400,type1_1,9,0.0,0.0,10,0.006666666666666667,mae,0.42,0.5,0.5,0.08,0.09,0.09,0.0
401,type1_1,9,0.0,0.0,10,0.013333333333333334,mae,0.67,1.0,0.84,0.08,0.09,0.09,0.0
402,type1_1,9,0.0,0.0,10,0.02,mae,0.92,1.0,1.0,0.08,0.09,0.08,0.0
403,type1_1,9,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,1.0,0.08,0.01,0.08,0.0
404,type1_1,9,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.01,0.08,0.0
405,type1_1,9,0.0,0.0,10,0.04,mae,1.0,1.0,1.0,0.08,0.01,0.08,0.0
406,type1_2,9,0.0,0.0,10,0.0,mae,,,,0.0,0.0,0.0,0.16
407,type1_2,9,0.0,1.0,10,0.0,mae,,,,0.4,0.0,0.4,0.16
408,type1_2,9,0.0,2.0,10,0.0,mae,,,,0.56,0.0,0.4,0.16
409,type1_2,9,0.0,3.0,10,0.0,mae,,,,0.56,0.0,0.4,0.16
410,type1_2,9,0.0,4.0,10,0.0,mae,,,,0.56,0.0,0.48,0.16
411,type1_2,9,0.0,5.0,10,0.0,mae,,,,0.56,0.0,0.48,0.16
412,type1_2,9,0.0,6.0,10,0.0,mae,,,,0.56,0.0,0.48,0.16
413,power,9,0.0,0.0,10,0.0,mae,,,,,0.01,0.02,0.0
414,power,9,0.08333333333333333,0.0,10,0.0,mae,,,,,0.33,0.09,0.17
415,power,9,0.16666666666666666,0.0,10,0.0,mae,,,,,0.74,0.41,0.65
416,power,9,0.25,0.0,10,0.0,mae,,,,,0.91,0.57,0.91
417,power,9,0.3333333333333333,0.0,10,0.0,mae,,,,,1.0,0.81,1.0
418,power,9,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.9,1.0
419,power,9,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
420,type1_1,10,0.0,0.0,10,0.0,mse,0.0,0.08,0.0,0.0,0.0,0.0,0.08
421,type1_1,10,0.0,0.0,10,0.006666666666666667,mse,0.27,0.67,0.59,0.09,0.08,0.08,0.0
422,type1_1,10,0.0,0.0,10,0.013333333333333334,mse,0.75,1.0,0.84,0.09,0.08,0.08,0.0
423,type1_1,10,0.0,0.0,10,0.02,mse,1.0,1.0,0.92,0.09,0.08,0.08,0.0
424,type1_1,10,0.0,0.0,10,0.02666666666666667,mse,1.0,1.0,0.92,0.09,0.08,0.08,0.0
425,type1_1,10,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.08,0.08,0.08
426,type1_1,10,0.0,0.0,10,0.04,mse,1.0,1.0,1.0,0.08,0.08,0.08,0.08
427,type1_2,10,0.0,0.0,10,0.0,mse,,,,0.01,0.01,0.0,0.01
428,type1_2,10,0.0,1.0,10,0.0,mse,,,,0.09,0.01,0.0,0.01
429,type1_2,10,0.0,2.0,10,0.0,mse,,,,0.33,0.01,0.0,0.01
430,type1_2,10,0.0,3.0,10,0.0,mse,,,,0.34,0.01,0.08,0.01
431,type1_2,10,0.0,4.0,10,0.0,mse,,,,0.34,0.01,0.08,0.01
432,type1_2,10,0.0,5.0,10,0.0,mse,,,,0.34,0.01,0.08,0.01
433,type1_2,10,0.0,6.0,10,0.0,mse,,,,0.34,0.01,0.08,0.01
434,power,10,0.0,0.0,10,0.0,mse,,,,,0.01,0.17,0.0
435,power,10,0.08333333333333333,0.0,10,0.0,mse,,,,,0.41,0.33,0.24
436,power,10,0.16666666666666666,0.0,10,0.0,mse,,,,,0.73,0.49,0.74
437,power,10,0.25,0.0,10,0.0,mse,,,,,0.91,0.81,1.0
438,power,10,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
439,power,10,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
440,power,10,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
441,type1_1,10,0.0,0.0,10,0.0,mae,0.08,0.08,0.0,0.0,0.0,0.0,0.0
442,type1_1,10,0.0,0.0,10,0.006666666666666667,mae,0.1,0.67,0.59,0.09,0.08,0.09,0.0
443,type1_1,10,0.0,0.0,10,0.013333333333333334,mae,0.67,1.0,0.84,0.09,0.08,0.09,0.0
444,type1_1,10,0.0,0.0,10,0.02,mae,0.92,1.0,0.92,0.09,0.08,0.08,0.0
445,type1_1,10,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,0.92,0.09,0.08,0.08,0.0
446,type1_1,10,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
447,type1_1,10,0.0,0.0,10,0.04,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
448,type1_2,10,0.0,0.0,10,0.0,mae,,,,0.01,0.01,0.01,0.0
449,type1_2,10,0.0,1.0,10,0.0,mae,,,,0.09,0.01,0.09,0.0
450,type1_2,10,0.0,2.0,10,0.0,mae,,,,0.33,0.01,0.08,0.0
451,type1_2,10,0.0,3.0,10,0.0,mae,,,,0.34,0.01,0.24,0.0
452,type1_2,10,0.0,4.0,10,0.0,mae,,,,0.34,0.01,0.24,0.0
453,type1_2,10,0.0,5.0,10,0.0,mae,,,,0.34,0.01,0.24,0.0
454,type1_2,10,0.0,6.0,10,0.0,mae,,,,0.34,0.01,0.24,0.0
455,power,10,0.0,0.0,10,0.0,mae,,,,,0.01,0.02,0.01
456,power,10,0.08333333333333333,0.0,10,0.0,mae,,,,,0.41,0.17,0.25
457,power,10,0.16666666666666666,0.0,10,0.0,mae,,,,,0.73,0.41,0.65
458,power,10,0.25,0.0,10,0.0,mae,,,,,0.91,0.65,0.91
459,power,10,0.3333333333333333,0.0,10,0.0,mae,,,,,1.0,0.81,1.0
460,power,10,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.9,1.0
461,power,10,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
462,type1_1,11,0.0,0.0,10,0.0,mse,0.0,0.0,0.0,0.08,0.16,0.16,0.0
463,type1_1,11,0.0,0.0,10,0.006666666666666667,mse,0.26,0.58,0.42,0.09,0.09,0.08,0.0
464,type1_1,11,0.0,0.0,10,0.013333333333333334,mse,0.67,0.91,0.84,0.09,0.09,0.08,0.0
465,type1_1,11,0.0,0.0,10,0.02,mse,0.92,1.0,1.0,0.09,0.09,0.08,0.0
466,type1_1,11,0.0,0.0,10,0.02666666666666667,mse,1.0,1.0,1.0,0.08,0.09,0.08,0.0
467,type1_1,11,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.09,0.08,0.0
468,type1_1,11,0.0,0.0,10,0.04,mse,1.0,1.0,1.0,0.08,0.09,0.08,0.0
469,type1_2,11,0.0,0.0,10,0.0,mse,,,,0.0,0.08,0.08,0.0
470,type1_2,11,0.0,1.0,10,0.0,mse,,,,0.32,0.08,0.16,0.0
471,type1_2,11,0.0,2.0,10,0.0,mse,,,,0.41,0.08,0.24,0.0
472,type1_2,11,0.0,3.0,10,0.0,mse,,,,0.49,0.08,0.16,0.0
473,type1_2,11,0.0,4.0,10,0.0,mse,,,,0.49,0.08,0.16,0.0
474,type1_2,11,0.0,5.0,10,0.0,mse,,,,0.49,0.08,0.16,0.0
475,type1_2,11,0.0,6.0,10,0.0,mse,,,,0.49,0.08,0.16,0.0
476,power,11,0.0,0.0,10,0.0,mse,,,,,0.0,0.16,0.0
477,power,11,0.08333333333333333,0.0,10,0.0,mse,,,,,0.25,0.33,0.16
478,power,11,0.16666666666666666,0.0,10,0.0,mse,,,,,0.82,0.49,0.74
479,power,11,0.25,0.0,10,0.0,mse,,,,,0.9,0.73,0.99
480,power,11,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
481,power,11,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
482,power,11,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
483,type1_1,11,0.0,0.0,10,0.0,mae,0.0,0.0,0.0,0.08,0.16,0.08,0.16
484,type1_1,11,0.0,0.0,10,0.006666666666666667,mae,0.19,0.58,0.42,0.09,0.09,0.09,0.0
485,type1_1,11,0.0,0.0,10,0.013333333333333334,mae,0.6,0.91,0.84,0.09,0.09,0.09,0.0
486,type1_1,11,0.0,0.0,10,0.02,mae,0.92,1.0,1.0,0.09,0.09,0.08,0.0
487,type1_1,11,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,1.0,0.08,0.09,0.08,0.0
488,type1_1,11,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.09,0.08,0.0
489,type1_1,11,0.0,0.0,10,0.04,mae,1.0,1.0,1.0,0.08,0.09,0.08,0.0
490,type1_2,11,0.0,0.0,10,0.0,mae,,,,0.0,0.08,0.0,0.08
491,type1_2,11,0.0,1.0,10,0.0,mae,,,,0.32,0.08,0.32,0.08
492,type1_2,11,0.0,2.0,10,0.0,mae,,,,0.41,0.08,0.32,0.08
493,type1_2,11,0.0,3.0,10,0.0,mae,,,,0.49,0.08,0.32,0.08
494,type1_2,11,0.0,4.0,10,0.0,mae,,,,0.49,0.08,0.33,0.08
495,type1_2,11,0.0,5.0,10,0.0,mae,,,,0.49,0.08,0.33,0.08
496,type1_2,11,0.0,6.0,10,0.0,mae,,,,0.49,0.08,0.33,0.08
497,power,11,0.0,0.0,10,0.0,mae,,,,,0.0,0.01,0.01
498,power,11,0.08333333333333333,0.0,10,0.0,mae,,,,,0.25,0.17,0.17
499,power,11,0.16666666666666666,0.0,10,0.0,mae,,,,,0.82,0.41,0.57
500,power,11,0.25,0.0,10,0.0,mae,,,,,0.9,0.57,0.91
501,power,11,0.3333333333333333,0.0,10,0.0,mae,,,,,1.0,0.81,0.99
502,power,11,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.82,1.0
503,power,11,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
504,type1_1,12,0.0,0.0,10,0.0,mse,0.0,0.0,0.0,0.16,0.08,0.24,0.0
505,type1_1,12,0.0,0.0,10,0.006666666666666667,mse,0.34,0.99,0.91,0.08,0.08,0.08,0.0
506,type1_1,12,0.0,0.0,10,0.013333333333333334,mse,0.91,1.0,1.0,0.08,0.08,0.08,0.0
507,type1_1,12,0.0,0.0,10,0.02,mse,1.0,1.0,1.0,0.09,0.08,0.08,0.0
508,type1_1,12,0.0,0.0,10,0.02666666666666667,mse,1.0,1.0,1.0,0.09,0.08,0.08,0.0
509,type1_1,12,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,1.0,0.09,0.08,0.08,0.0
510,type1_1,12,0.0,0.0,10,0.04,mse,1.0,1.0,1.0,0.08,0.08,0.08,0.0
511,type1_2,12,0.0,0.0,10,0.0,mse,,,,0.0,0.01,0.08,0.0
512,type1_2,12,0.0,1.0,10,0.0,mse,,,,0.48,0.01,0.08,0.0
513,type1_2,12,0.0,2.0,10,0.0,mse,,,,0.56,0.01,0.32,0.0
514,type1_2,12,0.0,3.0,10,0.0,mse,,,,0.56,0.01,0.24,0.0
515,type1_2,12,0.0,4.0,10,0.0,mse,,,,0.56,0.01,0.24,0.0
516,type1_2,12,0.0,5.0,10,0.0,mse,,,,0.56,0.01,0.24,0.0
517,type1_2,12,0.0,6.0,10,0.0,mse,,,,0.56,0.01,0.24,0.0
518,power,12,0.0,0.0,10,0.0,mse,,,,,0.01,0.01,0.0
519,power,12,0.08333333333333333,0.0,10,0.0,mse,,,,,0.24,0.33,0.16
520,power,12,0.16666666666666666,0.0,10,0.0,mse,,,,,0.81,0.49,0.74
521,power,12,0.25,0.0,10,0.0,mse,,,,,0.91,0.73,0.99
522,power,12,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
523,power,12,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
524,power,12,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
525,type1_1,12,0.0,0.0,10,0.0,mae,0.01,0.0,0.0,0.16,0.08,0.16,0.0
526,type1_1,12,0.0,0.0,10,0.006666666666666667,mae,0.33,0.99,0.91,0.08,0.08,0.09,0.0
527,type1_1,12,0.0,0.0,10,0.013333333333333334,mae,0.91,1.0,1.0,0.08,0.08,0.09,0.0
528,type1_1,12,0.0,0.0,10,0.02,mae,1.0,1.0,1.0,0.09,0.08,0.09,0.0
529,type1_1,12,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,1.0,0.09,0.08,0.09,0.0
530,type1_1,12,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,1.0,0.09,0.08,0.09,0.0
531,type1_1,12,0.0,0.0,10,0.04,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
532,type1_2,12,0.0,0.0,10,0.0,mae,,,,0.0,0.01,0.0,0.0
533,type1_2,12,0.0,1.0,10,0.0,mae,,,,0.48,0.01,0.4,0.0
534,type1_2,12,0.0,2.0,10,0.0,mae,,,,0.56,0.01,0.48,0.0
535,type1_2,12,0.0,3.0,10,0.0,mae,,,,0.56,0.01,0.48,0.0
536,type1_2,12,0.0,4.0,10,0.0,mae,,,,0.56,0.01,0.48,0.0
537,type1_2,12,0.0,5.0,10,0.0,mae,,,,0.56,0.01,0.48,0.0
538,type1_2,12,0.0,6.0,10,0.0,mae,,,,0.56,0.01,0.48,0.0
539,power,12,0.0,0.0,10,0.0,mae,,,,,0.01,0.01,0.0
540,power,12,0.08333333333333333,0.0,10,0.0,mae,,,,,0.24,0.17,0.17
541,power,12,0.16666666666666666,0.0,10,0.0,mae,,,,,0.81,0.41,0.73
542,power,12,0.25,0.0,10,0.0,mae,,,,,0.91,0.65,0.91
543,power,12,0.3333333333333333,0.0,10,0.0,mae,,,,,1.0,0.81,0.99
544,power,12,0.41666666666666663,0.0,10,0.0,mae,,,,,1.0,0.9,1.0
545,power,12,0.5,0.0,10,0.0,mae,,,,,1.0,1.0,1.0
546,type1_1,13,0.0,0.0,10,0.0,mse,0.02,0.0,0.01,0.08,0.0,0.0,0.0
547,type1_1,13,0.0,0.0,10,0.006666666666666667,mse,0.34,0.68,0.58,0.09,0.09,0.09,0.0
548,type1_1,13,0.0,0.0,10,0.013333333333333334,mse,0.76,1.0,1.0,0.09,0.09,0.08,0.0
549,type1_1,13,0.0,0.0,10,0.02,mse,1.0,1.0,1.0,0.09,0.09,0.08,0.0
550,type1_1,13,0.0,0.0,10,0.02666666666666667,mse,1.0,1.0,1.0,0.09,0.09,0.08,0.0
551,type1_1,13,0.0,0.0,10,0.03333333333333333,mse,1.0,1.0,1.0,0.09,0.09,0.08,0.0
552,type1_1,13,0.0,0.0,10,0.04,mse,1.0,1.0,1.0,0.08,0.09,0.08,0.0
553,type1_2,13,0.0,0.0,10,0.0,mse,,,,0.0,0.0,0.0,0.0
554,type1_2,13,0.0,1.0,10,0.0,mse,,,,0.09,0.0,0.0,0.0
555,type1_2,13,0.0,2.0,10,0.0,mse,,,,0.17,0.0,0.08,0.0
556,type1_2,13,0.0,3.0,10,0.0,mse,,,,0.25,0.0,0.08,0.0
557,type1_2,13,0.0,4.0,10,0.0,mse,,,,0.25,0.0,0.08,0.0
558,type1_2,13,0.0,5.0,10,0.0,mse,,,,0.25,0.0,0.08,0.0
559,type1_2,13,0.0,6.0,10,0.0,mse,,,,0.25,0.0,0.08,0.0
560,power,13,0.0,0.0,10,0.0,mse,,,,,0.0,0.08,0.0
561,power,13,0.08333333333333333,0.0,10,0.0,mse,,,,,0.25,0.33,0.24
562,power,13,0.16666666666666666,0.0,10,0.0,mse,,,,,0.65,0.57,0.67
563,power,13,0.25,0.0,10,0.0,mse,,,,,0.9,0.81,1.0
564,power,13,0.3333333333333333,0.0,10,0.0,mse,,,,,1.0,0.9,1.0
565,power,13,0.41666666666666663,0.0,10,0.0,mse,,,,,1.0,0.92,1.0
566,power,13,0.5,0.0,10,0.0,mse,,,,,1.0,1.0,1.0
567,type1_1,13,0.0,0.0,10,0.0,mae,0.0,0.0,0.01,0.08,0.0,0.08,0.16
568,type1_1,13,0.0,0.0,10,0.006666666666666667,mae,0.25,0.68,0.58,0.09,0.09,0.09,0.0
569,type1_1,13,0.0,0.0,10,0.013333333333333334,mae,0.59,1.0,1.0,0.09,0.09,0.09,0.0
570,type1_1,13,0.0,0.0,10,0.02,mae,1.0,1.0,1.0,0.09,0.09,0.09,0.0
571,type1_1,13,0.0,0.0,10,0.02666666666666667,mae,1.0,1.0,1.0,0.09,0.09,0.09,0.0
572,type1_1,13,0.0,0.0,10,0.03333333333333333,mae,1.0,1.0,1.0,0.09,0.09,0.09,0.0
573,type1_1,13,0.0,0.0,10,0.04,mae,1.0,1.0,1.0,0.08,0.09,0.09,0.0
574,type1_2,13,0.0,0.0,10,0.0,mae,,,,0.0,0.0,0.0,0.0
575,type1_2,13,0.0,1.0,10,0.0,mae,,,,0.09,0.0,0.09,0.0
576,type1_2,13,0.0,2.0,10,0.0,mae,,,,0.17,0.0,0.09,0.0
577,type1_2,13,0.0,3.0,10,0.0,mae,,,,0.25,0.0,0.09,0.0
