,set,p,ba,c,theta,skew,u,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2,stfr_time,resit_time,gcm_time,crt_time,cpt_time,rbpt_time,rbpt2_time
145,type1_sim,40,0,0.0,3,0,0,0.0,mse,,,,0.34375,0.1,0.11875,,,,,0.0161190216739972,0.564746305346489,0.0004163478811581,
146,type1_sim,40,0,0.0,3,0,0,0.005,mse,,,,0.36875,0.1020833333333333,0.1583333333333333,,,,,0.0158044308423995,0.5679527148604393,0.0004530131816864,
147,type1_sim,40,0,0.0,3,0,0,0.01,mse,,,,0.3916666666666666,0.0979166666666666,0.1791666666666666,,,,,0.0167299245794614,0.6068109641472499,0.0004418472448984,
148,type1_sim,40,0,0.0,3,0,0,0.015,mse,,,,0.41875,0.0958333333333333,0.1979166666666666,,,,,0.0179468204577763,0.5807366902629535,0.0004626835385958,
149,type1_sim,40,0,0.0,3,0,0,0.02,mse,,,,0.4541666666666666,0.0916666666666666,0.2229166666666666,,,,,0.0185969998439153,0.5993919119238853,0.0004267151157061,
150,type1_sim,40,0,0.0,4,0,0,0.0,mse,,,,0.3791666666666666,0.1041666666666666,0.1270833333333333,,,,,0.0179583470026652,0.5977563877900441,0.0004548807938893,
151,type1_sim,40,0,0.0,4,0,0,0.005,mse,,,,0.41875,0.1,0.1666666666666666,,,,,0.0177010864019393,0.6064968208471934,0.0004802162448565,
152,type1_sim,40,0,0.0,4,0,0,0.01,mse,,,,0.45,0.1208333333333333,0.1916666666666666,,,,,0.0178230047225952,0.6082259505987168,0.0004670764009157,
153,type1_sim,40,0,0.0,4,0,0,0.015,mse,,,,0.4958333333333333,0.10625,0.21875,,,,,0.0174882069230079,0.6063692490259807,0.0004597306251525,
154,type1_sim,40,0,0.0,4,0,0,0.02,mse,,,,0.5354166666666667,0.09375,0.2583333333333333,,,,,0.0164567708969116,0.5797574644287428,0.0004221230745315,
155,type1_reg,40,0,0.0,0,0,0,0.0,mse,0.0625,0.10625,0.09375,,,0.0895833333333333,0.1520833333333333,0.0006376927097638,0.1217284023761749,0.0005967259407043,,,0.0005592435598373,0.8156663328409195
156,type1_reg,40,0,0.0,0,0,0,0.005,mse,0.7895833333333333,0.9583333333333334,0.98125,,,0.1,0.2791666666666667,0.0005749076604843,0.1126567607124646,0.0005340918898582,,,0.0005215868353843,0.8400345583756764
157,type1_reg,40,0,0.0,0,0,0,0.01,mse,0.9979166666666668,1.0,1.0,,,0.0916666666666666,0.4979166666666667,0.0006077895561854,0.1129796251654624,0.0005525887012481,,,0.0005202601353327,0.7640797982613245
158,type1_reg,40,0,0.0,0,0,0,0.015,mse,1.0,1.0,1.0,,,0.0854166666666666,0.6833333333333333,0.0005602503816286,0.1041644925872484,0.0005133713285128,,,0.0005056167642275,0.8504724144935608
159,type1_reg,40,0,0.0,0,0,0,0.02,mse,1.0,1.0,1.0,,,0.0791666666666666,0.84375,0.0005064129829406,0.0755015701055526,0.0003975252310434,,,0.0003821204106012,0.8416030401984851
160,type1_semisup,40,0,0.0,0,0,0,0.0,mse,,,,,,,0.1520833333333333,,,,,,,0.87568156371514
161,type1_semisup,40,0,0.0,0,0,0,0.005,mse,,,,,,,0.2791666666666667,,,,,,,0.8665580675005913
162,type1_semisup,40,0,0.0,0,0,0,0.01,mse,,,,,,,0.4979166666666667,,,,,,,0.8548876802126567
163,type1_semisup,40,0,0.0,0,0,0,0.015,mse,,,,,,,0.6833333333333333,,,,,,,0.8425117015838623
164,type1_semisup,40,0,0.0,0,0,0,0.02,mse,,,,,,,0.84375,,,,,,,0.8616235156853994
165,type1_semisup,40,0,0.0,0,0,50,0.0,mse,,,,,,,0.13125,,,,,,,0.8966715936859448
166,type1_semisup,40,0,0.0,0,0,50,0.005,mse,,,,,,,0.2291666666666666,,,,,,,0.8975096389651298
167,type1_semisup,40,0,0.0,0,0,50,0.01,mse,,,,,,,0.3583333333333333,,,,,,,0.904742621878783
168,type1_semisup,40,0,0.0,0,0,50,0.015,mse,,,,,,,0.5,,,,,,,0.928225868443648
169,type1_semisup,40,0,0.0,0,0,50,0.02,mse,,,,,,,0.675,,,,,,,0.9119428863128026
170,type1_semisup,40,0,0.0,0,0,100,0.0,mse,,,,,,,0.1104166666666666,,,,,,,0.9633344774444896
171,type1_semisup,40,0,0.0,0,0,100,0.005,mse,,,,,,,0.1520833333333333,,,,,,,0.9992936725417771
172,type1_semisup,40,0,0.0,0,0,100,0.01,mse,,,,,,,0.2020833333333333,,,,,,,0.9655264675617218
173,type1_semisup,40,0,0.0,0,0,100,0.015,mse,,,,,,,0.2604166666666667,,,,,,,0.9435174554586412
174,type1_semisup,40,0,0.0,0,0,100,0.02,mse,,,,,,,0.3625,,,,,,,0.961776950955391
175,type1_semisup,40,0,0.0,0,0,500,0.0,mse,,,,,,,0.1104166666666666,,,,,,,1.685014026860396
176,type1_semisup,40,0,0.0,0,0,500,0.005,mse,,,,,,,0.13125,,,,,,,1.745286799967289
177,type1_semisup,40,0,0.0,0,0,500,0.01,mse,,,,,,,0.1333333333333333,,,,,,,1.7489722296595571
178,type1_semisup,40,0,0.0,0,0,500,0.015,mse,,,,,,,0.1395833333333333,,,,,,,1.773770838479201
179,type1_semisup,40,0,0.0,0,0,500,0.02,mse,,,,,,,0.1479166666666666,,,,,,,1.7166500722368558
180,type1_semisup,40,0,0.0,0,0,1000,0.0,mse,,,,,,,0.0958333333333333,,,,,,,3.130898471176624
181,type1_semisup,40,0,0.0,0,0,1000,0.005,mse,,,,,,,0.1083333333333333,,,,,,,3.122282282014688
182,type1_semisup,40,0,0.0,0,0,1000,0.01,mse,,,,,,,0.1104166666666666,,,,,,,3.2349715625246365
183,type1_semisup,40,0,0.0,0,0,1000,0.015,mse,,,,,,,0.1104166666666666,,,,,,,3.1479681318004924
184,type1_semisup,40,0,0.0,0,0,1000,0.02,mse,,,,,,,0.1104166666666666,,,,,,,3.1202146564920743
185,type1_sim,40,0,0.0,0,3,0,0.0,mse,,,,0.1020833333333333,0.1041666666666666,0.1083333333333333,,,,,0.0188692261775334,0.6084153284629186,0.0004629835486412,
186,type1_sim,40,0,0.0,0,3,0,0.005,mse,,,,0.1145833333333333,0.1125,0.1166666666666666,,,,,0.0183469325304031,0.5940285583337148,0.0004394471645355,
187,type1_sim,40,0,0.0,0,3,0,0.01,mse,,,,0.11875,0.1104166666666666,0.1020833333333333,,,,,0.01924719363451,0.6300827085971832,0.0005073045690854,
188,type1_sim,40,0,0.0,0,3,0,0.015,mse,,,,0.1270833333333333,0.1145833333333333,0.09375,,,,,0.017883130411307,0.5921073541045189,0.0004373793800671,
189,type1_sim,40,0,0.0,0,3,0,0.02,mse,,,,0.1229166666666666,0.1166666666666666,0.08125,,,,,0.0198353166381518,0.6101742689808209,0.0004770884911219,
190,type1_sim,40,0,0.0,1,3,0,0.0,mse,,,,0.3020833333333333,0.1104166666666666,0.1104166666666666,,,,,0.0190795059005419,0.6190852617224057,0.0005152682463328,
191,type1_sim,40,0,0.0,1,3,0,0.005,mse,,,,0.5479166666666667,0.1270833333333333,0.1520833333333333,,,,,0.0178939044475555,0.59056931634744,0.000485626856486,
192,type1_sim,40,0,0.0,1,3,0,0.01,mse,,,,0.5583333333333333,0.125,0.1541666666666666,,,,,0.0180949926376342,0.5936698749661445,0.0004413291811943,
193,type1_sim,40,0,0.0,1,3,0,0.015,mse,,,,0.5958333333333333,0.1354166666666666,0.1541666666666666,,,,,0.0176217456658681,0.597003077963988,0.0004713947574297,
194,type1_sim,40,0,0.0,1,3,0,0.02,mse,,,,0.6,0.1208333333333333,0.1541666666666666,,,,,0.0178187216321627,0.6099073444803556,0.0005002995332082,
195,type1_sim,40,0,0.0,2,3,0,0.0,mse,,,,0.4,0.0979166666666666,0.1270833333333333,,,,,0.0164733375112215,0.5892490019400914,0.0004310622811317,
196,type1_sim,40,0,0.0,2,3,0,0.005,mse,,,,0.775,0.1083333333333333,0.16875,,,,,0.0176080897450447,0.5964255546530087,0.00044510414203,
197,type1_sim,40,0,0.0,2,3,0,0.01,mse,,,,0.79375,0.1229166666666666,0.1833333333333333,,,,,0.0192816957831382,0.6260249485572179,0.0005560293793678,
198,type1_sim,40,0,0.0,2,3,0,0.015,mse,,,,0.8104166666666667,0.1395833333333333,0.2,,,,,0.0187952737013498,0.6099626928567886,0.0004631529251734,
199,type1_sim,40,0,0.0,2,3,0,0.02,mse,,,,0.8270833333333333,0.1208333333333333,0.2208333333333333,,,,,0.0169844145576159,0.5865645771225293,0.0004479651649792,
200,type1_sim,40,0,0.0,3,3,0,0.0,mse,,,,0.4458333333333333,0.09375,0.1229166666666666,,,,,0.0173598572611808,0.5906575803955396,0.0004722461104393,
201,type1_sim,40,0,0.0,3,3,0,0.005,mse,,,,0.84375,0.1229166666666666,0.1729166666666666,,,,,0.017956190307935,0.6125724658370018,0.0004547307888666,
202,type1_sim,40,0,0.0,3,3,0,0.01,mse,,,,0.8708333333333333,0.11875,0.2145833333333333,,,,,0.0202637250224749,0.6715602104862531,0.0004507591327031,
203,type1_sim,40,0,0.0,3,3,0,0.015,mse,,,,0.9,0.1208333333333333,0.2541666666666666,,,,,0.0182519828279813,0.621974740922451,0.0004564409454663,
204,type1_sim,40,0,0.0,3,3,0,0.02,mse,,,,0.925,0.11875,0.2979166666666666,,,,,0.0161971971392631,0.5638696432113648,0.0004195387164751,
205,type1_sim,40,0,0.0,4,3,0,0.0,mse,,,,0.4583333333333333,0.1,0.1291666666666666,,,,,0.0166227668523788,0.5830378999312719,0.000437049070994,
206,type1_sim,40,0,0.0,4,3,0,0.005,mse,,,,0.8854166666666666,0.1375,0.1916666666666666,,,,,0.0192428767681121,0.6346989204486211,0.0004847327868143,
207,type1_sim,40,0,0.0,4,3,0,0.01,mse,,,,0.9125,0.1145833333333333,0.2479166666666666,,,,,0.0179875627160072,0.5945714250206947,0.0004565745592117,
208,type1_sim,40,0,0.0,4,3,0,0.015,mse,,,,0.9375,0.1166666666666666,0.3208333333333333,,,,,0.0188602268695831,0.6141898617148399,0.0004953563213348,
209,type1_sim,40,0,0.0,4,3,0,0.02,mse,,,,0.9625,0.1291666666666666,0.3833333333333333,,,,,0.0204307625691095,0.5955193350712459,0.0004522239168485,
210,type1_reg,40,0,0.0,0,3,0,0.0,mse,0.0625,0.0875,0.1145833333333333,,,0.1083333333333333,0.2,0.00054612159729,0.0908605009317398,0.0004620378216107,,,0.0004346643884976,0.8424367725849151
211,type1_reg,40,0,0.0,0,3,0,0.005,mse,0.95,0.9979166666666668,1.0,,,0.1166666666666666,0.3791666666666666,0.0005431845784187,0.0933513085047404,0.0004667311906814,,,0.000414069990317,0.8014900426069895
212,type1_reg,40,0,0.0,0,3,0,0.01,mse,1.0,1.0,1.0,,,0.1020833333333333,0.68125,0.0005388274788856,0.0954722459117571,0.0004742716749509,,,0.000442128876845,0.7965846851468086
213,type1_reg,40,0,0.0,0,3,0,0.015,mse,1.0,1.0,1.0,,,0.09375,0.9104166666666668,0.0005261361598968,0.0936931113402048,0.0004709397753079,,,0.0004267632961273,0.8019599849979083
214,type1_reg,40,0,0.0,0,3,0,0.02,mse,1.0,1.0,1.0,,,0.08125,0.98125,0.0005962913235028,0.106315429508686,0.0005158752202987,,,0.0004751215378443,0.8380130857229233
215,type1_semisup,40,0,0.0,0,3,0,0.0,mse,,,,,,,0.2,,,,,,,0.8201250319679578
216,type1_semisup,40,0,0.0,0,3,0,0.005,mse,,,,,,,0.3791666666666666,,,,,,,0.8286207387844722
217,type1_semisup,40,0,0.0,0,3,0,0.01,mse,,,,,,,0.68125,,,,,,,0.951304846505324
218,type1_semisup,40,0,0.0,0,3,0,0.015,mse,,,,,,,0.9104166666666668,,,,,,,0.8407366424798965
219,type1_semisup,40,0,0.0,0,3,0,0.02,mse,,,,,,,0.98125,,,,,,,0.8236226911346117
220,type1_semisup,40,0,0.0,0,3,50,0.0,mse,,,,,,,0.1479166666666666,,,,,,,0.9115222588181496
221,type1_semisup,40,0,0.0,0,3,50,0.005,mse,,,,,,,0.3020833333333333,,,,,,,0.9320008605718612
222,type1_semisup,40,0,0.0,0,3,50,0.01,mse,,,,,,,0.5458333333333333,,,,,,,0.9319931238889694
223,type1_semisup,40,0,0.0,0,3,50,0.015,mse,,,,,,,0.73125,,,,,,,0.971199585000674
224,type1_semisup,40,0,0.0,0,3,50,0.02,mse,,,,,,,0.8729166666666667,,,,,,,0.9607038567463556
225,type1_semisup,40,0,0.0,0,3,100,0.0,mse,,,,,,,0.09375,,,,,,,0.9390180831154188
226,type1_semisup,40,0,0.0,0,3,100,0.005,mse,,,,,,,0.14375,,,,,,,0.9710995083053908
227,type1_semisup,40,0,0.0,0,3,100,0.01,mse,,,,,,,0.2395833333333333,,,,,,,0.9234006668130555
228,type1_semisup,40,0,0.0,0,3,100,0.015,mse,,,,,,,0.36875,,,,,,,0.9406741251548132
229,type1_semisup,40,0,0.0,0,3,100,0.02,mse,,,,,,,0.475,,,,,,,0.9343165054917336
230,type1_semisup,40,0,0.0,0,3,500,0.0,mse,,,,,,,0.1083333333333333,,,,,,,1.7415476992726326
231,type1_semisup,40,0,0.0,0,3,500,0.005,mse,,,,,,,0.13125,,,,,,,1.7432259773214658
232,type1_semisup,40,0,0.0,0,3,500,0.01,mse,,,,,,,0.1291666666666666,,,,,,,2.0550232460101445
233,type1_semisup,40,0,0.0,0,3,500,0.015,mse,,,,,,,0.1354166666666666,,,,,,,1.7642535681525866
234,type1_semisup,40,0,0.0,0,3,500,0.02,mse,,,,,,,0.1458333333333333,,,,,,,1.637968003253142
235,type1_semisup,40,0,0.0,0,3,1000,0.0,mse,,,,,,,0.1125,,,,,,,3.121905706822872
236,type1_semisup,40,0,0.0,0,3,1000,0.005,mse,,,,,,,0.1416666666666666,,,,,,,3.0578842694560686
237,type1_semisup,40,0,0.0,0,3,1000,0.01,mse,,,,,,,0.1375,,,,,,,3.0779462407032647
238,type1_semisup,40,0,0.0,0,3,1000,0.015,mse,,,,,,,0.1416666666666666,,,,,,,3.1168592900037764
239,type1_semisup,40,0,0.0,0,3,1000,0.02,mse,,,,,,,0.1416666666666666,,,,,,,3.101802199085553
240,type1_sim,20,1,0.0,0,0,0,0.0,mse,,,,0.0916666666666666,0.1041666666666666,0.10625,,,,,0.0158310453097025,0.6305089578032493,0.0004677404959996,
241,type1_sim,20,1,0.0,0,0,0,0.005,mse,,,,0.10625,0.1125,0.0958333333333333,,,,,0.0174139315883318,0.6408861368894577,0.0005045930544535,
242,type1_sim,20,1,0.0,0,0,0,0.01,mse,,,,0.1020833333333333,0.1145833333333333,0.0916666666666666,,,,,0.0182391549150149,0.6668777987360954,0.000467237830162,
243,type1_sim,20,1,0.0,0,0,0,0.015,mse,,,,0.10625,0.0916666666666666,0.0854166666666666,,,,,0.0163668418924013,0.6181890393296877,0.0004401882489522,
244,type1_sim,20,1,0.0,0,0,0,0.02,mse,,,,0.1166666666666666,0.1166666666666666,0.0770833333333333,,,,,0.0161430393656094,0.6243450502554576,0.0004781122008959,
245,type1_sim,20,1,0.0,1,0,0,0.0,mse,,,,0.1833333333333333,0.1020833333333333,0.1125,,,,,0.0147732113798459,0.6082125971714656,0.000437493622303,
246,type1_sim,20,1,0.0,1,0,0,0.005,mse,,,,0.2145833333333333,0.1041666666666666,0.1166666666666666,,,,,0.0174469421307245,0.6480012327432633,0.0005338097612063,
247,type1_sim,20,1,0.0,1,0,0,0.01,mse,,,,0.225,0.1104166666666666,0.1125,,,,,0.0182973558704058,0.6651042565703392,0.0004530454675356,
248,type1_sim,20,1,0.0,1,0,0,0.015,mse,,,,0.2145833333333333,0.1020833333333333,0.1125,,,,,0.0167972018321355,0.6287054389715194,0.0004469553629557,
249,type1_sim,20,1,0.0,1,0,0,0.02,mse,,,,0.21875,0.1,0.1125,,,,,0.016795839369297,0.6228974630435308,0.0004642044504483,
250,type1_sim,20,1,0.0,2,0,0,0.0,mse,,,,0.3104166666666667,0.1125,0.1291666666666666,,,,,0.0178832824031511,0.6419431125124295,0.0004539683461189,
251,type1_sim,20,1,0.0,2,0,0,0.005,mse,,,,0.33125,0.1041666666666666,0.1291666666666666,,,,,0.0176337455709775,0.6301780084768931,0.0004581262667973,
252,type1_sim,20,1,0.0,2,0,0,0.01,mse,,,,0.34375,0.1083333333333333,0.1291666666666666,,,,,0.01724058141311,0.6650356158614159,0.0004457240303357,
253,type1_sim,20,1,0.0,2,0,0,0.015,mse,,,,0.3583333333333333,0.11875,0.1395833333333333,,,,,0.0147310336430867,0.598285761475563,0.0004100491603215,
254,type1_sim,20,1,0.0,2,0,0,0.02,mse,,,,0.3770833333333333,0.1041666666666666,0.15,,,,,0.0141511365771293,0.5918122420708338,0.0004174903035163,
255,type1_sim,20,1,0.0,3,0,0,0.0,mse,,,,0.36875,0.1020833333333333,0.1416666666666666,,,,,0.0145546451210975,0.590474579234918,0.0004343122243881,
256,type1_sim,20,1,0.0,3,0,0,0.005,mse,,,,0.40625,0.1145833333333333,0.1395833333333333,,,,,0.0145040427645047,0.590260736644268,0.000423581401507,
257,type1_sim,20,1,0.0,3,0,0,0.01,mse,,,,0.4145833333333333,0.1104166666666666,0.1541666666666666,,,,,0.0167201101779937,0.6201886817812919,0.0004443829258282,
258,type1_sim,20,1,0.0,3,0,0,0.015,mse,,,,0.4458333333333333,0.1041666666666666,0.18125,,,,,0.0198893045385678,0.69421416670084,0.0005308508872985,
259,type1_sim,20,1,0.0,3,0,0,0.02,mse,,,,0.46875,0.125,0.19375,,,,,0.0157226632038752,0.6269521603981654,0.0004302913943926,
260,type1_sim,20,1,0.0,4,0,0,0.0,mse,,,,0.3958333333333333,0.1,0.1458333333333333,,,,,0.016481377184391,0.6237101937333743,0.0004812811811765,
261,type1_sim,20,1,0.0,4,0,0,0.005,mse,,,,0.44375,0.1104166666666666,0.1520833333333333,,,,,0.0175520678361256,0.6430309668183327,0.0004697899023691,
262,type1_sim,20,1,0.0,4,0,0,0.01,mse,,,,0.4708333333333333,0.1083333333333333,0.1729166666666666,,,,,0.0173813725511233,0.649076243241628,0.0004643003145853,
263,type1_sim,20,1,0.0,4,0,0,0.015,mse,,,,0.5,0.1083333333333333,0.2166666666666666,,,,,0.0148216540614763,0.6007562537988027,0.0004966740806897,
264,type1_sim,20,1,0.0,4,0,0,0.02,mse,,,,0.5604166666666667,0.1020833333333333,0.2583333333333333,,,,,0.0156061396002769,0.6043802330891291,0.0004210586349169,
265,type1_reg,20,1,0.0,0,0,0,0.0,mse,0.0729166666666666,0.1145833333333333,0.1125,,,0.10625,0.1083333333333333,0.0005093678832054,0.0996461272239685,0.0004834721485773,,,0.0004334564010302,0.7656267682711283
266,type1_reg,20,1,0.0,0,0,0,0.005,mse,0.21875,0.3125,0.275,,,0.0958333333333333,0.1291666666666666,0.0005268688003222,0.0934587200482686,0.0004673421382904,,,0.0004163473844528,0.7761452202995618
267,type1_reg,20,1,0.0,0,0,0,0.01,mse,0.4,0.6145833333333334,0.6291666666666667,,,0.0916666666666666,0.1229166666666666,0.0005855058630307,0.1151982173323631,0.0005495389302571,,,0.0005354007085164,0.8049790705243747
268,type1_reg,20,1,0.0,0,0,0,0.015,mse,0.5770833333333333,0.84375,0.8875,,,0.0854166666666666,0.1208333333333333,0.0005795051654179,0.0991393983364105,0.000476295252641,,,0.000470986465613,0.8590733299652735
269,type1_reg,20,1,0.0,0,0,0,0.02,mse,0.74375,0.95,0.9791666666666666,,,0.0770833333333333,0.11875,0.0004891619086265,0.082166339457035,0.0003974939386049,,,0.0003847653667132,0.7854286660750707
270,type1_sim,20,1,0.0,0,3,0,0.0,mse,,,,0.1145833333333333,0.10625,0.0979166666666666,,,,,0.0164479364951451,0.6224869231383006,0.0004487479726473,
271,type1_sim,20,1,0.0,0,3,0,0.005,mse,,,,0.1125,0.1083333333333333,0.11875,,,,,0.0179906477530797,0.6294189597169558,0.0004427577058474,
272,type1_sim,20,1,0.0,0,3,0,0.01,mse,,,,0.1229166666666666,0.1104166666666666,0.10625,,,,,0.0157638554771741,0.6099341879288356,0.000411885480086,
273,type1_sim,20,1,0.0,0,3,0,0.015,mse,,,,0.1354166666666666,0.1083333333333333,0.0916666666666666,,,,,0.0181676372885704,0.6279939636588097,0.0004865358273188,
274,type1_sim,20,1,0.0,0,3,0,0.02,mse,,,,0.1104166666666666,0.1145833333333333,0.075,,,,,0.0155324856440226,0.6073247204224269,0.0004879732926686,
275,type1_sim,20,1,0.0,1,3,0,0.0,mse,,,,0.3145833333333333,0.1083333333333333,0.1208333333333333,,,,,0.0179810747504234,0.6147265474001566,0.0004421109954516,
276,type1_sim,20,1,0.0,1,3,0,0.005,mse,,,,0.59375,0.1083333333333333,0.1416666666666666,,,,,0.0169509604573249,0.6359652400016784,0.0004388357202212,
277,type1_sim,20,1,0.0,1,3,0,0.01,mse,,,,0.6020833333333333,0.1104166666666666,0.1458333333333333,,,,,0.0186729262272516,0.6266355226437251,0.0004365449150403,
278,type1_sim,20,1,0.0,1,3,0,0.015,mse,,,,0.6104166666666667,0.1145833333333333,0.1458333333333333,,,,,0.0167564784487088,0.6199611842632293,0.0004466051856676,
279,type1_sim,20,1,0.0,1,3,0,0.02,mse,,,,0.625,0.1125,0.1458333333333333,,,,,0.0166972681879997,0.6188645308216413,0.0004287794232368,
280,type1_sim,20,1,0.0,2,3,0,0.0,mse,,,,0.4125,0.1125,0.1416666666666666,,,,,0.0162965829173723,0.6128485282262166,0.0004465316732724,
281,type1_sim,20,1,0.0,2,3,0,0.005,mse,,,,0.7916666666666666,0.1125,0.1729166666666666,,,,,0.0170893823107083,0.6108804469307264,0.0004485120375951,
282,type1_sim,20,1,0.0,2,3,0,0.01,mse,,,,0.8270833333333333,0.09375,0.19375,,,,,0.0154766112565994,0.6093987137079239,0.0004556973775227,
283,type1_sim,20,1,0.0,2,3,0,0.015,mse,,,,0.84375,0.1145833333333333,0.2083333333333333,,,,,0.0176823606093724,0.6332771599292755,0.0004424477616945,
284,type1_sim,20,1,0.0,2,3,0,0.02,mse,,,,0.8625,0.10625,0.2229166666666666,,,,,0.0200178866585095,0.6604351098338763,0.0004927843809127,
285,type1_sim,20,1,0.0,3,3,0,0.0,mse,,,,0.4416666666666666,0.1,0.1395833333333333,,,,,0.015912526845932,0.6138664563496907,0.0004539201656977,
286,type1_sim,20,1,0.0,3,3,0,0.005,mse,,,,0.8604166666666667,0.1166666666666666,0.1833333333333333,,,,,0.0176072721680005,0.6185572162270546,0.0004773368438084,
287,type1_sim,20,1,0.0,3,3,0,0.01,mse,,,,0.9,0.1041666666666666,0.225,,,,,0.0190720498561859,0.6563262338439624,0.0005779653787612,
288,type1_sim,20,1,0.0,3,3,0,0.015,mse,,,,0.9208333333333332,0.1166666666666666,0.2666666666666666,,,,,0.0178300157189369,0.6456499680876732,0.0005249078075091,
289,type1_sim,20,1,0.0,3,3,0,0.02,mse,,,,0.93125,0.10625,0.3125,,,,,0.0161845967173576,0.6270180955529213,0.0004548355937004,
290,type1_sim,20,1,0.0,4,3,0,0.0,mse,,,,0.4604166666666666,0.1083333333333333,0.1416666666666666,,,,,0.0169938161969184,0.6350034167369206,0.000467858215173,
291,type1_sim,20,1,0.0,4,3,0,0.005,mse,,,,0.9083333333333332,0.1041666666666666,0.1958333333333333,,,,,0.0161656469106674,0.6263336276014646,0.0004613642891248,
292,type1_sim,20,1,0.0,4,3,0,0.01,mse,,,,0.9291666666666668,0.1104166666666666,0.25625,,,,,0.0165667752424875,0.6376701345046362,0.0004715651273727,
293,type1_sim,20,1,0.0,4,3,0,0.015,mse,,,,0.9375,0.1083333333333333,0.31875,,,,,0.0164455766479174,0.6247881228725115,0.0004720340172449,
294,type1_sim,20,1,0.0,4,3,0,0.02,mse,,,,0.9583333333333334,0.1041666666666666,0.375,,,,,0.0168788616855939,0.6315511713425318,0.0004435340563456,
295,type1_reg,20,1,0.0,0,3,0,0.0,mse,0.05625,0.1166666666666666,0.1,,,0.0979166666666666,0.1,0.0005520656704902,0.1080029224356015,0.0005066603422164,,,0.000497996310393,0.8183992629249891
296,type1_reg,20,1,0.0,0,3,0,0.005,mse,0.3375,0.5354166666666667,0.4895833333333333,,,0.11875,0.1166666666666666,0.0005878443519274,0.1223274588584899,0.0005633011460304,,,0.0005761936306953,0.8012399141987164
297,type1_reg,20,1,0.0,0,3,0,0.01,mse,0.6333333333333333,0.9145833333333332,0.9458333333333332,,,0.10625,0.1104166666666666,0.0005709255735079,0.123847284913063,0.0005805989106496,,,0.0005698079864184,0.7974144185582797
298,type1_reg,20,1,0.0,0,3,0,0.015,mse,0.8791666666666667,0.9916666666666668,0.9895833333333334,,,0.0916666666666666,0.1083333333333333,0.0005606492360432,0.116033469637235,0.0005346864461898,,,0.0005512128273646,0.7713260461886724
299,type1_reg,20,1,0.0,0,3,0,0.02,mse,0.975,0.9979166666666668,0.9979166666666668,,,0.075,0.1083333333333333,0.0005777622262636,0.1213904509941736,0.0005348910888036,,,0.000545330842336,0.7876405810316404
300,type1_sim,30,1,0.0,0,0,0,0.0,mse,,,,0.09375,0.0916666666666666,0.1145833333333333,,,,,0.0181782921155293,0.6268858720858892,0.0004806766907374,
301,type1_sim,30,1,0.0,0,0,0,0.005,mse,,,,0.1041666666666666,0.0875,0.1083333333333333,,,,,0.0177609115839004,0.6234313259522121,0.0004720047116279,
302,type1_sim,30,1,0.0,0,0,0,0.01,mse,,,,0.1083333333333333,0.0708333333333333,0.0979166666666666,,,,,0.0184496452411015,0.6199376131097476,0.0004536896944046,
303,type1_sim,30,1,0.0,0,0,0,0.015,mse,,,,0.1145833333333333,0.0854166666666666,0.0854166666666666,,,,,0.0169107496738433,0.618862817188104,0.0005123381813367,
304,type1_sim,30,1,0.0,0,0,0,0.02,mse,,,,0.11875,0.0854166666666666,0.0791666666666666,,,,,0.0169788524508476,0.6017395719885826,0.0004328707853953,
305,type1_sim,30,1,0.0,1,0,0,0.0,mse,,,,0.1791666666666666,0.0895833333333333,0.0854166666666666,,,,,0.0160807907581329,0.5892791509628296,0.0004707227150599,
306,type1_sim,30,1,0.0,1,0,0,0.005,mse,,,,0.2083333333333333,0.0833333333333333,0.1083333333333333,,,,,0.0166264866789182,0.5911643097798029,0.0004372070233027,
307,type1_sim,30,1,0.0,1,0,0,0.01,mse,,,,0.20625,0.075,0.1083333333333333,,,,,0.0159196789065996,0.5979261974493663,0.0004416267077128,
308,type1_sim,30,1,0.0,1,0,0,0.015,mse,,,,0.2291666666666666,0.08125,0.1104166666666666,,,,,0.0183870767553647,0.607064014673233,0.0004605268438657,
309,type1_sim,30,1,0.0,1,0,0,0.02,mse,,,,0.2333333333333333,0.0895833333333333,0.1104166666666666,,,,,0.0182171493768692,0.6014073928197224,0.0004241555929183,
310,type1_sim,30,1,0.0,2,0,0,0.0,mse,,,,0.2916666666666667,0.0833333333333333,0.10625,,,,,0.0178678636749585,0.6040846407413483,0.0004536658525466,
311,type1_sim,30,1,0.0,2,0,0,0.005,mse,,,,0.3208333333333333,0.0958333333333333,0.125,,,,,0.0175225421786308,0.6131880859533946,0.0004620417952537,
312,type1_sim,30,1,0.0,2,0,0,0.01,mse,,,,0.3458333333333333,0.0854166666666666,0.1354166666666666,,,,,0.0170112247268358,0.6068792978922526,0.0004279012481371,
313,type1_sim,30,1,0.0,2,0,0,0.015,mse,,,,0.35625,0.09375,0.14375,,,,,0.0179907863338788,0.6150109345714251,0.0004672666390736,
314,type1_sim,30,1,0.0,2,0,0,0.02,mse,,,,0.3791666666666666,0.0979166666666666,0.15,,,,,0.0195441171526908,0.6405504768093427,0.0004991481701533,
315,type1_sim,30,1,0.0,3,0,0,0.0,mse,,,,0.3416666666666667,0.0854166666666666,0.1166666666666666,,,,,0.0166138996680577,0.6048093055685361,0.000441717604796,
