,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2,stfr_time,resit_time,gcm_time,crt_time,cpt_time,rbpt_time,rbpt2_time
162,type1_1,30,5,0,6,0,0.0033333333333333335,mse,,,,0.5416666666666666,0.08333333333333333,0.22916666666666666,,,,,0.027166595061620075,127.94460746149223,0.0008082290490468343,
163,type1_1,30,5,0,6,0,0.006666666666666667,mse,,,,0.5833333333333334,0.08333333333333333,0.22916666666666666,,,,,0.025865087906519573,0.9182708362738291,0.0007186383008956909,
164,type1_1,30,5,0,6,0,0.01,mse,,,,0.625,0.0625,0.3125,,,,,0.025258044401804607,0.8731793661912283,0.000731736421585083,
165,type1_1,30,5,0,6,0,0.013333333333333334,mse,,,,0.6458333333333334,0.0625,0.3541666666666667,,,,,0.025582537055015564,0.910684809088707,0.0007963677247365316,
166,type1_1,30,5,0,6,0,0.016666666666666666,mse,,,,0.6666666666666666,0.0625,0.3958333333333333,,,,,0.027089059352874756,0.9548090298970541,0.0008209645748138428,
167,type1_1,30,5,0,6,0,0.02,mse,,,,0.7083333333333334,0.0625,0.4375,,,,,0.023696303367614746,0.8756579558054606,0.00090828537940979,
168,type1_1,30,6,0,0,0,0.0,mse,,,,0.20833333333333334,0.08333333333333333,0.125,,,,,0.024843687812487285,0.8901340415080389,0.000703468918800354,
169,type1_1,30,6,0,0,0,0.0033333333333333335,mse,,,,0.125,0.0625,0.0625,,,,,0.02609640856583913,0.8783601025740305,0.000747909148534139,
170,type1_1,30,6,0,0,0,0.006666666666666667,mse,,,,0.125,0.0625,0.0625,,,,,0.02497043212254842,0.8759827862183253,0.0007856537898381551,
171,type1_1,30,6,0,0,0,0.01,mse,,,,0.125,0.0625,0.0625,,,,,0.026232585310935974,0.881057063738505,0.0007398972908655802,
172,type1_1,30,6,0,0,0,0.013333333333333334,mse,,,,0.125,0.0625,0.0625,,,,,0.024299268921216328,0.8500683307647705,0.0008682558933893839,
173,type1_1,30,6,0,0,0,0.016666666666666666,mse,,,,0.125,0.0625,0.0625,,,,,0.024924715360005695,0.8483573993047079,0.0008024473985036215,
174,type1_1,30,6,0,0,0,0.02,mse,,,,0.125,0.0625,0.041666666666666664,,,,,0.02565835416316986,0.8526529371738434,0.0006982733805974325,
175,type1_1,30,6,0,2,0,0.0,mse,,,,0.4166666666666667,0.08333333333333333,0.25,,,,,0.0240958829720815,0.8584844519694647,0.0007354766130447388,
176,type1_1,30,6,0,2,0,0.0033333333333333335,mse,,,,0.375,0.0625,0.1875,,,,,0.024454002579053242,0.8516515642404556,0.0007401009400685629,
177,type1_1,30,6,0,2,0,0.006666666666666667,mse,,,,0.3958333333333333,0.0625,0.20833333333333334,,,,,0.02436000605424245,0.852092370390892,0.0007149924834569296,
178,type1_1,30,6,0,2,0,0.01,mse,,,,0.3958333333333333,0.0625,0.20833333333333334,,,,,0.024964521328608196,0.8413289189338684,0.0007242411375045776,
179,type1_1,30,6,0,2,0,0.013333333333333334,mse,,,,0.3958333333333333,0.0625,0.20833333333333334,,,,,0.025421902537345886,0.8530387133359909,0.0007326851288477579,
180,type1_1,30,6,0,2,0,0.016666666666666666,mse,,,,0.3958333333333333,0.0625,0.20833333333333334,,,,,0.025066594282786053,0.8450230012337366,0.0007147043943405151,
181,type1_1,30,6,0,2,0,0.02,mse,,,,0.3958333333333333,0.0625,0.20833333333333334,,,,,0.02491377294063568,0.8570544123649597,0.0007705638806025187,
182,type1_1,30,6,0,4,0,0.0,mse,,,,0.5208333333333334,0.08333333333333333,0.25,,,,,0.025117963552474976,0.8509401033322016,0.0007433791955312093,
183,type1_1,30,6,0,4,0,0.0033333333333333335,mse,,,,0.4791666666666667,0.0625,0.22916666666666666,,,,,0.024414082368214924,0.8517214705546697,0.0007115056117375692,
184,type1_1,30,6,0,4,0,0.006666666666666667,mse,,,,0.4791666666666667,0.0625,0.22916666666666666,,,,,0.024763524532318115,0.853358268737793,0.0007423410813013712,
185,type1_1,30,6,0,4,0,0.01,mse,,,,0.5416666666666666,0.0625,0.25,,,,,0.025489310423533123,0.8574857662121455,0.0007416109244028727,
186,type1_1,30,6,0,4,0,0.013333333333333334,mse,,,,0.5625,0.0625,0.2708333333333333,,,,,0.024698490897814434,0.8559120347102483,0.0007865081230799357,
187,type1_1,30,6,0,4,0,0.016666666666666666,mse,,,,0.5833333333333334,0.0625,0.2916666666666667,,,,,0.024525394042332966,0.8462057560682297,0.0007294267416000366,
188,type1_1,30,6,0,4,0,0.02,mse,,,,0.625,0.0625,0.3125,,,,,0.02454775075117747,0.8467146505912145,0.0008014043172200521,
189,type1_1,30,6,0,6,0,0.0,mse,,,,0.6041666666666666,0.08333333333333333,0.25,,,,,0.025815104444821674,0.8508274505535761,0.0007703453302383423,
190,type1_1,30,6,0,6,0,0.0033333333333333335,mse,,,,0.5416666666666666,0.0625,0.22916666666666666,,,,,0.02568588654200236,0.853456899523735,0.0007094343503316244,
191,type1_1,30,6,0,6,0,0.006666666666666667,mse,,,,0.5833333333333334,0.0625,0.25,,,,,0.024469658732414246,0.8502008070548376,0.0007038265466690063,
192,type1_1,30,6,0,6,0,0.01,mse,,,,0.6041666666666666,0.0625,0.2916666666666667,,,,,0.024740328391393025,0.8520150234301885,0.0007053762674331665,
193,type1_1,30,6,0,6,0,0.013333333333333334,mse,,,,0.6458333333333334,0.0625,0.3541666666666667,,,,,0.028021087249120075,0.8554230034351349,0.0007203916708628336,
194,type1_1,30,6,0,6,0,0.016666666666666666,mse,,,,0.6666666666666666,0.0625,0.375,,,,,0.0258519450823466,0.8606871515512466,0.0007535119851430258,
195,type1_1,30,6,0,6,0,0.02,mse,,,,0.7083333333333334,0.0625,0.3958333333333333,,,,,0.025685211022694904,0.8421430985132853,0.000777021050453186,
196,type1_1,30,7,0,0,0,0.0,mse,,,,0.20833333333333334,0.125,0.20833333333333334,,,,,0.024985477328300476,0.8418719818194708,0.0007368624210357666,
197,type1_1,30,7,0,0,0,0.0033333333333333335,mse,,,,0.10416666666666667,0.08333333333333333,0.08333333333333333,,,,,0.024601176381111145,0.8471925059954325,0.0007261733214060465,
198,type1_1,30,7,0,0,0,0.006666666666666667,mse,,,,0.10416666666666667,0.08333333333333333,0.0625,,,,,0.024781073133150738,0.8478471835454305,0.0007405132055282593,
199,type1_1,30,7,0,0,0,0.01,mse,,,,0.10416666666666667,0.08333333333333333,0.0625,,,,,0.025217711925506592,0.8443868557612101,0.0007133533557256063,
200,type1_1,30,7,0,0,0,0.013333333333333334,mse,,,,0.10416666666666667,0.08333333333333333,0.0625,,,,,0.024875804781913757,0.8481568296750387,0.0009062836567560831,
201,type1_1,30,7,0,0,0,0.016666666666666666,mse,,,,0.125,0.08333333333333333,0.0625,,,,,0.025730167826016743,0.8479001174370447,0.0007729629675547282,
202,type1_1,30,7,0,0,0,0.02,mse,,,,0.125,0.08333333333333333,0.041666666666666664,,,,,0.025303731362024944,0.8477148711681366,0.0007536411285400391,
203,type1_1,30,7,0,2,0,0.0,mse,,,,0.3333333333333333,0.125,0.1875,,,,,0.024822011590003967,0.8395565301179886,0.0007284730672836304,
204,type1_1,30,7,0,2,0,0.0033333333333333335,mse,,,,0.3541666666666667,0.08333333333333333,0.20833333333333334,,,,,0.024767736593882244,0.8506370683511099,0.0007426788409550985,
205,type1_1,30,7,0,2,0,0.006666666666666667,mse,,,,0.3958333333333333,0.08333333333333333,0.20833333333333334,,,,,0.02592359483242035,0.8449068665504456,0.0007106016079584757,
206,type1_1,30,7,0,2,0,0.01,mse,,,,0.4166666666666667,0.08333333333333333,0.20833333333333334,,,,,0.024715925256411236,0.8482525845368704,0.0007403095563252767,
207,type1_1,30,7,0,2,0,0.013333333333333334,mse,,,,0.4166666666666667,0.08333333333333333,0.20833333333333334,,,,,0.02489196260770162,0.8431969781716665,0.0007240275541941325,
208,type1_1,30,7,0,2,0,0.016666666666666666,mse,,,,0.4166666666666667,0.08333333333333333,0.20833333333333334,,,,,0.02537783980369568,0.8448600123325983,0.0007246832052866617,
209,type1_1,30,7,0,2,0,0.02,mse,,,,0.4166666666666667,0.08333333333333333,0.20833333333333334,,,,,0.024903153379758198,0.8473857641220093,0.0007251550753911337,
210,type1_1,30,7,0,4,0,0.0,mse,,,,0.3958333333333333,0.125,0.1875,,,,,0.02432552973429362,0.8480242987473806,0.0007704198360443115,
211,type1_1,30,7,0,4,0,0.0033333333333333335,mse,,,,0.5,0.08333333333333333,0.22916666666666666,,,,,0.025296176473299663,0.8528649707635244,0.0007296303908030192,
212,type1_1,30,7,0,4,0,0.006666666666666667,mse,,,,0.5416666666666666,0.08333333333333333,0.22916666666666666,,,,,0.026571606596310932,0.8698249210913976,0.0007093548774719238,
213,type1_1,30,7,0,4,0,0.01,mse,,,,0.5416666666666666,0.08333333333333333,0.25,,,,,0.024669791261355083,0.8594280928373337,0.0007660190264383951,
214,type1_1,30,7,0,4,0,0.013333333333333334,mse,,,,0.5833333333333334,0.08333333333333333,0.2708333333333333,,,,,0.02553287148475647,0.8472097665071487,0.0007419834534327189,
215,type1_1,30,7,0,4,0,0.016666666666666666,mse,,,,0.6041666666666666,0.08333333333333333,0.2708333333333333,,,,,0.024087920784950256,0.8490048547585806,0.0007056196530659994,
216,type1_1,30,7,0,4,0,0.02,mse,,,,0.625,0.08333333333333333,0.3125,,,,,0.025333603223164875,0.8476555645465851,0.0007255276044209799,
217,type1_1,30,7,0,6,0,0.0,mse,,,,0.4166666666666667,0.125,0.16666666666666666,,,,,0.024406418204307556,0.8497556000947952,0.0006964604059855143,
218,type1_1,30,7,0,6,0,0.0033333333333333335,mse,,,,0.5416666666666666,0.08333333333333333,0.22916666666666666,,,,,0.024792715907096863,0.8528159310420355,0.0007161100705464681,
219,type1_1,30,7,0,6,0,0.006666666666666667,mse,,,,0.5833333333333334,0.08333333333333333,0.22916666666666666,,,,,0.025333916147549946,0.8444785326719284,0.0007434934377670288,
220,type1_1,30,7,0,6,0,0.01,mse,,,,0.6041666666666666,0.08333333333333333,0.2708333333333333,,,,,0.02577290932337443,0.8491813391447067,0.0008212576309839884,
221,type1_1,30,7,0,6,0,0.013333333333333334,mse,,,,0.6458333333333334,0.08333333333333333,0.3541666666666667,,,,,0.025372450550397236,0.8517319311698278,0.000718921422958374,
222,type1_1,30,7,0,6,0,0.016666666666666666,mse,,,,0.6666666666666666,0.08333333333333333,0.3958333333333333,,,,,0.025111541152000427,0.8510775069395701,0.0007227857907613119,
223,type1_1,30,7,0,6,0,0.02,mse,,,,0.6875,0.08333333333333333,0.3958333333333333,,,,,0.025649045904477436,0.8524750818808874,0.0007060964902242025,
224,type1_1,30,8,0,0,0,0.0,mse,,,,0.16666666666666666,0.16666666666666666,0.22916666666666666,,,,,0.02523501714070638,0.8580123633146286,0.0008227924505869547,
225,type1_1,30,8,0,0,0,0.0033333333333333335,mse,,,,0.125,0.0625,0.08333333333333333,,,,,0.02460348606109619,0.8528306037187576,0.0007405877113342285,
226,type1_1,30,8,0,0,0,0.006666666666666667,mse,,,,0.125,0.0625,0.0625,,,,,0.02851155400276184,0.8548738559087118,0.0007148832082748413,
227,type1_1,30,8,0,0,0,0.01,mse,,,,0.125,0.0625,0.0625,,,,,0.02508285144964854,0.8565263201793035,0.0007183253765106201,
228,type1_1,30,8,0,0,0,0.013333333333333334,mse,,,,0.125,0.0625,0.0625,,,,,0.024860228101412456,0.8455112924178442,0.0007253785928090414,
229,type1_1,30,8,0,0,0,0.016666666666666666,mse,,,,0.125,0.0625,0.0625,,,,,0.024383599559466045,0.8463656504948934,0.0007276237010955811,
230,type1_1,30,8,0,0,0,0.02,mse,,,,0.125,0.0625,0.041666666666666664,,,,,0.024191424250602722,0.853244811296463,0.0007326702276865641,
231,type1_1,30,8,0,2,0,0.0,mse,,,,0.22916666666666666,0.16666666666666666,0.14583333333333334,,,,,0.027137786149978638,0.8623804152011871,0.000731085737546285,
232,type1_1,30,8,0,2,0,0.0033333333333333335,mse,,,,0.2916666666666667,0.0625,0.1875,,,,,0.024856045842170715,0.8502285132805506,0.0008230060338973999,
233,type1_1,30,8,0,2,0,0.006666666666666667,mse,,,,0.3333333333333333,0.0625,0.20833333333333334,,,,,0.02428896725177765,0.8516071637471517,0.0007000565528869629,
234,type1_1,30,8,0,2,0,0.01,mse,,,,0.3541666666666667,0.0625,0.20833333333333334,,,,,0.025892093777656555,0.8458375235398611,0.0007431755463282267,
235,type1_1,30,8,0,2,0,0.013333333333333334,mse,,,,0.3541666666666667,0.0625,0.20833333333333334,,,,,0.030284593502680462,0.8844096114238104,0.0007378657658894857,
236,type1_1,30,8,0,2,0,0.016666666666666666,mse,,,,0.3541666666666667,0.0625,0.20833333333333334,,,,,0.026508371035257976,0.8668734679619471,0.0007401406764984131,
237,type1_1,30,8,0,2,0,0.02,mse,,,,0.3541666666666667,0.0625,0.20833333333333334,,,,,0.024081443746884663,0.8611933290958405,0.000725636879603068,
238,type1_1,30,8,0,4,0,0.0,mse,,,,0.3333333333333333,0.16666666666666666,0.14583333333333334,,,,,0.025167018175125122,0.8478884150584539,0.0007497072219848633,
239,type1_1,30,8,0,4,0,0.0033333333333333335,mse,,,,0.4791666666666667,0.0625,0.22916666666666666,,,,,0.024547964334487915,0.8533787479003271,0.0007312645514806112,
240,type1_1,30,8,0,4,0,0.006666666666666667,mse,,,,0.5208333333333334,0.0625,0.22916666666666666,,,,,0.02604760726292928,0.8689732303222021,0.0007364898920059204,
241,type1_1,30,8,0,4,0,0.01,mse,,,,0.5416666666666666,0.0625,0.25,,,,,0.0249340683221817,0.8388182818889618,0.0007383426030476888,
242,type1_1,30,8,0,4,0,0.013333333333333334,mse,,,,0.5625,0.0625,0.25,,,,,0.024993687868118286,0.8535680025815964,0.0007167855898539225,
243,type1_1,30,8,0,4,0,0.016666666666666666,mse,,,,0.5625,0.0625,0.25,,,,,0.02414030333360036,0.8520663926998774,0.0007169246673583984,
244,type1_1,30,8,0,4,0,0.02,mse,,,,0.6041666666666666,0.0625,0.3125,,,,,0.02467481791973114,0.854389950633049,0.00071677565574646,
245,type1_1,30,8,0,6,0,0.0,mse,,,,0.4166666666666667,0.16666666666666666,0.14583333333333334,,,,,0.026133060455322266,0.8497667660315832,0.0007264663775761923,
246,type1_1,30,8,0,6,0,0.0033333333333333335,mse,,,,0.5416666666666666,0.0625,0.22916666666666666,,,,,0.024789273738861084,0.8529500265916189,0.0007355362176895142,
247,type1_1,30,8,0,6,0,0.006666666666666667,mse,,,,0.5625,0.0625,0.22916666666666666,,,,,0.023727213342984516,0.8564156144857407,0.0007419188817342123,
248,type1_1,30,8,0,6,0,0.01,mse,,,,0.5833333333333334,0.0625,0.2708333333333333,,,,,0.025356411933898926,0.8489459852377573,0.0007334848244984945,
249,type1_1,30,8,0,6,0,0.013333333333333334,mse,,,,0.6458333333333334,0.0625,0.3541666666666667,,,,,0.0241553137699763,0.8500416974226633,0.0007115006446838379,
250,type1_1,30,8,0,6,0,0.016666666666666666,mse,,,,0.6666666666666666,0.0625,0.375,,,,,0.02626119554042816,0.8448709597190222,0.0007439752419789633,
251,type1_1,30,8,0,6,0,0.02,mse,,,,0.6666666666666666,0.0625,0.3958333333333333,,,,,0.024862552682558697,0.8557416498661041,0.0007309615612030029,
252,type1_1,30,9,0,0,0,0.0,mse,,,,0.20833333333333334,0.1875,0.1875,,,,,0.02479363977909088,0.8485306253035864,0.000732456644376119,
253,type1_1,30,9,0,0,0,0.0033333333333333335,mse,,,,0.10416666666666667,0.125,0.08333333333333333,,,,,0.025204986333847046,0.8515798350175222,0.0007300029198328654,
254,type1_1,30,9,0,0,0,0.006666666666666667,mse,,,,0.10416666666666667,0.10416666666666667,0.0625,,,,,0.02544732888539632,0.8495332996050516,0.0007665852705637614,
255,type1_1,30,9,0,0,0,0.01,mse,,,,0.10416666666666667,0.10416666666666667,0.0625,,,,,0.026678035656611126,0.8445688833793005,0.0007133036851882935,
256,type1_1,30,9,0,0,0,0.013333333333333334,mse,,,,0.125,0.10416666666666667,0.0625,,,,,0.02481190363566081,0.8473045776287714,0.0007380694150924683,
257,type1_1,30,9,0,0,0,0.016666666666666666,mse,,,,0.125,0.10416666666666667,0.041666666666666664,,,,,0.02409781018892924,0.8511516700188319,0.0007714529832204183,
258,type1_1,30,9,0,0,0,0.02,mse,,,,0.125,0.10416666666666667,0.041666666666666664,,,,,0.025426824887593586,0.8538831075032552,0.0007084856430689493,
259,type1_1,30,9,0,2,0,0.0,mse,,,,0.4166666666666667,0.1875,0.2708333333333333,,,,,0.025026068091392517,0.8525454004605612,0.0007198850313822428,
260,type1_1,30,9,0,2,0,0.0033333333333333335,mse,,,,0.3541666666666667,0.125,0.1875,,,,,0.02428734799226125,0.8526652306318283,0.0007217377424240112,
261,type1_1,30,9,0,2,0,0.006666666666666667,mse,,,,0.3541666666666667,0.10416666666666667,0.20833333333333334,,,,,0.02548236648241679,0.8645834972461065,0.0007156232992808024,
262,type1_1,30,9,0,2,0,0.01,mse,,,,0.3333333333333333,0.10416666666666667,0.20833333333333334,,,,,0.02592263122399648,0.848301167289416,0.0007135172684987386,
263,type1_1,30,9,0,2,0,0.013333333333333334,mse,,,,0.3333333333333333,0.10416666666666667,0.20833333333333334,,,,,0.02453031639258067,0.8591109464565913,0.0007554044326146444,
264,type1_1,30,9,0,2,0,0.016666666666666666,mse,,,,0.375,0.10416666666666667,0.20833333333333334,,,,,0.024943461020787556,0.8472825388113657,0.0007795244455337524,
265,type1_1,30,9,0,2,0,0.02,mse,,,,0.375,0.10416666666666667,0.20833333333333334,,,,,0.02460619807243347,0.855106716354688,0.0007404585679372152,
266,type1_1,30,9,0,4,0,0.0,mse,,,,0.5,0.1875,0.25,,,,,0.02443617085615794,0.860504150390625,0.0007457733154296875,
267,type1_1,30,9,0,4,0,0.0033333333333333335,mse,,,,0.4791666666666667,0.125,0.22916666666666666,,,,,0.026465540130933125,0.8498303343852361,0.0007315874099731445,
268,type1_1,30,9,0,4,0,0.006666666666666667,mse,,,,0.4791666666666667,0.10416666666666667,0.22916666666666666,,,,,0.024878690640131634,0.84641199807326,0.0007421473662058512,
269,type1_1,30,9,0,4,0,0.01,mse,,,,0.4791666666666667,0.10416666666666667,0.25,,,,,0.025290752450625103,0.8490305344263712,0.000710378090540568,
270,type1_1,30,9,0,4,0,0.013333333333333334,mse,,,,0.5625,0.10416666666666667,0.2708333333333333,,,,,0.025070289770762127,0.8527501175800959,0.000726004441579183,
271,type1_1,30,9,0,4,0,0.016666666666666666,mse,,,,0.5833333333333334,0.10416666666666667,0.2708333333333333,,,,,0.023457646369934082,0.8559242933988571,0.0007311403751373291,
272,type1_1,30,9,0,4,0,0.02,mse,,,,0.6041666666666666,0.10416666666666667,0.3125,,,,,0.024716585874557495,0.8639187266429266,0.0007572174072265625,
273,type1_1,30,9,0,6,0,0.0,mse,,,,0.5625,0.1875,0.25,,,,,0.02484301229317983,0.8449782431125641,0.000775034228960673,
274,type1_1,30,9,0,6,0,0.0033333333333333335,mse,,,,0.5,0.125,0.22916666666666666,,,,,0.025275732080141704,0.8566716561714808,0.0007511774698893229,
275,type1_1,30,9,0,6,0,0.006666666666666667,mse,,,,0.5833333333333334,0.10416666666666667,0.22916666666666666,,,,,0.02491810421148936,0.8568360060453415,0.0007084707419077555,
276,type1_1,30,9,0,6,0,0.01,mse,,,,0.6041666666666666,0.10416666666666667,0.2916666666666667,,,,,0.024436116218566895,0.8653707305590311,0.0007983247439066569,
277,type1_1,30,9,0,6,0,0.013333333333333334,mse,,,,0.625,0.10416666666666667,0.375,,,,,0.025059163570404053,0.8659953872362772,0.0007361123959223429,
278,type1_1,30,9,0,6,0,0.016666666666666666,mse,,,,0.6875,0.10416666666666667,0.3958333333333333,,,,,0.02415926257769267,0.8511620163917542,0.0007102837165196737,
279,type1_1,30,9,0,6,0,0.02,mse,,,,0.6875,0.10416666666666667,0.4166666666666667,,,,,0.02433830002943675,0.8473405341307322,0.0007302959760030111,
