,set,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
289,power,6,0.16666666666666666,0.0,0,0.0,mae,,,,,0.26,0.26,0.2
290,power,6,0.25,0.0,0,0.0,mae,,,,,0.62,0.4,0.385
291,power,6,0.3333333333333333,0.0,0,0.0,mae,,,,,0.79,0.54,0.69
292,power,6,0.41666666666666663,0.0,0,0.0,mae,,,,,0.96,0.645,0.86
293,power,6,0.5,0.0,0,0.0,mae,,,,,0.96,0.765,0.96
294,type1_1,7,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,0.04,0.0,0.06,0.04
295,type1_1,7,0.0,0.0,0,0.006666666666666667,mse,0.145,0.305,0.305,0.04,0.04,0.08,0.0
296,type1_1,7,0.0,0.0,0,0.013333333333333334,mse,0.505,0.715,0.76,0.04,0.04,0.08,0.0
297,type1_1,7,0.0,0.0,0,0.02,mse,0.715,1.0,0.94,0.04,0.04,0.08,0.0
298,type1_1,7,0.0,0.0,0,0.02666666666666667,mse,0.86,1.0,0.94,0.04,0.04,0.08,0.0
299,type1_1,7,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.94,0.04,0.04,0.04,0.0
300,type1_1,7,0.0,0.0,0,0.04,mse,1.0,1.0,0.94,0.04,0.04,0.04,0.04
301,type1_2,7,0.0,0.0,0,0.0,mse,,,,0.04,0.04,0.0,0.04
302,type1_2,7,0.0,1.0,0,0.0,mse,,,,0.12,0.04,0.04,0.04
303,type1_2,7,0.0,2.0,0,0.0,mse,,,,0.16,0.04,0.04,0.04
304,type1_2,7,0.0,3.0,0,0.0,mse,,,,0.16,0.04,0.08,0.04
305,type1_2,7,0.0,4.0,0,0.0,mse,,,,0.16,0.04,0.08,0.04
306,type1_2,7,0.0,5.0,0,0.0,mse,,,,0.185,0.04,0.04,0.04
307,type1_2,7,0.0,6.0,0,0.0,mse,,,,0.185,0.04,0.04,0.04
308,power,7,0.0,0.0,0,0.0,mse,,,,,0.04,0.04,0.04
309,power,7,0.08333333333333333,0.0,0,0.0,mse,,,,,0.205,0.08,0.08
310,power,7,0.16666666666666666,0.0,0,0.0,mse,,,,,0.405,0.305,0.225
311,power,7,0.25,0.0,0,0.0,mse,,,,,0.585,0.365,0.595
312,power,7,0.3333333333333333,0.0,0,0.0,mse,,,,,0.795,0.645,0.8
313,power,7,0.41666666666666663,0.0,0,0.0,mse,,,,,0.96,0.75,0.96
314,power,7,0.5,0.0,0,0.0,mse,,,,,0.96,0.855,0.96
315,type1_1,7,0.0,0.0,0,0.0,mae,0.04,0.0,0.0,0.04,0.0,0.08,0.0
316,type1_1,7,0.0,0.0,0,0.006666666666666667,mae,0.12,0.305,0.305,0.04,0.04,0.08,0.0
317,type1_1,7,0.0,0.0,0,0.013333333333333334,mae,0.33,0.715,0.76,0.04,0.04,0.08,0.0
318,type1_1,7,0.0,0.0,0,0.02,mae,0.655,1.0,0.94,0.04,0.04,0.08,0.0
319,type1_1,7,0.0,0.0,0,0.02666666666666667,mae,0.795,1.0,0.94,0.04,0.04,0.04,0.0
320,type1_1,7,0.0,0.0,0,0.03333333333333333,mae,0.96,1.0,0.94,0.04,0.04,0.04,0.04
321,type1_1,7,0.0,0.0,0,0.04,mae,1.0,1.0,0.94,0.04,0.04,0.04,0.0
322,type1_2,7,0.0,0.0,0,0.0,mae,,,,0.04,0.04,0.04,0.04
323,type1_2,7,0.0,1.0,0,0.0,mae,,,,0.12,0.04,0.04,0.04
324,type1_2,7,0.0,2.0,0,0.0,mae,,,,0.16,0.04,0.04,0.04
325,type1_2,7,0.0,3.0,0,0.0,mae,,,,0.16,0.04,0.12,0.04
326,type1_2,7,0.0,4.0,0,0.0,mae,,,,0.16,0.04,0.12,0.04
327,type1_2,7,0.0,5.0,0,0.0,mae,,,,0.185,0.04,0.12,0.04
328,type1_2,7,0.0,6.0,0,0.0,mae,,,,0.185,0.04,0.12,0.04
329,power,7,0.0,0.0,0,0.0,mae,,,,,0.04,0.105,0.04
330,power,7,0.08333333333333333,0.0,0,0.0,mae,,,,,0.205,0.1,0.08
331,power,7,0.16666666666666666,0.0,0,0.0,mae,,,,,0.405,0.22,0.16
332,power,7,0.25,0.0,0,0.0,mae,,,,,0.585,0.4,0.385
333,power,7,0.3333333333333333,0.0,0,0.0,mae,,,,,0.795,0.54,0.665
334,power,7,0.41666666666666663,0.0,0,0.0,mae,,,,,0.96,0.685,0.9
335,power,7,0.5,0.0,0,0.0,mae,,,,,0.96,0.725,0.96
336,type1_1,8,0.0,0.0,0,0.0,mse,0.04,0.08,0.08,0.08,0.04,0.1,0.08
337,type1_1,8,0.0,0.0,0,0.006666666666666667,mse,0.12,0.23,0.2,0.08,0.08,0.08,0.0
338,type1_1,8,0.0,0.0,0,0.013333333333333334,mse,0.305,0.53,0.525,0.08,0.08,0.08,0.0
339,type1_1,8,0.0,0.0,0,0.02,mse,0.43,0.91,0.875,0.08,0.08,0.08,0.0
340,type1_1,8,0.0,0.0,0,0.02666666666666667,mse,0.77,0.975,0.975,0.08,0.08,0.08,0.0
341,type1_1,8,0.0,0.0,0,0.03333333333333333,mse,0.895,0.975,0.975,0.08,0.08,0.08,0.0
342,type1_1,8,0.0,0.0,0,0.04,mse,0.975,1.0,0.975,0.08,0.08,0.04,0.0
343,type1_2,8,0.0,0.0,0,0.0,mse,,,,0.0,0.12,0.0,0.08
344,type1_2,8,0.0,1.0,0,0.0,mse,,,,0.08,0.12,0.08,0.08
345,type1_2,8,0.0,2.0,0,0.0,mse,,,,0.145,0.12,0.04,0.08
346,type1_2,8,0.0,3.0,0,0.0,mse,,,,0.225,0.12,0.08,0.08
347,type1_2,8,0.0,4.0,0,0.0,mse,,,,0.225,0.12,0.08,0.08
348,type1_2,8,0.0,5.0,0,0.0,mse,,,,0.225,0.12,0.08,0.08
349,type1_2,8,0.0,6.0,0,0.0,mse,,,,0.25,0.12,0.08,0.08
350,power,8,0.0,0.0,0,0.0,mse,,,,,0.04,0.04,0.06
351,power,8,0.08333333333333333,0.0,0,0.0,mse,,,,,0.16,0.08,0.065
352,power,8,0.16666666666666666,0.0,0,0.0,mse,,,,,0.38,0.305,0.305
353,power,8,0.25,0.0,0,0.0,mse,,,,,0.565,0.405,0.515
354,power,8,0.3333333333333333,0.0,0,0.0,mse,,,,,0.88,0.67,0.84
355,power,8,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.79,0.96
356,power,8,0.5,0.0,0,0.0,mse,,,,,0.96,0.83,0.96
357,type1_1,8,0.0,0.0,0,0.0,mae,0.0,0.08,0.08,0.08,0.04,0.08,0.04
358,type1_1,8,0.0,0.0,0,0.006666666666666667,mae,0.16,0.23,0.2,0.08,0.08,0.08,0.04
359,type1_1,8,0.0,0.0,0,0.013333333333333334,mae,0.26,0.53,0.525,0.08,0.08,0.08,0.04
360,type1_1,8,0.0,0.0,0,0.02,mae,0.42,0.91,0.875,0.08,0.08,0.08,0.04
361,type1_1,8,0.0,0.0,0,0.02666666666666667,mae,0.63,0.975,0.975,0.08,0.08,0.08,0.04
362,type1_1,8,0.0,0.0,0,0.03333333333333333,mae,0.83,0.975,0.975,0.08,0.08,0.08,0.04
363,type1_1,8,0.0,0.0,0,0.04,mae,0.91,1.0,0.975,0.08,0.08,0.08,0.04
364,type1_2,8,0.0,0.0,0,0.0,mae,,,,0.0,0.12,0.04,0.08
365,type1_2,8,0.0,1.0,0,0.0,mae,,,,0.08,0.12,0.04,0.08
366,type1_2,8,0.0,2.0,0,0.0,mae,,,,0.145,0.12,0.04,0.08
367,type1_2,8,0.0,3.0,0,0.0,mae,,,,0.225,0.12,0.065,0.08
368,type1_2,8,0.0,4.0,0,0.0,mae,,,,0.225,0.12,0.065,0.08
369,type1_2,8,0.0,5.0,0,0.0,mae,,,,0.225,0.12,0.065,0.08
370,type1_2,8,0.0,6.0,0,0.0,mae,,,,0.25,0.12,0.065,0.08
371,power,8,0.0,0.0,0,0.0,mae,,,,,0.04,0.08,0.1
372,power,8,0.08333333333333333,0.0,0,0.0,mae,,,,,0.16,0.14,0.08
373,power,8,0.16666666666666666,0.0,0,0.0,mae,,,,,0.38,0.3,0.24
374,power,8,0.25,0.0,0,0.0,mae,,,,,0.565,0.4,0.465
375,power,8,0.3333333333333333,0.0,0,0.0,mae,,,,,0.88,0.54,0.61
376,power,8,0.41666666666666663,0.0,0,0.0,mae,,,,,0.92,0.685,0.9
377,power,8,0.5,0.0,0,0.0,mae,,,,,0.96,0.765,0.96
378,type1_1,9,0.0,0.0,0,0.0,mse,0.04,0.0,0.04,0.065,0.0,0.1,0.05
379,type1_1,9,0.0,0.0,0,0.006666666666666667,mse,0.18,0.145,0.245,0.08,0.04,0.08,0.0
380,type1_1,9,0.0,0.0,0,0.013333333333333334,mse,0.405,0.675,0.78,0.08,0.04,0.08,0.0
381,type1_1,9,0.0,0.0,0,0.02,mse,0.74,0.92,1.0,0.08,0.04,0.08,0.0
382,type1_1,9,0.0,0.0,0,0.02666666666666667,mse,0.92,0.96,1.0,0.08,0.04,0.08,0.0
383,type1_1,9,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.04,0.04,0.0
384,type1_1,9,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,0.08,0.04,0.0,0.0
385,type1_2,9,0.0,0.0,0,0.0,mse,,,,0.04,0.08,0.025,0.025
386,type1_2,9,0.0,1.0,0,0.0,mse,,,,0.105,0.08,0.065,0.025
387,type1_2,9,0.0,2.0,0,0.0,mse,,,,0.25,0.08,0.065,0.025
388,type1_2,9,0.0,3.0,0,0.0,mse,,,,0.25,0.08,0.105,0.025
389,type1_2,9,0.0,4.0,0,0.0,mse,,,,0.25,0.08,0.105,0.025
390,type1_2,9,0.0,5.0,0,0.0,mse,,,,0.29,0.08,0.105,0.025
391,type1_2,9,0.0,6.0,0,0.0,mse,,,,0.33,0.08,0.105,0.025
392,power,9,0.0,0.0,0,0.0,mse,,,,,0.08,0.08,0.06
393,power,9,0.08333333333333333,0.0,0,0.0,mse,,,,,0.14,0.1,0.065
394,power,9,0.16666666666666666,0.0,0,0.0,mse,,,,,0.3,0.305,0.225
395,power,9,0.25,0.0,0,0.0,mse,,,,,0.61,0.405,0.515
396,power,9,0.3333333333333333,0.0,0,0.0,mse,,,,,0.75,0.67,0.78
397,power,9,0.41666666666666663,0.0,0,0.0,mse,,,,,0.895,0.79,0.96
398,power,9,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.96
399,type1_1,9,0.0,0.0,0,0.0,mae,0.08,0.0,0.04,0.065,0.0,0.065,0.17
400,type1_1,9,0.0,0.0,0,0.006666666666666667,mae,0.1,0.145,0.245,0.08,0.04,0.08,0.0
401,type1_1,9,0.0,0.0,0,0.013333333333333334,mae,0.305,0.675,0.78,0.08,0.04,0.08,0.0
402,type1_1,9,0.0,0.0,0,0.02,mae,0.61,0.92,1.0,0.08,0.04,0.08,0.0
403,type1_1,9,0.0,0.0,0,0.02666666666666667,mae,0.835,0.96,1.0,0.08,0.04,0.08,0.0
404,type1_1,9,0.0,0.0,0,0.03333333333333333,mae,0.94,1.0,1.0,0.08,0.04,0.08,0.0
405,type1_1,9,0.0,0.0,0,0.04,mae,0.96,1.0,1.0,0.08,0.04,0.08,0.0
406,type1_2,9,0.0,0.0,0,0.0,mae,,,,0.04,0.08,0.08,0.065
407,type1_2,9,0.0,1.0,0,0.0,mae,,,,0.105,0.08,0.065,0.065
408,type1_2,9,0.0,2.0,0,0.0,mae,,,,0.25,0.08,0.0,0.065
409,type1_2,9,0.0,3.0,0,0.0,mae,,,,0.25,0.08,0.04,0.065
410,type1_2,9,0.0,4.0,0,0.0,mae,,,,0.25,0.08,0.065,0.065
411,type1_2,9,0.0,5.0,0,0.0,mae,,,,0.29,0.08,0.065,0.065
412,type1_2,9,0.0,6.0,0,0.0,mae,,,,0.33,0.08,0.105,0.065
413,power,9,0.0,0.0,0,0.0,mae,,,,,0.08,0.08,0.06
414,power,9,0.08333333333333333,0.0,0,0.0,mae,,,,,0.14,0.1,0.04
415,power,9,0.16666666666666666,0.0,0,0.0,mae,,,,,0.3,0.3,0.24
416,power,9,0.25,0.0,0,0.0,mae,,,,,0.61,0.4,0.385
417,power,9,0.3333333333333333,0.0,0,0.0,mae,,,,,0.75,0.58,0.69
418,power,9,0.41666666666666663,0.0,0,0.0,mae,,,,,0.895,0.725,0.86
419,power,9,0.5,0.0,0,0.0,mae,,,,,1.0,0.765,0.96
420,type1_1,10,0.0,0.0,0,0.0,mse,0.0,0.04,0.02,0.105,0.145,0.08,0.065
421,type1_1,10,0.0,0.0,0,0.006666666666666667,mse,0.08,0.285,0.2,0.08,0.12,0.08,0.0
422,type1_1,10,0.0,0.0,0,0.013333333333333334,mse,0.285,0.605,0.605,0.08,0.12,0.04,0.0
423,type1_1,10,0.0,0.0,0,0.02,mse,0.445,0.77,0.775,0.08,0.12,0.04,0.0
424,type1_1,10,0.0,0.0,0,0.02666666666666667,mse,0.665,0.92,1.0,0.08,0.12,0.04,0.0
425,type1_1,10,0.0,0.0,0,0.03333333333333333,mse,0.775,1.0,1.0,0.08,0.12,0.04,0.0
426,type1_1,10,0.0,0.0,0,0.04,mse,0.895,1.0,1.0,0.08,0.12,0.04,0.0
427,type1_2,10,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.04,0.04
428,type1_2,10,0.0,1.0,0,0.0,mse,,,,0.02,0.0,0.12,0.04
429,type1_2,10,0.0,2.0,0,0.0,mse,,,,0.14,0.0,0.04,0.04
430,type1_2,10,0.0,3.0,0,0.0,mse,,,,0.18,0.0,0.04,0.04
431,type1_2,10,0.0,4.0,0,0.0,mse,,,,0.3,0.0,0.04,0.04
432,type1_2,10,0.0,5.0,0,0.0,mse,,,,0.325,0.0,0.04,0.04
433,type1_2,10,0.0,6.0,0,0.0,mse,,,,0.325,0.0,0.04,0.04
434,power,10,0.0,0.0,0,0.0,mse,,,,,0.08,0.04,0.06
435,power,10,0.08333333333333333,0.0,0,0.0,mse,,,,,0.12,0.1,0.145
436,power,10,0.16666666666666666,0.0,0,0.0,mse,,,,,0.36,0.305,0.265
437,power,10,0.25,0.0,0,0.0,mse,,,,,0.645,0.405,0.555
438,power,10,0.3333333333333333,0.0,0,0.0,mse,,,,,0.83,0.63,0.8
439,power,10,0.41666666666666663,0.0,0,0.0,mse,,,,,0.96,0.79,0.96
440,power,10,0.5,0.0,0,0.0,mse,,,,,0.96,0.83,0.96
441,type1_1,10,0.0,0.0,0,0.0,mae,0.0,0.04,0.02,0.105,0.145,0.105,0.065
442,type1_1,10,0.0,0.0,0,0.006666666666666667,mae,0.12,0.285,0.2,0.08,0.12,0.08,0.04
443,type1_1,10,0.0,0.0,0,0.013333333333333334,mae,0.18,0.605,0.605,0.08,0.12,0.08,0.04
444,type1_1,10,0.0,0.0,0,0.02,mae,0.445,0.77,0.775,0.08,0.12,0.08,0.04
445,type1_1,10,0.0,0.0,0,0.02666666666666667,mae,0.605,0.92,1.0,0.08,0.12,0.08,0.04
446,type1_1,10,0.0,0.0,0,0.03333333333333333,mae,0.685,1.0,1.0,0.08,0.12,0.08,0.04
447,type1_1,10,0.0,0.0,0,0.04,mae,0.83,1.0,1.0,0.08,0.12,0.08,0.04
448,type1_2,10,0.0,0.0,0,0.0,mae,,,,0.0,0.0,0.0,0.04
449,type1_2,10,0.0,1.0,0,0.0,mae,,,,0.02,0.0,0.0,0.04
450,type1_2,10,0.0,2.0,0,0.0,mae,,,,0.14,0.0,0.0,0.04
451,type1_2,10,0.0,3.0,0,0.0,mae,,,,0.18,0.0,0.0,0.04
452,type1_2,10,0.0,4.0,0,0.0,mae,,,,0.3,0.0,0.0,0.04
453,type1_2,10,0.0,5.0,0,0.0,mae,,,,0.325,0.0,0.0,0.04
454,type1_2,10,0.0,6.0,0,0.0,mae,,,,0.325,0.0,0.0,0.04
455,power,10,0.0,0.0,0,0.0,mae,,,,,0.08,0.1,0.08
456,power,10,0.08333333333333333,0.0,0,0.0,mae,,,,,0.12,0.14,0.04
457,power,10,0.16666666666666666,0.0,0,0.0,mae,,,,,0.36,0.28,0.24
458,power,10,0.25,0.0,0,0.0,mae,,,,,0.645,0.4,0.425
459,power,10,0.3333333333333333,0.0,0,0.0,mae,,,,,0.83,0.54,0.73
460,power,10,0.41666666666666663,0.0,0,0.0,mae,,,,,0.96,0.685,0.86
461,power,10,0.5,0.0,0,0.0,mae,,,,,0.96,0.725,0.96
462,type1_1,11,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,0.065,0.04,0.165,0.105
463,type1_1,11,0.0,0.0,0,0.006666666666666667,mse,0.16,0.3,0.2,0.04,0.12,0.04,0.0
464,type1_1,11,0.0,0.0,0,0.013333333333333334,mse,0.38,0.585,0.57,0.04,0.16,0.04,0.04
465,type1_1,11,0.0,0.0,0,0.02,mse,0.445,0.92,0.8,0.08,0.16,0.04,0.04
466,type1_1,11,0.0,0.0,0,0.02666666666666667,mse,0.75,0.96,0.96,0.08,0.16,0.04,0.04
467,type1_1,11,0.0,0.0,0,0.03333333333333333,mse,0.88,0.96,0.96,0.08,0.16,0.04,0.04
468,type1_1,11,0.0,0.0,0,0.04,mse,0.96,0.96,0.96,0.08,0.16,0.04,0.04
469,type1_2,11,0.0,0.0,0,0.0,mse,,,,0.04,0.08,0.0,0.0
470,type1_2,11,0.0,1.0,0,0.0,mse,,,,0.04,0.08,0.0,0.0
471,type1_2,11,0.0,2.0,0,0.0,mse,,,,0.07,0.08,0.0,0.0
472,type1_2,11,0.0,3.0,0,0.0,mse,,,,0.15,0.08,0.0,0.0
473,type1_2,11,0.0,4.0,0,0.0,mse,,,,0.19,0.08,0.0,0.0
474,type1_2,11,0.0,5.0,0,0.0,mse,,,,0.27,0.08,0.0,0.0
475,type1_2,11,0.0,6.0,0,0.0,mse,,,,0.27,0.08,0.0,0.0
476,power,11,0.0,0.0,0,0.0,mse,,,,,0.12,0.04,0.06
477,power,11,0.08333333333333333,0.0,0,0.0,mse,,,,,0.26,0.08,0.08
478,power,11,0.16666666666666666,0.0,0,0.0,mse,,,,,0.32,0.305,0.185
479,power,11,0.25,0.0,0,0.0,mse,,,,,0.62,0.405,0.475
480,power,11,0.3333333333333333,0.0,0,0.0,mse,,,,,0.845,0.63,0.76
481,power,11,0.41666666666666663,0.0,0,0.0,mse,,,,,0.96,0.75,0.96
482,power,11,0.5,0.0,0,0.0,mse,,,,,0.96,0.855,0.96
483,type1_1,11,0.0,0.0,0,0.0,mae,0.04,0.0,0.0,0.065,0.04,0.105,0.105
484,type1_1,11,0.0,0.0,0,0.006666666666666667,mae,0.14,0.3,0.2,0.04,0.12,0.08,0.0
485,type1_1,11,0.0,0.0,0,0.013333333333333334,mae,0.34,0.585,0.57,0.04,0.16,0.08,0.0
486,type1_1,11,0.0,0.0,0,0.02,mae,0.54,0.92,0.8,0.08,0.16,0.08,0.0
487,type1_1,11,0.0,0.0,0,0.02666666666666667,mae,0.665,0.96,0.96,0.08,0.16,0.08,0.0
488,type1_1,11,0.0,0.0,0,0.03333333333333333,mae,0.895,0.96,0.96,0.08,0.16,0.08,0.0
489,type1_1,11,0.0,0.0,0,0.04,mae,0.92,0.96,0.96,0.08,0.16,0.08,0.0
490,type1_2,11,0.0,0.0,0,0.0,mae,,,,0.04,0.08,0.08,0.0
491,type1_2,11,0.0,1.0,0,0.0,mae,,,,0.04,0.08,0.0,0.0
492,type1_2,11,0.0,2.0,0,0.0,mae,,,,0.07,0.08,0.0,0.0
493,type1_2,11,0.0,3.0,0,0.0,mae,,,,0.15,0.08,0.0,0.0
494,type1_2,11,0.0,4.0,0,0.0,mae,,,,0.19,0.08,0.0,0.0
495,type1_2,11,0.0,5.0,0,0.0,mae,,,,0.27,0.08,0.0,0.0
496,type1_2,11,0.0,6.0,0,0.0,mae,,,,0.27,0.08,0.0,0.0
497,power,11,0.0,0.0,0,0.0,mae,,,,,0.12,0.04,0.06
498,power,11,0.08333333333333333,0.0,0,0.0,mae,,,,,0.26,0.14,0.08
499,power,11,0.16666666666666666,0.0,0,0.0,mae,,,,,0.32,0.26,0.2
500,power,11,0.25,0.0,0,0.0,mae,,,,,0.62,0.4,0.345
501,power,11,0.3333333333333333,0.0,0,0.0,mae,,,,,0.845,0.54,0.625
502,power,11,0.41666666666666663,0.0,0,0.0,mae,,,,,0.96,0.645,0.86
503,power,11,0.5,0.0,0,0.0,mae,,,,,0.96,0.725,0.96
504,type1_1,12,0.0,0.0,0,0.0,mse,0.12,0.04,0.12,0.04,0.0,0.06,0.04
505,type1_1,12,0.0,0.0,0,0.006666666666666667,mse,0.145,0.445,0.385,0.08,0.04,0.08,0.0
506,type1_1,12,0.0,0.0,0,0.013333333333333334,mse,0.605,0.79,0.775,0.08,0.04,0.08,0.0
507,type1_1,12,0.0,0.0,0,0.02,mse,0.71,0.96,0.96,0.08,0.04,0.08,0.04
508,type1_1,12,0.0,0.0,0,0.02666666666666667,mse,0.855,1.0,1.0,0.08,0.04,0.08,0.04
509,type1_1,12,0.0,0.0,0,0.03333333333333333,mse,0.96,1.0,1.0,0.08,0.04,0.04,0.04
510,type1_1,12,0.0,0.0,0,0.04,mse,0.96,1.0,1.0,0.08,0.04,0.04,0.04
511,type1_2,12,0.0,0.0,0,0.0,mse,,,,0.08,0.08,0.0,0.04
512,type1_2,12,0.0,1.0,0,0.0,mse,,,,0.18,0.08,0.04,0.04
513,type1_2,12,0.0,2.0,0,0.0,mse,,,,0.22,0.08,0.04,0.04
514,type1_2,12,0.0,3.0,0,0.0,mse,,,,0.26,0.08,0.04,0.04
515,type1_2,12,0.0,4.0,0,0.0,mse,,,,0.3,0.08,0.04,0.04
516,type1_2,12,0.0,5.0,0,0.0,mse,,,,0.38,0.08,0.0,0.04
517,type1_2,12,0.0,6.0,0,0.0,mse,,,,0.34,0.08,0.0,0.04
518,power,12,0.0,0.0,0,0.0,mse,,,,,0.06,0.04,0.04
519,power,12,0.08333333333333333,0.0,0,0.0,mse,,,,,0.28,0.1,0.04
520,power,12,0.16666666666666666,0.0,0,0.0,mse,,,,,0.385,0.345,0.225
521,power,12,0.25,0.0,0,0.0,mse,,,,,0.71,0.445,0.54
522,power,12,0.3333333333333333,0.0,0,0.0,mse,,,,,0.815,0.63,0.8
523,power,12,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.96
524,power,12,0.5,0.0,0,0.0,mse,,,,,0.96,0.855,0.96
525,type1_1,12,0.0,0.0,0,0.0,mae,0.04,0.04,0.12,0.04,0.0,0.04,0.04
526,type1_1,12,0.0,0.0,0,0.006666666666666667,mae,0.225,0.445,0.385,0.08,0.04,0.08,0.0
527,type1_1,12,0.0,0.0,0,0.013333333333333334,mae,0.485,0.79,0.775,0.08,0.04,0.08,0.0
528,type1_1,12,0.0,0.0,0,0.02,mae,0.725,0.96,0.96,0.08,0.04,0.08,0.0
529,type1_1,12,0.0,0.0,0,0.02666666666666667,mae,0.83,1.0,1.0,0.08,0.04,0.08,0.0
530,type1_1,12,0.0,0.0,0,0.03333333333333333,mae,0.96,1.0,1.0,0.08,0.04,0.08,0.0
531,type1_1,12,0.0,0.0,0,0.04,mae,0.96,1.0,1.0,0.08,0.04,0.08,0.0
532,type1_2,12,0.0,0.0,0,0.0,mae,,,,0.08,0.08,0.04,0.04
533,type1_2,12,0.0,1.0,0,0.0,mae,,,,0.18,0.08,0.08,0.04
534,type1_2,12,0.0,2.0,0,0.0,mae,,,,0.22,0.08,0.08,0.04
535,type1_2,12,0.0,3.0,0,0.0,mae,,,,0.26,0.08,0.08,0.04
536,type1_2,12,0.0,4.0,0,0.0,mae,,,,0.3,0.08,0.08,0.04
537,type1_2,12,0.0,5.0,0,0.0,mae,,,,0.38,0.08,0.08,0.04
538,type1_2,12,0.0,6.0,0,0.0,mae,,,,0.34,0.08,0.08,0.04
539,power,12,0.0,0.0,0,0.0,mae,,,,,0.06,0.06,0.06
540,power,12,0.08333333333333333,0.0,0,0.0,mae,,,,,0.28,0.14,0.04
541,power,12,0.16666666666666666,0.0,0,0.0,mae,,,,,0.385,0.3,0.24
542,power,12,0.25,0.0,0,0.0,mae,,,,,0.71,0.4,0.425
543,power,12,0.3333333333333333,0.0,0,0.0,mae,,,,,0.815,0.58,0.69
544,power,12,0.41666666666666663,0.0,0,0.0,mae,,,,,0.92,0.685,0.86
545,power,12,0.5,0.0,0,0.0,mae,,,,,0.96,0.805,0.96
546,type1_1,13,0.0,0.0,0,0.0,mse,0.02,0.12,0.04,0.065,0.04,0.12,0.105
547,type1_1,13,0.0,0.0,0,0.006666666666666667,mse,0.16,0.405,0.3,0.08,0.08,0.08,0.0
548,type1_1,13,0.0,0.0,0,0.013333333333333334,mse,0.445,0.8,0.84,0.08,0.08,0.08,0.0
549,type1_1,13,0.0,0.0,0,0.02,mse,0.84,1.0,0.98,0.08,0.08,0.04,0.0
550,type1_1,13,0.0,0.0,0,0.02666666666666667,mse,0.94,1.0,1.0,0.08,0.08,0.04,0.0
551,type1_1,13,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.08,0.04,0.0
552,type1_1,13,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,0.08,0.08,0.0,0.0
553,type1_2,13,0.0,0.0,0,0.0,mse,,,,0.04,0.04,0.04,0.04
554,type1_2,13,0.0,1.0,0,0.0,mse,,,,0.08,0.04,0.08,0.04
555,type1_2,13,0.0,2.0,0,0.0,mse,,,,0.105,0.04,0.04,0.04
556,type1_2,13,0.0,3.0,0,0.0,mse,,,,0.265,0.04,0.04,0.04
557,type1_2,13,0.0,4.0,0,0.0,mse,,,,0.305,0.04,0.04,0.04
558,type1_2,13,0.0,5.0,0,0.0,mse,,,,0.385,0.04,0.04,0.04
559,type1_2,13,0.0,6.0,0,0.0,mse,,,,0.385,0.04,0.04,0.04
560,power,13,0.0,0.0,0,0.0,mse,,,,,0.04,0.08,0.04
561,power,13,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1,0.04
562,power,13,0.16666666666666666,0.0,0,0.0,mse,,,,,0.44,0.345,0.265
563,power,13,0.25,0.0,0,0.0,mse,,,,,0.505,0.445,0.475
564,power,13,0.3333333333333333,0.0,0,0.0,mse,,,,,0.695,0.63,0.76
565,power,13,0.41666666666666663,0.0,0,0.0,mse,,,,,0.975,0.75,0.96
566,power,13,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.96
567,type1_1,13,0.0,0.0,0,0.0,mae,0.04,0.12,0.04,0.065,0.04,0.105,0.105
568,type1_1,13,0.0,0.0,0,0.006666666666666667,mae,0.26,0.405,0.3,0.08,0.08,0.08,0.04
569,type1_1,13,0.0,0.0,0,0.013333333333333334,mae,0.34,0.8,0.84,0.08,0.08,0.08,0.04
570,type1_1,13,0.0,0.0,0,0.02,mae,0.715,1.0,0.98,0.08,0.08,0.08,0.04
571,type1_1,13,0.0,0.0,0,0.02666666666666667,mae,0.94,1.0,1.0,0.08,0.08,0.08,0.04
572,type1_1,13,0.0,0.0,0,0.03333333333333333,mae,0.98,1.0,1.0,0.08,0.08,0.08,0.0
573,type1_1,13,0.0,0.0,0,0.04,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
574,type1_2,13,0.0,0.0,0,0.0,mae,,,,0.04,0.04,0.04,0.04
575,type1_2,13,0.0,1.0,0,0.0,mae,,,,0.08,0.04,0.04,0.04
576,type1_2,13,0.0,2.0,0,0.0,mae,,,,0.105,0.04,0.04,0.04
577,type1_2,13,0.0,3.0,0,0.0,mae,,,,0.265,0.04,0.0,0.04
578,type1_2,13,0.0,4.0,0,0.0,mae,,,,0.305,0.04,0.0,0.04
