,set,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
66,type1_1,1,0.0,0.0,0,0.02,mae,0.32,0.72,0.71,0.08,0.08,0.08,0.0
67,type1_1,1,0.0,0.0,0,0.02666666666666667,mae,0.605,0.895,0.88,0.08,0.08,0.08,0.0
68,type1_1,1,0.0,0.0,0,0.03333333333333333,mae,0.685,1.0,0.92,0.08,0.08,0.08,0.0
69,type1_1,1,0.0,0.0,0,0.04,mae,0.79,1.0,0.92,0.08,0.08,0.08,0.0
70,type1_2,1,0.0,0.0,0,0.0,mae,,,,0.04,0.04,0.0,0.0
71,type1_2,1,0.0,1.0,0,0.0,mae,,,,0.2,0.04,0.08,0.0
72,type1_2,1,0.0,2.0,0,0.0,mae,,,,0.22,0.04,0.04,0.0
73,type1_2,1,0.0,3.0,0,0.0,mae,,,,0.26,0.04,0.08,0.0
74,type1_2,1,0.0,4.0,0,0.0,mae,,,,0.26,0.04,0.06,0.0
75,type1_2,1,0.0,5.0,0,0.0,mae,,,,0.3,0.04,0.06,0.0
76,type1_2,1,0.0,6.0,0,0.0,mae,,,,0.34,0.04,0.06,0.0
77,power,1,0.0,0.0,0,0.0,mae,,,,,0.04,0.04,0.04
78,power,1,0.08333333333333333,0.0,0,0.0,mae,,,,,0.14,0.14,0.04
79,power,1,0.16666666666666666,0.0,0,0.0,mae,,,,,0.42,0.34,0.16
80,power,1,0.25,0.0,0,0.0,mae,,,,,0.79,0.42,0.385
81,power,1,0.3333333333333333,0.0,0,0.0,mae,,,,,0.895,0.58,0.755
82,power,1,0.41666666666666663,0.0,0,0.0,mae,,,,,0.92,0.645,0.875
83,power,1,0.5,0.0,0,0.0,mae,,,,,1.0,0.765,0.96
84,type1_1,2,0.0,0.0,0,0.0,mse,0.06,0.02,0.06,0.08,0.08,0.12,0.04
85,type1_1,2,0.0,0.0,0,0.006666666666666667,mse,0.22,0.42,0.22,0.08,0.08,0.08,0.0
86,type1_1,2,0.0,0.0,0,0.013333333333333334,mse,0.26,0.5,0.42,0.08,0.08,0.08,0.0
87,type1_1,2,0.0,0.0,0,0.02,mse,0.42,0.745,0.825,0.08,0.08,0.08,0.0
88,type1_1,2,0.0,0.0,0,0.02666666666666667,mse,0.66,0.905,0.905,0.08,0.08,0.04,0.0
89,type1_1,2,0.0,0.0,0,0.03333333333333333,mse,0.805,0.975,0.98,0.08,0.08,0.04,0.0
90,type1_1,2,0.0,0.0,0,0.04,mse,0.905,1.0,0.98,0.08,0.08,0.0,0.04
91,type1_2,2,0.0,0.0,0,0.0,mse,,,,0.08,0.08,0.025,0.04
92,type1_2,2,0.0,1.0,0,0.0,mse,,,,0.145,0.08,0.065,0.04
93,type1_2,2,0.0,2.0,0,0.0,mse,,,,0.285,0.08,0.085,0.04
94,type1_2,2,0.0,3.0,0,0.0,mse,,,,0.365,0.08,0.125,0.04
95,type1_2,2,0.0,4.0,0,0.0,mse,,,,0.445,0.08,0.125,0.04
96,type1_2,2,0.0,5.0,0,0.0,mse,,,,0.485,0.08,0.125,0.04
97,type1_2,2,0.0,6.0,0,0.0,mse,,,,0.55,0.08,0.125,0.04
98,power,2,0.0,0.0,0,0.0,mse,,,,,0.06,0.04,0.04
99,power,2,0.08333333333333333,0.0,0,0.0,mse,,,,,0.14,0.1,0.065
100,power,2,0.16666666666666666,0.0,0,0.0,mse,,,,,0.405,0.305,0.305
101,power,2,0.25,0.0,0,0.0,mse,,,,,0.645,0.445,0.58
102,power,2,0.3333333333333333,0.0,0,0.0,mse,,,,,0.75,0.67,0.8
103,power,2,0.41666666666666663,0.0,0,0.0,mse,,,,,0.96,0.79,0.96
104,power,2,0.5,0.0,0,0.0,mse,,,,,0.96,0.83,0.96
105,type1_1,2,0.0,0.0,0,0.0,mae,0.1,0.02,0.06,0.08,0.08,0.08,0.04
106,type1_1,2,0.0,0.0,0,0.006666666666666667,mae,0.22,0.42,0.22,0.08,0.08,0.08,0.0
107,type1_1,2,0.0,0.0,0,0.013333333333333334,mae,0.22,0.5,0.42,0.08,0.08,0.08,0.0
108,type1_1,2,0.0,0.0,0,0.02,mae,0.42,0.745,0.825,0.08,0.08,0.08,0.0
109,type1_1,2,0.0,0.0,0,0.02666666666666667,mae,0.42,0.905,0.905,0.08,0.08,0.08,0.0
110,type1_1,2,0.0,0.0,0,0.03333333333333333,mae,0.725,0.975,0.98,0.08,0.08,0.08,0.0
111,type1_1,2,0.0,0.0,0,0.04,mae,0.725,1.0,0.98,0.08,0.08,0.08,0.04
112,type1_2,2,0.0,0.0,0,0.0,mae,,,,0.08,0.08,0.065,0.08
113,type1_2,2,0.0,1.0,0,0.0,mae,,,,0.145,0.08,0.125,0.08
114,type1_2,2,0.0,2.0,0,0.0,mae,,,,0.285,0.08,0.02,0.08
115,type1_2,2,0.0,3.0,0,0.0,mae,,,,0.365,0.08,0.06,0.08
116,type1_2,2,0.0,4.0,0,0.0,mae,,,,0.445,0.08,0.06,0.08
117,type1_2,2,0.0,5.0,0,0.0,mae,,,,0.485,0.08,0.06,0.08
118,type1_2,2,0.0,6.0,0,0.0,mae,,,,0.55,0.08,0.06,0.08
119,power,2,0.0,0.0,0,0.0,mae,,,,,0.06,0.06,0.06
120,power,2,0.08333333333333333,0.0,0,0.0,mae,,,,,0.14,0.14,0.04
121,power,2,0.16666666666666666,0.0,0,0.0,mae,,,,,0.405,0.26,0.2
122,power,2,0.25,0.0,0,0.0,mae,,,,,0.645,0.4,0.425
123,power,2,0.3333333333333333,0.0,0,0.0,mae,,,,,0.75,0.58,0.715
124,power,2,0.41666666666666663,0.0,0,0.0,mae,,,,,0.96,0.685,0.86
125,power,2,0.5,0.0,0,0.0,mae,,,,,0.96,0.765,0.96
126,type1_1,3,0.0,0.0,0,0.0,mse,0.04,0.0,0.04,0.065,0.04,0.085,0.105
127,type1_1,3,0.0,0.0,0,0.006666666666666667,mse,0.33,0.41,0.49,0.08,0.08,0.08,0.0
128,type1_1,3,0.0,0.0,0,0.013333333333333334,mse,0.57,1.0,0.94,0.08,0.08,0.08,0.0
129,type1_1,3,0.0,0.0,0,0.02,mse,0.94,1.0,1.0,0.08,0.08,0.04,0.0
130,type1_1,3,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,0.08,0.08,0.04,0.0
131,type1_1,3,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.08,0.04,0.0
132,type1_1,3,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,0.08,0.08,0.04,0.04
133,type1_2,3,0.0,0.0,0,0.0,mse,,,,0.08,0.12,0.0,0.08
134,type1_2,3,0.0,1.0,0,0.0,mse,,,,0.16,0.12,0.04,0.08
135,type1_2,3,0.0,2.0,0,0.0,mse,,,,0.18,0.12,0.08,0.08
136,type1_2,3,0.0,3.0,0,0.0,mse,,,,0.22,0.12,0.08,0.08
137,type1_2,3,0.0,4.0,0,0.0,mse,,,,0.22,0.12,0.08,0.08
138,type1_2,3,0.0,5.0,0,0.0,mse,,,,0.325,0.12,0.04,0.08
139,type1_2,3,0.0,6.0,0,0.0,mse,,,,0.325,0.12,0.04,0.08
140,power,3,0.0,0.0,0,0.0,mse,,,,,0.105,0.04,0.02
141,power,3,0.08333333333333333,0.0,0,0.0,mse,,,,,0.24,0.125,0.105
142,power,3,0.16666666666666666,0.0,0,0.0,mse,,,,,0.345,0.325,0.265
143,power,3,0.25,0.0,0,0.0,mse,,,,,0.53,0.405,0.515
144,power,3,0.3333333333333333,0.0,0,0.0,mse,,,,,0.67,0.67,0.76
145,power,3,0.41666666666666663,0.0,0,0.0,mse,,,,,0.895,0.75,0.96
146,power,3,0.5,0.0,0,0.0,mse,,,,,0.935,0.83,0.96
147,type1_1,3,0.0,0.0,0,0.0,mae,0.04,0.0,0.04,0.065,0.04,0.065,0.065
148,type1_1,3,0.0,0.0,0,0.006666666666666667,mae,0.225,0.41,0.49,0.08,0.08,0.08,0.0
149,type1_1,3,0.0,0.0,0,0.013333333333333334,mae,0.63,1.0,0.94,0.08,0.08,0.08,0.0
150,type1_1,3,0.0,0.0,0,0.02,mae,0.835,1.0,1.0,0.08,0.08,0.08,0.0
151,type1_1,3,0.0,0.0,0,0.02666666666666667,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
152,type1_1,3,0.0,0.0,0,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
153,type1_1,3,0.0,0.0,0,0.04,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
154,type1_2,3,0.0,0.0,0,0.0,mae,,,,0.08,0.12,0.08,0.08
155,type1_2,3,0.0,1.0,0,0.0,mae,,,,0.16,0.12,0.08,0.08
156,type1_2,3,0.0,2.0,0,0.0,mae,,,,0.18,0.12,0.08,0.08
157,type1_2,3,0.0,3.0,0,0.0,mae,,,,0.22,0.12,0.04,0.08
158,type1_2,3,0.0,4.0,0,0.0,mae,,,,0.22,0.12,0.04,0.08
159,type1_2,3,0.0,5.0,0,0.0,mae,,,,0.325,0.12,0.04,0.08
160,type1_2,3,0.0,6.0,0,0.0,mae,,,,0.325,0.12,0.04,0.08
161,power,3,0.0,0.0,0,0.0,mae,,,,,0.105,0.08,0.02
162,power,3,0.08333333333333333,0.0,0,0.0,mae,,,,,0.24,0.14,0.04
163,power,3,0.16666666666666666,0.0,0,0.0,mae,,,,,0.345,0.26,0.24
164,power,3,0.25,0.0,0,0.0,mae,,,,,0.53,0.4,0.385
165,power,3,0.3333333333333333,0.0,0,0.0,mae,,,,,0.67,0.605,0.715
166,power,3,0.41666666666666663,0.0,0,0.0,mae,,,,,0.895,0.685,0.86
167,power,3,0.5,0.0,0,0.0,mae,,,,,0.935,0.805,0.96
168,type1_1,4,0.0,0.0,0,0.0,mse,0.04,0.04,0.04,0.065,0.04,0.1,0.065
169,type1_1,4,0.0,0.0,0,0.006666666666666667,mse,0.16,0.425,0.405,0.08,0.04,0.08,0.0
170,type1_1,4,0.0,0.0,0,0.013333333333333334,mse,0.525,0.87,0.88,0.08,0.04,0.08,0.04
171,type1_1,4,0.0,0.0,0,0.02,mse,0.855,1.0,0.92,0.08,0.04,0.08,0.04
172,type1_1,4,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,0.96,0.08,0.04,0.08,0.04
173,type1_1,4,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.04,0.04,0.04
174,type1_1,4,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,0.08,0.04,0.0,0.04
175,type1_2,4,0.0,0.0,0,0.0,mse,,,,0.08,0.04,0.0,0.065
176,type1_2,4,0.0,1.0,0,0.0,mse,,,,0.08,0.04,0.04,0.065
177,type1_2,4,0.0,2.0,0,0.0,mse,,,,0.15,0.04,0.0,0.065
178,type1_2,4,0.0,3.0,0,0.0,mse,,,,0.15,0.04,0.0,0.065
179,type1_2,4,0.0,4.0,0,0.0,mse,,,,0.23,0.04,0.0,0.065
180,type1_2,4,0.0,5.0,0,0.0,mse,,,,0.335,0.04,0.0,0.065
181,type1_2,4,0.0,6.0,0,0.0,mse,,,,0.335,0.04,0.0,0.065
182,power,4,0.0,0.0,0,0.0,mse,,,,,0.08,0.04,0.0
183,power,4,0.08333333333333333,0.0,0,0.0,mse,,,,,0.26,0.1,0.04
184,power,4,0.16666666666666666,0.0,0,0.0,mse,,,,,0.305,0.345,0.265
185,power,4,0.25,0.0,0,0.0,mse,,,,,0.51,0.405,0.515
186,power,4,0.3333333333333333,0.0,0,0.0,mse,,,,,0.75,0.63,0.8
187,power,4,0.41666666666666663,0.0,0,0.0,mse,,,,,0.83,0.75,0.96
188,power,4,0.5,0.0,0,0.0,mse,,,,,0.935,0.855,0.96
189,type1_1,4,0.0,0.0,0,0.0,mae,0.025,0.04,0.04,0.065,0.04,0.105,0.065
190,type1_1,4,0.0,0.0,0,0.006666666666666667,mae,0.225,0.425,0.405,0.08,0.04,0.08,0.0
191,type1_1,4,0.0,0.0,0,0.013333333333333334,mae,0.43,0.87,0.88,0.08,0.04,0.08,0.0
192,type1_1,4,0.0,0.0,0,0.02,mae,0.815,1.0,0.92,0.08,0.04,0.08,0.0
193,type1_1,4,0.0,0.0,0,0.02666666666666667,mae,1.0,1.0,0.96,0.08,0.04,0.08,0.0
194,type1_1,4,0.0,0.0,0,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.04,0.08,0.0
195,type1_1,4,0.0,0.0,0,0.04,mae,1.0,1.0,1.0,0.08,0.04,0.08,0.0
196,type1_2,4,0.0,0.0,0,0.0,mae,,,,0.08,0.04,0.12,0.04
197,type1_2,4,0.0,1.0,0,0.0,mae,,,,0.08,0.04,0.04,0.04
198,type1_2,4,0.0,2.0,0,0.0,mae,,,,0.15,0.04,0.04,0.04
199,type1_2,4,0.0,3.0,0,0.0,mae,,,,0.15,0.04,0.04,0.04
200,type1_2,4,0.0,4.0,0,0.0,mae,,,,0.23,0.04,0.04,0.04
201,type1_2,4,0.0,5.0,0,0.0,mae,,,,0.335,0.04,0.04,0.04
202,type1_2,4,0.0,6.0,0,0.0,mae,,,,0.335,0.04,0.04,0.04
203,power,4,0.0,0.0,0,0.0,mae,,,,,0.08,0.06,0.06
204,power,4,0.08333333333333333,0.0,0,0.0,mae,,,,,0.26,0.1,0.04
205,power,4,0.16666666666666666,0.0,0,0.0,mae,,,,,0.305,0.34,0.24
206,power,4,0.25,0.0,0,0.0,mae,,,,,0.51,0.4,0.425
207,power,4,0.3333333333333333,0.0,0,0.0,mae,,,,,0.75,0.54,0.69
208,power,4,0.41666666666666663,0.0,0,0.0,mae,,,,,0.83,0.645,0.86
209,power,4,0.5,0.0,0,0.0,mae,,,,,0.935,0.725,0.96
210,type1_1,5,0.0,0.0,0,0.0,mse,0.04,0.105,0.04,0.145,0.04,0.12,0.105
211,type1_1,5,0.0,0.0,0,0.006666666666666667,mse,0.305,0.51,0.47,0.08,0.04,0.08,0.0
212,type1_1,5,0.0,0.0,0,0.013333333333333334,mse,0.69,0.79,0.855,0.08,0.08,0.08,0.0
213,type1_1,5,0.0,0.0,0,0.02,mse,0.83,0.96,1.0,0.08,0.08,0.08,0.0
214,type1_1,5,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,0.08,0.08,0.08,0.0
215,type1_1,5,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.04,0.08,0.0
216,type1_1,5,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,0.08,0.04,0.04,0.0
217,type1_2,5,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,0.04
218,type1_2,5,0.0,1.0,0,0.0,mse,,,,0.06,0.0,0.0,0.04
219,type1_2,5,0.0,2.0,0,0.0,mse,,,,0.185,0.0,0.0,0.04
220,type1_2,5,0.0,3.0,0,0.0,mse,,,,0.225,0.0,0.0,0.04
221,type1_2,5,0.0,4.0,0,0.0,mse,,,,0.305,0.0,0.0,0.04
222,type1_2,5,0.0,5.0,0,0.0,mse,,,,0.305,0.0,0.0,0.04
223,type1_2,5,0.0,6.0,0,0.0,mse,,,,0.37,0.0,0.0,0.04
224,power,5,0.0,0.0,0,0.0,mse,,,,,0.08,0.04,0.08
225,power,5,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.12,0.08
226,power,5,0.16666666666666666,0.0,0,0.0,mse,,,,,0.32,0.345,0.265
227,power,5,0.25,0.0,0,0.0,mse,,,,,0.62,0.445,0.475
228,power,5,0.3333333333333333,0.0,0,0.0,mse,,,,,0.79,0.63,0.8
229,power,5,0.41666666666666663,0.0,0,0.0,mse,,,,,0.88,0.79,0.96
230,power,5,0.5,0.0,0,0.0,mse,,,,,0.96,0.83,0.96
231,type1_1,5,0.0,0.0,0,0.0,mae,0.12,0.105,0.04,0.145,0.04,0.145,0.105
232,type1_1,5,0.0,0.0,0,0.006666666666666667,mae,0.225,0.51,0.47,0.08,0.04,0.08,0.04
233,type1_1,5,0.0,0.0,0,0.013333333333333334,mae,0.57,0.79,0.855,0.08,0.08,0.08,0.04
234,type1_1,5,0.0,0.0,0,0.02,mae,0.79,0.96,1.0,0.08,0.08,0.08,0.04
235,type1_1,5,0.0,0.0,0,0.02666666666666667,mae,0.895,1.0,1.0,0.08,0.08,0.08,0.04
236,type1_1,5,0.0,0.0,0,0.03333333333333333,mae,0.975,1.0,1.0,0.08,0.04,0.08,0.04
237,type1_1,5,0.0,0.0,0,0.04,mae,1.0,1.0,1.0,0.08,0.04,0.08,0.0
238,type1_2,5,0.0,0.0,0,0.0,mae,,,,0.0,0.0,0.0,0.08
239,type1_2,5,0.0,1.0,0,0.0,mae,,,,0.06,0.0,0.0,0.08
240,type1_2,5,0.0,2.0,0,0.0,mae,,,,0.185,0.0,0.0,0.08
241,type1_2,5,0.0,3.0,0,0.0,mae,,,,0.225,0.0,0.0,0.08
242,type1_2,5,0.0,4.0,0,0.0,mae,,,,0.305,0.0,0.0,0.08
243,type1_2,5,0.0,5.0,0,0.0,mae,,,,0.305,0.0,0.0,0.08
244,type1_2,5,0.0,6.0,0,0.0,mae,,,,0.37,0.0,0.0,0.08
245,power,5,0.0,0.0,0,0.0,mae,,,,,0.08,0.06,0.105
246,power,5,0.08333333333333333,0.0,0,0.0,mae,,,,,0.2,0.14,0.04
247,power,5,0.16666666666666666,0.0,0,0.0,mae,,,,,0.32,0.26,0.2
248,power,5,0.25,0.0,0,0.0,mae,,,,,0.62,0.4,0.385
249,power,5,0.3333333333333333,0.0,0,0.0,mae,,,,,0.79,0.54,0.69
250,power,5,0.41666666666666663,0.0,0,0.0,mae,,,,,0.88,0.685,0.86
251,power,5,0.5,0.0,0,0.0,mae,,,,,0.96,0.765,0.96
252,type1_1,6,0.0,0.0,0,0.0,mse,0.04,0.04,0.0,0.025,0.02,0.1,0.065
253,type1_1,6,0.0,0.0,0,0.006666666666666667,mse,0.145,0.355,0.26,0.08,0.08,0.08,0.0
254,type1_1,6,0.0,0.0,0,0.013333333333333334,mse,0.36,0.78,0.82,0.08,0.08,0.08,0.0
255,type1_1,6,0.0,0.0,0,0.02,mse,0.82,1.0,0.92,0.08,0.08,0.08,0.0
256,type1_1,6,0.0,0.0,0,0.02666666666666667,mse,0.86,1.0,1.0,0.08,0.08,0.08,0.0
257,type1_1,6,0.0,0.0,0,0.03333333333333333,mse,0.94,1.0,1.0,0.08,0.08,0.04,0.0
258,type1_1,6,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,0.08,0.08,0.04,0.0
259,type1_2,6,0.0,0.0,0,0.0,mse,,,,0.08,0.08,0.04,0.08
260,type1_2,6,0.0,1.0,0,0.0,mse,,,,0.12,0.08,0.12,0.08
261,type1_2,6,0.0,2.0,0,0.0,mse,,,,0.145,0.08,0.04,0.08
262,type1_2,6,0.0,3.0,0,0.0,mse,,,,0.185,0.08,0.04,0.08
263,type1_2,6,0.0,4.0,0,0.0,mse,,,,0.265,0.08,0.04,0.08
264,type1_2,6,0.0,5.0,0,0.0,mse,,,,0.33,0.08,0.04,0.08
265,type1_2,6,0.0,6.0,0,0.0,mse,,,,0.37,0.08,0.04,0.08
266,power,6,0.0,0.0,0,0.0,mse,,,,,0.08,0.08,0.06
267,power,6,0.08333333333333333,0.0,0,0.0,mse,,,,,0.14,0.1,0.04
268,power,6,0.16666666666666666,0.0,0,0.0,mse,,,,,0.26,0.305,0.265
269,power,6,0.25,0.0,0,0.0,mse,,,,,0.62,0.445,0.555
270,power,6,0.3333333333333333,0.0,0,0.0,mse,,,,,0.79,0.63,0.8
271,power,6,0.41666666666666663,0.0,0,0.0,mse,,,,,0.96,0.75,0.96
272,power,6,0.5,0.0,0,0.0,mse,,,,,0.96,0.855,0.96
273,type1_1,6,0.0,0.0,0,0.0,mae,0.0,0.04,0.0,0.025,0.02,0.025,0.085
274,type1_1,6,0.0,0.0,0,0.006666666666666667,mae,0.17,0.355,0.26,0.08,0.08,0.08,0.04
275,type1_1,6,0.0,0.0,0,0.013333333333333334,mae,0.395,0.78,0.82,0.08,0.08,0.08,0.0
276,type1_1,6,0.0,0.0,0,0.02,mae,0.68,1.0,0.92,0.08,0.08,0.08,0.0
277,type1_1,6,0.0,0.0,0,0.02666666666666667,mae,0.9,1.0,1.0,0.08,0.08,0.08,0.0
278,type1_1,6,0.0,0.0,0,0.03333333333333333,mae,0.94,1.0,1.0,0.08,0.08,0.08,0.0
279,type1_1,6,0.0,0.0,0,0.04,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
280,type1_2,6,0.0,0.0,0,0.0,mae,,,,0.08,0.08,0.0,0.12
281,type1_2,6,0.0,1.0,0,0.0,mae,,,,0.12,0.08,0.08,0.12
282,type1_2,6,0.0,2.0,0,0.0,mae,,,,0.145,0.08,0.04,0.12
283,type1_2,6,0.0,3.0,0,0.0,mae,,,,0.185,0.08,0.04,0.12
284,type1_2,6,0.0,4.0,0,0.0,mae,,,,0.265,0.08,0.04,0.12
285,type1_2,6,0.0,5.0,0,0.0,mae,,,,0.33,0.08,0.04,0.12
286,type1_2,6,0.0,6.0,0,0.0,mae,,,,0.37,0.08,0.04,0.12
287,power,6,0.0,0.0,0,0.0,mae,,,,,0.08,0.08,0.12
288,power,6,0.08333333333333333,0.0,0,0.0,mae,,,,,0.14,0.14,0.04
