,set,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
54,type1_2,0,0.0,5.0,3,0.0,mse,,,,0.58,0.0,0.16,0.08
55,type1_2,0,0.0,6.0,3,0.0,mse,,,,0.58,0.0,0.16,0.08
56,power,0,0.0,0.0,3,0.0,mse,,,,,0.08,0.16,0.0
57,power,0,0.08333333333333333,0.0,3,0.0,mse,,,,,0.41,0.33,0.16
58,power,0,0.16666666666666666,0.0,3,0.0,mse,,,,,0.73,0.49,0.74
59,power,0,0.25,0.0,3,0.0,mse,,,,,0.9,0.57,0.99
60,power,0,0.3333333333333333,0.0,3,0.0,mse,,,,,0.99,0.91,0.99
61,power,0,0.41666666666666663,0.0,3,0.0,mse,,,,,0.99,0.91,1.0
62,power,0,0.5,0.0,3,0.0,mse,,,,,1.0,0.99,1.0
63,type1_1,0,0.0,0.0,3,0.0,mae,0.08,0.08,0.08,0.09,0.0,0.09,0.0
64,type1_1,0,0.0,0.0,3,0.006666666666666667,mae,0.32,0.57,0.5,0.09,0.0,0.09,0.0
65,type1_1,0,0.0,0.0,3,0.013333333333333334,mae,0.59,1.0,0.99,0.09,0.0,0.09,0.0
66,type1_1,0,0.0,0.0,3,0.02,mae,1.0,1.0,0.99,0.09,0.0,0.08,0.0
67,type1_1,0,0.0,0.0,3,0.02666666666666667,mae,1.0,1.0,0.99,0.09,0.0,0.08,0.0
68,type1_1,0,0.0,0.0,3,0.03333333333333333,mae,1.0,1.0,0.99,0.08,0.0,0.08,0.0
69,type1_1,0,0.0,0.0,3,0.04,mae,1.0,1.0,0.99,0.08,0.0,0.08,0.0
70,type1_2,0,0.0,0.0,3,0.0,mae,,,,0.0,0.0,0.01,0.09
71,type1_2,0,0.0,1.0,3,0.0,mae,,,,0.41,0.0,0.33,0.09
72,type1_2,0,0.0,2.0,3,0.0,mae,,,,0.41,0.0,0.33,0.09
73,type1_2,0,0.0,3.0,3,0.0,mae,,,,0.49,0.0,0.32,0.09
74,type1_2,0,0.0,4.0,3,0.0,mae,,,,0.58,0.0,0.32,0.09
75,type1_2,0,0.0,5.0,3,0.0,mae,,,,0.58,0.0,0.32,0.09
76,type1_2,0,0.0,6.0,3,0.0,mae,,,,0.58,0.0,0.32,0.09
77,power,0,0.0,0.0,3,0.0,mae,,,,,0.08,0.08,0.0
78,power,0,0.08333333333333333,0.0,3,0.0,mae,,,,,0.41,0.25,0.09
79,power,0,0.16666666666666666,0.0,3,0.0,mae,,,,,0.73,0.41,0.49
80,power,0,0.25,0.0,3,0.0,mae,,,,,0.9,0.65,0.91
81,power,0,0.3333333333333333,0.0,3,0.0,mae,,,,,0.99,0.74,0.99
82,power,0,0.41666666666666663,0.0,3,0.0,mae,,,,,0.99,0.91,0.99
83,power,0,0.5,0.0,3,0.0,mae,,,,,1.0,0.99,1.0
84,type1_1,1,0.0,0.0,1,0.0,mse,0.08,0.09,0.17,0.0,0.0,0.09,0.0
85,type1_1,1,0.0,0.0,1,0.006666666666666667,mse,0.09,0.42,0.1,0.01,0.08,0.01,0.0
86,type1_1,1,0.0,0.0,1,0.013333333333333334,mse,0.27,0.67,0.6,0.09,0.09,0.01,0.0
87,type1_1,1,0.0,0.0,1,0.02,mse,0.59,0.84,0.76,0.09,0.09,0.01,0.0
88,type1_1,1,0.0,0.0,1,0.02666666666666667,mse,0.6,1.0,0.84,0.09,0.08,0.0,0.0
89,type1_1,1,0.0,0.0,1,0.03333333333333333,mse,0.76,1.0,0.84,0.09,0.08,0.0,0.0
90,type1_1,1,0.0,0.0,1,0.04,mse,0.92,1.0,0.84,0.09,0.08,0.0,0.0
91,type1_2,1,0.0,0.0,1,0.0,mse,,,,0.0,0.0,0.0,0.0
92,type1_2,1,0.0,1.0,1,0.0,mse,,,,0.16,0.0,0.08,0.0
93,type1_2,1,0.0,2.0,1,0.0,mse,,,,0.16,0.0,0.16,0.0
94,type1_2,1,0.0,3.0,1,0.0,mse,,,,0.24,0.0,0.16,0.0
95,type1_2,1,0.0,4.0,1,0.0,mse,,,,0.32,0.0,0.16,0.0
96,type1_2,1,0.0,5.0,1,0.0,mse,,,,0.32,0.0,0.16,0.0
97,type1_2,1,0.0,6.0,1,0.0,mse,,,,0.4,0.0,0.16,0.0
98,power,1,0.0,0.0,1,0.0,mse,,,,,0.16,0.0,0.0
99,power,1,0.08333333333333333,0.0,1,0.0,mse,,,,,0.41,0.33,0.08
100,power,1,0.16666666666666666,0.0,1,0.0,mse,,,,,0.65,0.41,0.33
101,power,1,0.25,0.0,1,0.0,mse,,,,,0.75,0.66,0.74
102,power,1,0.3333333333333333,0.0,1,0.0,mse,,,,,0.75,0.74,0.99
103,power,1,0.41666666666666663,0.0,1,0.0,mse,,,,,0.99,0.75,0.99
104,power,1,0.5,0.0,1,0.0,mse,,,,,0.99,0.99,0.99
105,type1_1,1,0.0,0.0,1,0.0,mae,0.16,0.09,0.17,0.0,0.0,0.0,0.0
106,type1_1,1,0.0,0.0,1,0.006666666666666667,mae,0.26,0.42,0.1,0.01,0.08,0.09,0.0
107,type1_1,1,0.0,0.0,1,0.013333333333333334,mae,0.26,0.67,0.6,0.09,0.09,0.09,0.0
108,type1_1,1,0.0,0.0,1,0.02,mae,0.52,0.84,0.76,0.09,0.09,0.01,0.0
109,type1_1,1,0.0,0.0,1,0.02666666666666667,mae,0.68,1.0,0.84,0.09,0.08,0.01,0.0
110,type1_1,1,0.0,0.0,1,0.03333333333333333,mae,0.84,1.0,0.84,0.09,0.08,0.01,0.0
111,type1_1,1,0.0,0.0,1,0.04,mae,1.0,1.0,0.84,0.09,0.08,0.01,0.0
112,type1_2,1,0.0,0.0,1,0.0,mae,,,,0.0,0.0,0.08,0.08
113,type1_2,1,0.0,1.0,1,0.0,mae,,,,0.16,0.0,0.08,0.08
114,type1_2,1,0.0,2.0,1,0.0,mae,,,,0.16,0.0,0.16,0.08
115,type1_2,1,0.0,3.0,1,0.0,mae,,,,0.24,0.0,0.16,0.08
116,type1_2,1,0.0,4.0,1,0.0,mae,,,,0.32,0.0,0.16,0.08
117,type1_2,1,0.0,5.0,1,0.0,mae,,,,0.32,0.0,0.16,0.08
118,type1_2,1,0.0,6.0,1,0.0,mae,,,,0.4,0.0,0.16,0.08
119,power,1,0.0,0.0,1,0.0,mae,,,,,0.16,0.0,0.0
120,power,1,0.08333333333333333,0.0,1,0.0,mae,,,,,0.41,0.17,0.08
121,power,1,0.16666666666666666,0.0,1,0.0,mae,,,,,0.65,0.57,0.42
122,power,1,0.25,0.0,1,0.0,mae,,,,,0.75,0.66,0.74
123,power,1,0.3333333333333333,0.0,1,0.0,mae,,,,,0.75,0.66,0.91
124,power,1,0.41666666666666663,0.0,1,0.0,mae,,,,,0.99,0.66,0.99
125,power,1,0.5,0.0,1,0.0,mae,,,,,0.99,0.74,0.99
126,type1_1,1,0.0,0.0,3,0.0,mse,0.16,0.08,0.16,0.01,0.01,0.09,0.0
127,type1_1,1,0.0,0.0,3,0.006666666666666667,mse,0.1,0.5,0.18,0.09,0.09,0.01,0.0
128,type1_1,1,0.0,0.0,3,0.013333333333333334,mse,0.51,0.84,0.76,0.09,0.09,0.01,0.0
129,type1_1,1,0.0,0.0,3,0.02,mse,0.76,1.0,0.92,0.09,0.09,0.01,0.0
130,type1_1,1,0.0,0.0,3,0.02666666666666667,mse,0.92,1.0,0.92,0.09,0.09,0.01,0.0
131,type1_1,1,0.0,0.0,3,0.03333333333333333,mse,1.0,1.0,0.92,0.09,0.09,0.0,0.0
132,type1_1,1,0.0,0.0,3,0.04,mse,0.92,1.0,0.92,0.09,0.09,0.0,0.0
133,type1_2,1,0.0,0.0,3,0.0,mse,,,,0.0,0.0,0.0,0.08
134,type1_2,1,0.0,1.0,3,0.0,mse,,,,0.25,0.0,0.08,0.08
135,type1_2,1,0.0,2.0,3,0.0,mse,,,,0.33,0.0,0.08,0.08
136,type1_2,1,0.0,3.0,3,0.0,mse,,,,0.41,0.0,0.08,0.08
137,type1_2,1,0.0,4.0,3,0.0,mse,,,,0.49,0.0,0.08,0.08
138,type1_2,1,0.0,5.0,3,0.0,mse,,,,0.49,0.0,0.08,0.08
139,type1_2,1,0.0,6.0,3,0.0,mse,,,,0.49,0.0,0.08,0.08
140,power,1,0.0,0.0,3,0.0,mse,,,,,0.08,0.0,0.0
141,power,1,0.08333333333333333,0.0,3,0.0,mse,,,,,0.41,0.33,0.16
142,power,1,0.16666666666666666,0.0,3,0.0,mse,,,,,0.65,0.49,0.66
143,power,1,0.25,0.0,3,0.0,mse,,,,,0.83,0.73,0.99
144,power,1,0.3333333333333333,0.0,3,0.0,mse,,,,,0.99,0.91,0.99
145,power,1,0.41666666666666663,0.0,3,0.0,mse,,,,,1.0,0.91,1.0
146,power,1,0.5,0.0,3,0.0,mse,,,,,1.0,0.99,1.0
147,type1_1,1,0.0,0.0,3,0.0,mae,0.08,0.08,0.16,0.01,0.01,0.01,0.0
148,type1_1,1,0.0,0.0,3,0.006666666666666667,mae,0.09,0.5,0.18,0.09,0.09,0.09,0.0
149,type1_1,1,0.0,0.0,3,0.013333333333333334,mae,0.19,0.84,0.76,0.09,0.09,0.09,0.0
150,type1_1,1,0.0,0.0,3,0.02,mae,0.76,1.0,0.92,0.09,0.09,0.09,0.0
151,type1_1,1,0.0,0.0,3,0.02666666666666667,mae,1.0,1.0,0.92,0.09,0.09,0.09,0.0
152,type1_1,1,0.0,0.0,3,0.03333333333333333,mae,1.0,1.0,0.92,0.09,0.09,0.08,0.0
153,type1_1,1,0.0,0.0,3,0.04,mae,1.0,1.0,0.92,0.09,0.09,0.08,0.0
154,type1_2,1,0.0,0.0,3,0.0,mae,,,,0.0,0.0,0.01,0.09
155,type1_2,1,0.0,1.0,3,0.0,mae,,,,0.25,0.0,0.25,0.09
156,type1_2,1,0.0,2.0,3,0.0,mae,,,,0.33,0.0,0.33,0.09
157,type1_2,1,0.0,3.0,3,0.0,mae,,,,0.41,0.0,0.32,0.09
158,type1_2,1,0.0,4.0,3,0.0,mae,,,,0.49,0.0,0.32,0.09
159,type1_2,1,0.0,5.0,3,0.0,mae,,,,0.49,0.0,0.32,0.09
160,type1_2,1,0.0,6.0,3,0.0,mae,,,,0.49,0.0,0.32,0.09
161,power,1,0.0,0.0,3,0.0,mae,,,,,0.08,0.0,0.0
162,power,1,0.08333333333333333,0.0,3,0.0,mae,,,,,0.41,0.17,0.09
163,power,1,0.16666666666666666,0.0,3,0.0,mae,,,,,0.65,0.49,0.5
164,power,1,0.25,0.0,3,0.0,mae,,,,,0.83,0.65,0.99
165,power,1,0.3333333333333333,0.0,3,0.0,mae,,,,,0.99,0.74,0.99
166,power,1,0.41666666666666663,0.0,3,0.0,mae,,,,,1.0,0.91,0.99
167,power,1,0.5,0.0,3,0.0,mae,,,,,1.0,0.99,1.0
168,type1_1,2,0.0,0.0,1,0.0,mse,0.0,0.09,0.0,0.01,0.09,0.09,0.0
169,type1_1,2,0.0,0.0,1,0.006666666666666667,mse,0.16,0.26,0.18,0.01,0.09,0.01,0.0
170,type1_1,2,0.0,0.0,1,0.013333333333333334,mse,0.34,0.75,0.5,0.01,0.09,0.01,0.0
171,type1_1,2,0.0,0.0,1,0.02,mse,0.43,1.0,1.0,0.01,0.09,0.01,0.0
172,type1_1,2,0.0,0.0,1,0.02666666666666667,mse,0.83,1.0,1.0,0.01,0.09,0.01,0.0
173,type1_1,2,0.0,0.0,1,0.03333333333333333,mse,1.0,1.0,1.0,0.01,0.09,0.01,0.0
174,type1_1,2,0.0,0.0,1,0.04,mse,1.0,1.0,1.0,0.01,0.09,0.01,0.0
175,type1_2,2,0.0,0.0,1,0.0,mse,,,,0.0,0.0,0.0,0.0
176,type1_2,2,0.0,1.0,1,0.0,mse,,,,0.09,0.0,0.09,0.0
177,type1_2,2,0.0,2.0,1,0.0,mse,,,,0.09,0.0,0.08,0.0
178,type1_2,2,0.0,3.0,1,0.0,mse,,,,0.09,0.0,0.08,0.0
179,type1_2,2,0.0,4.0,1,0.0,mse,,,,0.17,0.0,0.08,0.0
180,type1_2,2,0.0,5.0,1,0.0,mse,,,,0.41,0.0,0.08,0.0
181,type1_2,2,0.0,6.0,1,0.0,mse,,,,0.41,0.0,0.08,0.0
182,power,2,0.0,0.0,1,0.0,mse,,,,,0.08,0.08,0.0
183,power,2,0.08333333333333333,0.0,1,0.0,mse,,,,,0.41,0.25,0.0
184,power,2,0.16666666666666666,0.0,1,0.0,mse,,,,,0.58,0.49,0.49
185,power,2,0.25,0.0,1,0.0,mse,,,,,0.66,0.66,0.82
186,power,2,0.3333333333333333,0.0,1,0.0,mse,,,,,0.83,0.74,0.99
187,power,2,0.41666666666666663,0.0,1,0.0,mse,,,,,0.99,0.75,0.99
188,power,2,0.5,0.0,1,0.0,mse,,,,,0.99,0.99,0.99
189,type1_1,2,0.0,0.0,1,0.0,mae,0.0,0.09,0.0,0.01,0.09,0.09,0.0
190,type1_1,2,0.0,0.0,1,0.006666666666666667,mae,0.1,0.26,0.18,0.01,0.09,0.09,0.0
191,type1_1,2,0.0,0.0,1,0.013333333333333334,mae,0.18,0.75,0.5,0.01,0.09,0.09,0.0
192,type1_1,2,0.0,0.0,1,0.02,mae,0.35,1.0,1.0,0.01,0.09,0.01,0.0
193,type1_1,2,0.0,0.0,1,0.02666666666666667,mae,0.67,1.0,1.0,0.01,0.09,0.01,0.0
194,type1_1,2,0.0,0.0,1,0.03333333333333333,mae,0.83,1.0,1.0,0.01,0.09,0.01,0.0
195,type1_1,2,0.0,0.0,1,0.04,mae,1.0,1.0,1.0,0.01,0.09,0.01,0.0
196,type1_2,2,0.0,0.0,1,0.0,mae,,,,0.0,0.0,0.0,0.08
197,type1_2,2,0.0,1.0,1,0.0,mae,,,,0.09,0.0,0.09,0.08
198,type1_2,2,0.0,2.0,1,0.0,mae,,,,0.09,0.0,0.09,0.08
199,type1_2,2,0.0,3.0,1,0.0,mae,,,,0.09,0.0,0.09,0.08
200,type1_2,2,0.0,4.0,1,0.0,mae,,,,0.17,0.0,0.09,0.08
201,type1_2,2,0.0,5.0,1,0.0,mae,,,,0.41,0.0,0.09,0.08
202,type1_2,2,0.0,6.0,1,0.0,mae,,,,0.41,0.0,0.09,0.08
203,power,2,0.0,0.0,1,0.0,mae,,,,,0.08,0.08,0.0
204,power,2,0.08333333333333333,0.0,1,0.0,mae,,,,,0.41,0.17,0.08
205,power,2,0.16666666666666666,0.0,1,0.0,mae,,,,,0.58,0.57,0.42
206,power,2,0.25,0.0,1,0.0,mae,,,,,0.66,0.66,0.82
207,power,2,0.3333333333333333,0.0,1,0.0,mae,,,,,0.83,0.66,0.91
208,power,2,0.41666666666666663,0.0,1,0.0,mae,,,,,0.99,0.66,0.91
209,power,2,0.5,0.0,1,0.0,mae,,,,,0.99,0.75,0.99
210,type1_1,2,0.0,0.0,3,0.0,mse,0.0,0.01,0.0,0.17,0.08,0.01,0.01
211,type1_1,2,0.0,0.0,3,0.006666666666666667,mse,0.16,0.25,0.25,0.09,0.08,0.01,0.0
212,type1_1,2,0.0,0.0,3,0.013333333333333334,mse,0.26,0.92,0.92,0.09,0.08,0.01,0.0
213,type1_1,2,0.0,0.0,3,0.02,mse,0.84,1.0,1.0,0.09,0.08,0.01,0.0
214,type1_1,2,0.0,0.0,3,0.02666666666666667,mse,1.0,1.0,1.0,0.08,0.08,0.01,0.0
215,type1_1,2,0.0,0.0,3,0.03333333333333333,mse,1.0,1.0,1.0,0.08,0.08,0.01,0.0
216,type1_1,2,0.0,0.0,3,0.04,mse,1.0,1.0,1.0,0.08,0.08,0.01,0.0
217,type1_2,2,0.0,0.0,3,0.0,mse,,,,0.0,0.01,0.0,0.0
218,type1_2,2,0.0,1.0,3,0.0,mse,,,,0.17,0.01,0.16,0.0
219,type1_2,2,0.0,2.0,3,0.0,mse,,,,0.17,0.01,0.16,0.0
220,type1_2,2,0.0,3.0,3,0.0,mse,,,,0.25,0.01,0.16,0.0
221,type1_2,2,0.0,4.0,3,0.0,mse,,,,0.34,0.01,0.16,0.0
222,type1_2,2,0.0,5.0,3,0.0,mse,,,,0.42,0.01,0.16,0.0
223,type1_2,2,0.0,6.0,3,0.0,mse,,,,0.42,0.01,0.16,0.0
224,power,2,0.0,0.0,3,0.0,mse,,,,,0.08,0.16,0.0
225,power,2,0.08333333333333333,0.0,3,0.0,mse,,,,,0.41,0.33,0.08
226,power,2,0.16666666666666666,0.0,3,0.0,mse,,,,,0.58,0.49,0.74
227,power,2,0.25,0.0,3,0.0,mse,,,,,0.99,0.65,0.99
228,power,2,0.3333333333333333,0.0,3,0.0,mse,,,,,0.99,0.91,0.99
229,power,2,0.41666666666666663,0.0,3,0.0,mse,,,,,0.99,0.91,1.0
230,power,2,0.5,0.0,3,0.0,mse,,,,,1.0,0.99,1.0
231,type1_1,2,0.0,0.0,3,0.0,mae,0.0,0.01,0.0,0.17,0.08,0.16,0.08
232,type1_1,2,0.0,0.0,3,0.006666666666666667,mae,0.17,0.25,0.25,0.09,0.08,0.08,0.0
233,type1_1,2,0.0,0.0,3,0.013333333333333334,mae,0.26,0.92,0.92,0.09,0.08,0.08,0.0
234,type1_1,2,0.0,0.0,3,0.02,mae,0.35,1.0,1.0,0.09,0.08,0.08,0.0
235,type1_1,2,0.0,0.0,3,0.02666666666666667,mae,0.84,1.0,1.0,0.08,0.08,0.08,0.0
236,type1_1,2,0.0,0.0,3,0.03333333333333333,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
237,type1_1,2,0.0,0.0,3,0.04,mae,1.0,1.0,1.0,0.08,0.08,0.08,0.0
238,type1_2,2,0.0,0.0,3,0.0,mae,,,,0.0,0.01,0.01,0.0
239,type1_2,2,0.0,1.0,3,0.0,mae,,,,0.17,0.01,0.17,0.0
240,type1_2,2,0.0,2.0,3,0.0,mae,,,,0.17,0.01,0.17,0.0
241,type1_2,2,0.0,3.0,3,0.0,mae,,,,0.25,0.01,0.16,0.0
242,type1_2,2,0.0,4.0,3,0.0,mae,,,,0.34,0.01,0.16,0.0
243,type1_2,2,0.0,5.0,3,0.0,mae,,,,0.42,0.01,0.16,0.0
244,type1_2,2,0.0,6.0,3,0.0,mae,,,,0.42,0.01,0.16,0.0
245,power,2,0.0,0.0,3,0.0,mae,,,,,0.08,0.08,0.0
246,power,2,0.08333333333333333,0.0,3,0.0,mae,,,,,0.41,0.25,0.09
247,power,2,0.16666666666666666,0.0,3,0.0,mae,,,,,0.58,0.41,0.5
248,power,2,0.25,0.0,3,0.0,mae,,,,,0.99,0.65,0.91
249,power,2,0.3333333333333333,0.0,3,0.0,mae,,,,,0.99,0.74,0.99
250,power,2,0.41666666666666663,0.0,3,0.0,mae,,,,,0.99,0.91,0.99
251,power,2,0.5,0.0,3,0.0,mae,,,,,1.0,0.99,1.0
252,type1_1,3,0.0,0.0,1,0.0,mse,0.0,0.0,0.0,0.0,0.0,0.01,0.0
253,type1_1,3,0.0,0.0,1,0.006666666666666667,mse,0.42,0.72,0.75,0.09,0.09,0.01,0.0
254,type1_1,3,0.0,0.0,1,0.013333333333333334,mse,0.84,0.92,1.0,0.09,0.09,0.01,0.0
255,type1_1,3,0.0,0.0,1,0.02,mse,0.92,1.0,1.0,0.09,0.09,0.01,0.08
256,type1_1,3,0.0,0.0,1,0.02666666666666667,mse,1.0,1.0,1.0,0.09,0.09,0.01,0.08
257,type1_1,3,0.0,0.0,1,0.03333333333333333,mse,1.0,1.0,1.0,0.09,0.09,0.01,0.08
258,type1_1,3,0.0,0.0,1,0.04,mse,1.0,1.0,1.0,0.09,0.09,0.01,0.08
259,type1_2,3,0.0,0.0,1,0.0,mse,,,,0.0,0.08,0.0,0.0
260,type1_2,3,0.0,1.0,1,0.0,mse,,,,0.24,0.08,0.16,0.0
261,type1_2,3,0.0,2.0,1,0.0,mse,,,,0.33,0.08,0.24,0.0
262,type1_2,3,0.0,3.0,1,0.0,mse,,,,0.33,0.08,0.24,0.0
263,type1_2,3,0.0,4.0,1,0.0,mse,,,,0.34,0.08,0.24,0.0
264,type1_2,3,0.0,5.0,1,0.0,mse,,,,0.34,0.08,0.24,0.0
265,type1_2,3,0.0,6.0,1,0.0,mse,,,,0.42,0.08,0.24,0.0
266,power,3,0.0,0.0,1,0.0,mse,,,,,0.17,0.0,0.0
267,power,3,0.08333333333333333,0.0,1,0.0,mse,,,,,0.33,0.33,0.0
268,power,3,0.16666666666666666,0.0,1,0.0,mse,,,,,0.66,0.41,0.41
269,power,3,0.25,0.0,1,0.0,mse,,,,,0.66,0.66,0.74
270,power,3,0.3333333333333333,0.0,1,0.0,mse,,,,,0.74,0.74,0.99
271,power,3,0.41666666666666663,0.0,1,0.0,mse,,,,,0.99,0.75,0.99
272,power,3,0.5,0.0,1,0.0,mse,,,,,0.99,0.99,0.99
273,type1_1,3,0.0,0.0,1,0.0,mae,0.0,0.0,0.0,0.0,0.0,0.0,0.08
274,type1_1,3,0.0,0.0,1,0.006666666666666667,mae,0.33,0.72,0.75,0.09,0.09,0.17,0.0
275,type1_1,3,0.0,0.0,1,0.013333333333333334,mae,0.75,0.92,1.0,0.09,0.09,0.17,0.0
276,type1_1,3,0.0,0.0,1,0.02,mae,0.92,1.0,1.0,0.09,0.09,0.17,0.08
277,type1_1,3,0.0,0.0,1,0.02666666666666667,mae,1.0,1.0,1.0,0.09,0.09,0.17,0.08
278,type1_1,3,0.0,0.0,1,0.03333333333333333,mae,1.0,1.0,1.0,0.09,0.09,0.09,0.08
279,type1_1,3,0.0,0.0,1,0.04,mae,1.0,1.0,1.0,0.09,0.09,0.01,0.0
280,type1_2,3,0.0,0.0,1,0.0,mae,,,,0.0,0.08,0.0,0.0
281,type1_2,3,0.0,1.0,1,0.0,mae,,,,0.24,0.08,0.08,0.0
282,type1_2,3,0.0,2.0,1,0.0,mae,,,,0.33,0.08,0.08,0.0
283,type1_2,3,0.0,3.0,1,0.0,mae,,,,0.33,0.08,0.16,0.0
284,type1_2,3,0.0,4.0,1,0.0,mae,,,,0.34,0.08,0.16,0.0
285,type1_2,3,0.0,5.0,1,0.0,mae,,,,0.34,0.08,0.16,0.0
286,type1_2,3,0.0,6.0,1,0.0,mae,,,,0.42,0.08,0.16,0.0
287,power,3,0.0,0.0,1,0.0,mae,,,,,0.17,0.0,0.0
288,power,3,0.08333333333333333,0.0,1,0.0,mae,,,,,0.33,0.24,0.0
